evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-4262	M20A-LIANA-REMAINING-0111	fasl fas	M21A-REUSE-2006	medium-high	high	PMID:9126929;PMID:9228058;PMID:11739735;PMID:12556501;PMID:19641134;PMCID:PMC2730434;DOI:10.1084/jem.185.8.1487;DOI:10.1074/jbc.272.30.18827	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4268	M20A-LIANA-REMAINING-0117	fgf1 fgfr1	M21A-REUSE-2008	medium-high	high	PMID:8663044;PMID:7520751;PMID:28813681	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4269	M20A-LIANA-REMAINING-0118	fgf1 fgfr4	M21A-REUSE-2009	medium-high	high	PMID:7680645;PMID:20547770;PMCID:PMC2924102;DOI:10.1074/jbc.M109.095109	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4270	M20A-LIANA-REMAINING-0119	fgf17 fgfr1	M21A-REUSE-2010	medium	high	PMID:10381577;PMID:16384934	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4271	M20A-LIANA-REMAINING-0120	fgf17 fgfr2	M21A-REUSE-2011	medium	high	PMID:10381577;PMID:16384934	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4272	M20A-LIANA-REMAINING-0121	fgf18 fgfr3	M21A-REUSE-2012	medium	high	PMID:11937493;PMID:20507176;PMCID:PMC2900151;PMID:32801905;DOI:10.2147/CMAR.S254242	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4277	M20A-LIANA-REMAINING-0126	fgf3 fgfr1	M21A-REUSE-2016	medium-high	high	PMID:7592624; DOI:10.1074/jbc.270.41.24197	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4278	M20A-LIANA-REMAINING-0127	fgf3 fgfr2	M21A-REUSE-2017	medium-high	high	PMID:7592624; DOI:10.1074/jbc.270.41.24197	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4284	M20A-LIANA-REMAINING-0133	fndc5 itgav	M21A-REUSE-2021	medium-high	high	PMID:30550785; PMCID:PMC6298040; DOI:10.1016/j.cell.2018.10.025	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4285	M20A-LIANA-REMAINING-0134	fndc5 itgb5	M21A-REUSE-2022	medium-high	high	PMID:30550785; PMCID:PMC6298040; DOI:10.1016/j.cell.2018.10.025	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4286	M20A-LIANA-REMAINING-0135	gdf1 acvr1b_acvr2a_cfc1	M21A-REUSE-2023	medium-high	high	PMID:12514096; PMCID:PMC195969; DOI:10.1101/gad.1041203; PMID:24798330; PMCID:PMC4067217	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4287	M20A-LIANA-REMAINING-0136	gdf1 acvr1b_acvr2b_cfc1	M21A-REUSE-2024	medium-high	high	PMID:12514096; PMCID:PMC195969; DOI:10.1101/gad.1041203; PMID:24798330; PMCID:PMC4067217	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4290	M20A-LIANA-REMAINING-0139	gdf11 acvr1b_acvr2b	M21A-REUSE-2025	medium-high	high	PMCID:PMC187472; PMID:28257634; PMID:31315975	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4292	M20A-LIANA-REMAINING-0141	gdf2 acvrl1_bmpr2	M21A-REUSE-2027	medium-high	high	PMID:22622516; PMCID:PMC3409742; PMID:17311849	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4296	M20A-LIANA-REMAINING-0145	gdf5 bmpr1a_bmpr2	M21A-REUSE-2030	medium	high	PMID:8702914; PMID:15890363; PMID:17989347; DOI:10.1016/j.jmb.2005.04.015	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4298	M20A-LIANA-REMAINING-0148	gdf6 bmpr1a_bmpr2	M21A-REUSE-2031	medium	high	PMID:16049014; DOI:10.1074/jbc.M504629200; https://pubmed.ncbi.nlm.nih.gov/16049014/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
