review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-3154	Slit2 Plxna1	reviewed_unresolved	PMID:20471970; https://pubmed.ncbi.nlm.nih.gov/?term=Slit2+Plxna1	chicken/vertebrate comparator; exact PLXNA1 pair not established	developmental axon-guidance systems; no exact Slit2-PLXNA1 model	Slit2/Robo2 developmental guidance experiments and exact-pair PubMed search; no PLXNA1 binding or perturbation assay	no qualifying exact-pair binding, activation, relay, or function	none	no defensible Slit2-PLXNA1 intracellular branch	low	The cited primary study tests Slit2 with Robo2, not PLXNA1; semaphorin/plexin pathway evidence was not reassigned; no direct binding, receptor activation, exact-pair perturbation, or TF readout	—
M20A-EXT-3155	Slit2 Robo4	reviewed_function_only	PMID:26713366; DOI:10.1016/j.bbrc.2015.12.075; https://pubmed.ncbi.nlm.nih.gov/?term=Slit2+Robo4	human	HUVEC migration assays; CHO cells co-transfected with Robo1 and CdGAP	Boyden-chamber migration, Robo4 or Robo1 knockdown, soluble Robo1/Robo4 ectodomain competition, Robo1-CdGAP co-immunoprecipitation	Robo4-dependent negative regulation of a Slit2/Robo1 response; exact Slit2-Robo4 signaling not demonstrated	downstream_pathway_function	Slit2-Robo1-CdGAP-Rac1/Cdc42 migration branch; Robo4 knockdown changes the response but is not the demonstrated transducing receptor	low	The primary study concludes that Slit2 signal is transduced through Robo1 and that Robo4 negative regulation is intracellular; Robo4 ectodomain did not block Slit2 response; no direct Slit2-Robo4 binding or Robo4-specific downstream relay	—
M20A-EXT-3156	Slit2 Sdc1	reviewed_unresolved	PMID:19574454; PMCID:PMC2715486; PMID:30510066; PMCID:PMC6310129; https://pubmed.ncbi.nlm.nih.gov/?term=Slit2+Sdc1	Drosophila and human comparator systems; exact mammalian SDC1 pair unresolved	Drosophila Slit-receiving axon/myotube guidance; human neutrophil chemotaxis using Robo1 and SDC4 blockade	Sdc mutant/rescue and extracellular-domain sufficiency experiments; human Slit2-fragment chemotaxis with Robo1/SDC4 blocking antibodies	Syndecan-dependent Slit presentation/coreceptor function; exact SDC1 assignment unresolved	ligand_receptor_binding_or_activation	Slit-syndecan/Robo guidance and PI3K-Rac/Cdc42 or Ras-Rac branches in comparator systems; no SDC1-specific branch	low	The Drosophila study uses Sdc and human rescue, while the mammalian chemotaxis study identifies SDC4, not SDC1; no isolated Slit2-SDC1 binding, mammalian SDC1 perturbation, exact-pair relay, or TF readout	—
M20A-EXT-3160	Slitrk1 Enpep	reviewed_unresolved	PMID:23345436; https://pubmed.ncbi.nlm.nih.gov/?term=Slitrk1+Enpep	mixed neuronal comparator literature; exact ENPEP pair not established	cultured neuronal synapse-organizer systems; no exact Slitrk1-ENPEP model	Slitrk/LAR-RPTP synaptogenesis studies and exact-pair PubMed search; no ENPEP binding or perturbation assay	no qualifying exact-pair binding, activation, relay, or function	none	no defensible Slitrk1-ENPEP intracellular branch	low	Primary Slitrk studies support LAR-RPTP family interactions, not ENPEP; family analogy and neuronal co-expression cannot establish the exact pair; no direct binding, receptor-proximal relay, exact-pair functional perturbation, or TF readout	—
M20A-EXT-3161	Slitrk1 Tnfrsf11b	reviewed_unresolved	PMID:23345436; https://pubmed.ncbi.nlm.nih.gov/?term=Slitrk1+Tnfrsf11b	mixed neuronal comparator literature; exact TNFRSF11B pair not established	cultured neuronal synapse-organizer systems; no exact Slitrk1-TNFRSF11B model	Slitrk/LAR-RPTP synaptogenesis studies and exact-pair PubMed search; no TNFRSF11B binding or perturbation assay	no qualifying exact-pair binding, activation, relay, or function	none	no defensible Slitrk1-TNFRSF11B intracellular branch	low	Primary Slitrk studies support LAR-RPTP family interactions, not TNFRSF11B; osteoprotegerin/TNFRSF11B biology was not transferred; no direct binding, receptor-proximal relay, exact-pair function, or TF readout	—
M20A-EXT-3162	Slitrk3 Ptprs	reviewed_binding_only	PMID:23345436; DOI:10.1038/ncomms3420; https://pubmed.ncbi.nlm.nih.gov/?term=Slitrk3+PTPRS	rat	transfected synapse-formation systems and cultured rat hippocampal neurons	Slitrk isoform overexpression/knockdown, LAR-RPTP dependence and heterologous synapse assays; PTPRS denotes PTPσ	family-level direct interaction/adhesion; Slitrk3 functional synapse branch is assigned to PTPRD rather than PTPRS	ligand_receptor_binding_or_activation	Slitrk3-PTPRD inhibitory synapse differentiation branch; PTPRS/Slitrk3 binding is not given a downstream functional branch here	low	The primary Slitrk study reports PTPσ interaction for Slitrk1-3 at family level but the selective Slitrk3 inhibitory phenotype is PTPδ/PTPRD-dependent; no isolated PTPRS-Slitrk3 relay or terminal TF measurement	—
M20A-EXT-3163	Slpi Cd4	reviewed_function_only	PMID:19333378; PMCID:PMC2642901; DOI:10.1371/journal.pone.0005006; https://pubmed.ncbi.nlm.nih.gov/?term=SLPI+CD4	human	primary T lymphocytes and autologous monocyte-derived dendritic cells; PLSCR-transfected cells	SLPI antiviral/infection assays, recombinant SLPI binding to PLSCR1/4, PLSCR1/4-CD4 interaction assays, and disruption of the PLSCR1-CD4 association by SLPI	SLPI modulates a PLSCR1/4-CD4 membrane complex; direct SLPI-CD4 interaction not demonstrated	downstream_pathway_function	SLPI-PLSCR1/4 modulation of CD4-associated HIV-entry/transfer biology; no direct CD4-proximal SLPI relay	low	The primary study identifies PLSCR1/4 as SLPI ligands and shows that PLSCR1/4 interact with CD4; disruption of a ternary association cannot be promoted to direct SLPI-CD4 binding or a CD4 downstream pathway	—
M20A-EXT-3166	Slurp1 Chrna10	reviewed_binding_only	PMID:29192197; DOI:10.1074/jbc.M117.801026; https://pubmed.ncbi.nlm.nih.gov/?term=SLURP1+CHRNA10	human and rat	Xenopus oocytes expressing human nAChR complexes; synthetic human SLURP-1	chemical synthesis, radioligand assays, and two-electrode voltage-clamp recordings of α9α10 nAChR currents	complex-level allosteric modulation of α9α10; isolated CHRNA10 edge unresolved	ligand_receptor_binding_or_activation	SLURP1 inhibition of α9α10 ion-channel signaling; no isolated α10-specific intracellular branch	low	The primary study tested α9α10 heteromers, not CHRNA10 alone; current inhibition is not proof of a subunit-specific binding site or downstream relay; no terminal TF readout for this exact pair	—
M20A-EXT-3167	Slurp1 Chrna3	reviewed_binding_only	PMID:29192197; DOI:10.1074/jbc.M117.801026; https://pubmed.ncbi.nlm.nih.gov/?term=SLURP1+CHRNA3	human	Xenopus oocytes expressing human α3β2 and α3β4 nAChR complexes; synthetic human SLURP-1	chemical synthesis and two-electrode voltage-clamp recordings of α3β2/α3β4 currents	complex-level allosteric modulation of α3-containing nAChRs; isolated CHRNA3 edge unresolved	ligand_receptor_binding_or_activation	SLURP1 inhibition of α3β2/α3β4 ion-channel signaling; no isolated α3-specific intracellular branch	low	The primary study tested α3β2 and α3β4 heteromers, not CHRNA3 alone; subunit contribution and physical contact site were not isolated; no exact-pair downstream relay or TF readout	—
M20A-EXT-3168	Slurp1 Chrna4	reviewed_binding_only	PMID:29192197; DOI:10.1074/jbc.M117.801026; https://pubmed.ncbi.nlm.nih.gov/?term=SLURP1+CHRNA4	human	Xenopus oocytes expressing human α4β4 nAChR; synthetic human SLURP-1	chemical synthesis and two-electrode voltage-clamp recordings of α4β4 currents	complex-level allosteric modulation of α4β4; isolated CHRNA4 edge unresolved	ligand_receptor_binding_or_activation	SLURP1 inhibition of α4β4 ion-channel signaling; no isolated α4-specific intracellular branch	low	The primary study tested the α4β4 heteromer, not CHRNA4 alone; current inhibition does not establish isolated subunit binding or a downstream relay; no terminal TF readout	—
