review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0521	Cholesterol-DHCR24-Rorc	reviewed_unresolved	PMID:19965867; PMID:26571399; https://pubmed.ncbi.nlm.nih.gov/?term=cholesterol+DHCR24+RORC	mouse/human	RORgamma ligand-binding and sterol-biosynthesis systems; no exact DHCR24-RORC complex model	RORgamma ligand-binding/reporter assays and sterol-pathway perturbations; DHCR24 enzyme studies	composite sterol-metabolism to nuclear-receptor association; exact composite not demonstrated	ligand_receptor_binding_or_activation	cholesterol/sterol biosynthesis -> RORgamma transcriptional branch; DHCR24 linkage unresolved	low	Sterol intermediates can activate RORgamma, but the cited receptor assays did not establish cholesterol-DHCR24 as the ligand/receptor entity; DHCR24 is an enzyme in sterol metabolism, not a demonstrated RORC coreceptor; no exact-pair perturbation or terminal TF readout	—
M20A-EXT-0523	Col1a2-Sdc4	reviewed_unresolved	PMID:9712917; PMID:31907416; PMID:37991018; https://pubmed.ncbi.nlm.nih.gov/?term=COL1A2+SDC4	rat/mouse	collagen-I adhesion models, SDC4-transfectant cells, and mouse MEFs; no isolated COL1A2-SDC4 model	collagen-I substrate adhesion/mechanotransduction, SDC4 perturbation, and computational communication; no chain-resolved pair assay	native collagen-I/SDC4 matrix association; exact COL1A2 interaction unresolved	ligand_receptor_binding_or_activation	collagen-I-SDC4 adhesion/mechanotransduction; exact chain branch unresolved	low	Evidence concerns native collagen-I or computational communication, not purified COL1A2 chain binding, receptor-dependent signaling, or exact-pair functional perturbation	—
M20A-EXT-0524	Col2a1-Sdc4	reviewed_unresolved	PMID:32071547; PMID:24558194; https://pubmed.ncbi.nlm.nih.gov/?term=COL2A1+SDC4	mouse/rat/rabbit/human	nucleus pulposus cells and intervertebral-disc models; no COL2A1 ligand presentation assay	SDC4 overexpression/knockdown, JNK inhibition, p53 and collagen-II expression measurements	SDC4 perturbation changes cartilage/collagen-II program; exact COL2A1-SDC4 engagement unresolved	ligand_receptor_binding_or_activation	SDC4-JNK/p53 cartilage program; not an exact COL2A1 ligand branch	low	SDC4 signaling and collagen-II output were measured, but collagen II was not used as an isolated ligand and no COL2A1-dependent receptor assay was performed	—
M20A-EXT-0525	Col4a1-Sdc4	reviewed_unresolved	PMID:9148893; PMID:20463653; PMCID:PMC2784868; https://pubmed.ncbi.nlm.nih.gov/?term=COL4A1+SDC4	mouse/human	fibroblast, podocyte, and ECM-adhesion systems; no exact COL4A1-SDC4 model	SDC4 ectodomain/cell-adhesion assays and heparan-sulfate perturbation on collagen/ECM substrates	general SDC4/HSPG matrix adhesion; exact COL4A1 interaction unresolved	ligand_receptor_binding_or_activation	collagen-IV/SDC4 matrix-adhesion candidate; no exact relay	low	General syndecan or collagen-IV-family statements do not establish isolated COL4A1 binding, receptor activation, downstream pathway, or cell-type-specific output	—
M20A-EXT-0526	Col4a2-Sdc4	reviewed_unresolved	PMID:9148893; PMID:20463653; PMCID:PMC2784868; https://pubmed.ncbi.nlm.nih.gov/?term=COL4A2+SDC4	mouse/human	fibroblast, podocyte, and ECM-adhesion systems; no exact COL4A2-SDC4 model	SDC4 ectodomain/cell-adhesion assays and heparan-sulfate perturbation on collagen/ECM substrates	general SDC4/HSPG matrix adhesion; exact COL4A2 interaction unresolved	ligand_receptor_binding_or_activation	collagen-IV/SDC4 matrix-adhesion candidate; no exact relay	low	General syndecan or collagen-IV-family statements do not establish isolated COL4A2 binding, receptor activation, downstream pathway, or cell-type-specific output	—
M20A-EXT-0527	Col4a3-Sdc4	reviewed_unresolved	PMID:9148893; PMID:20463653; PMCID:PMC2784868; https://pubmed.ncbi.nlm.nih.gov/?term=COL4A3+SDC4	mouse/human	fibroblast, podocyte, and collagen-IV NC1-domain systems; no exact COL4A3-SDC4 model	SDC4/HSPG adhesion assays and collagen-IV receptor studies; no SDC4-specific COL4A3 perturbation	general SDC4/HSPG matrix adhesion; exact COL4A3 interaction unresolved	ligand_receptor_binding_or_activation	collagen-IV/SDC4 matrix-adhesion candidate; NC1/integrin evidence not SDC4	low	COL4A3 NC1 and integrin evidence cannot be reassigned to SDC4; no isolated COL4A3-SDC4 binding, relay, functional output, or TF measurement	—
M20A-EXT-0528	Col4a4-Sdc4	reviewed_unresolved	PMID:9148893; PMID:20463653; PMCID:PMC2784868; https://pubmed.ncbi.nlm.nih.gov/?term=COL4A4+SDC4	human/mouse	fibroblast, podocyte, and collagen-IV-family ECM systems; no exact COL4A4-SDC4 model	SDC4 ectodomain/HS adhesion studies and collagen-IV family searches; no exact pair assay	general SDC4/HSPG matrix adhesion; exact COL4A4 interaction unresolved	ligand_receptor_binding_or_activation	collagen-IV/SDC4 matrix-adhesion candidate; no exact relay	low	No isolated COL4A4 or alpha3alpha4alpha5-network SDC4 assay was recovered; family-level collagen-IV observations are not chain-specific	—
M20A-EXT-0529	Col4a5-Sdc4	reviewed_unresolved	PMID:9148893; PMID:20463653; PMCID:PMC2784868; https://pubmed.ncbi.nlm.nih.gov/?term=COL4A5+SDC4	mouse/human	fibroblast, podocyte, and collagen-IV-family ECM systems; no exact COL4A5-SDC4 model	SDC4 ectodomain/HS adhesion studies and collagen-IV family searches; no exact pair assay	general SDC4/HSPG matrix adhesion; exact COL4A5 interaction unresolved	ligand_receptor_binding_or_activation	collagen-IV/SDC4 matrix-adhesion candidate; no exact relay	low	No isolated COL4A5 or alpha3alpha4alpha5-network SDC4 assay was recovered; family-level collagen-IV observations are not chain-specific	—
M20A-EXT-0530	Col4a6-Sdc4	reviewed_unresolved	PMID:9148893; PMID:20463653; PMCID:PMC2784868; https://pubmed.ncbi.nlm.nih.gov/?term=COL4A6+SDC4	mouse/human	fibroblast, podocyte, and collagen-IV-family ECM systems; no exact COL4A6-SDC4 model	SDC4 ectodomain/HS adhesion studies and collagen-IV family searches; no exact pair assay	general SDC4/HSPG matrix adhesion; exact COL4A6 interaction unresolved	ligand_receptor_binding_or_activation	collagen-IV/SDC4 matrix-adhesion candidate; no exact relay	low	No isolated COL4A6 or alpha3alpha4alpha5-network SDC4 assay was recovered; family-level collagen-IV observations are not chain-specific	—
M20A-EXT-0531	Col6a1-Sdc4	reviewed_unresolved	PMID:8387021; PMID:9148893; PMCID:PMC2784868; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A1+SDC4	human/mouse	native collagen-VI adhesion systems and general syndecan ECM models; no exact COL6A1-SDC4 model	native collagen-VI integrin binding/adhesion and SDC4 ectodomain/HS studies; no exact pair assay	native collagen-VI and SDC4-family matrix context; exact COL6A1 interaction unresolved	ligand_receptor_binding_or_activation	collagen-VI matrix adhesion; classic collagen-VI receptor evidence does not identify SDC4	low	Native collagen-VI receptor studies identified integrin-level binding, not SDC4 or isolated COL6A1; no exact molecular, relay, functional-output, or TF evidence	—
