review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-1898	gnai2 mtnr1a	Gnai2 Mtnr1a	M21A-REUSE-1552	M21A-PAIR-EVID-2949	PMID:14761940;https://pubmed.ncbi.nlm.nih.gov/?term=MTNR1A+GNAI2	human	heterologous human MTNR1A receptor system; affinity-capture interaction study	Affinity-capture/Western detection of GNAI2 with MTNR1A and melatonin-receptor signaling assays	direct MTNR1A-Gαi2 association with agonist-linked Gi/o signaling	receptor_proximal_relay	MTNR1A -> Gi2 -> adenylyl-cyclase inhibition and context-dependent ERK/PLC signaling	medium		reviewed_relay_candidate	The interaction evidence is biochemical/heterologous and does not establish a purified structural complex or an SCI-cell-state endpoint. No terminal TF was directly assayed.
M20A-EXT-1899	gnai2 mtnr1b	Gnai2 Mtnr1b	M21A-REUSE-1553	M21A-PAIR-EVID-2950	PMCID:PMC8935230;https://pubmed.ncbi.nlm.nih.gov/?term=MTNR1B+GNAI2	human	primary human nucleus-pulposus cells	Endogenous MTNR1B-GNAI2 immunoprecipitation, melatonin treatment, GNAI2 shRNA, and YAP/p65/anabolic-catabolic readouts	direct MTNR1B-Gαi2 association with GNAI2-dependent cellular relay	receptor_proximal_relay	MTNR1B -> Gi2 -> YAP and NF-κB modulation -> nucleus-pulposus homeostatic output	medium		reviewed_relay_candidate	The study supports endogenous association and pathway dependence but not a purified receptor-Gi2 structure; YAP/p65 are downstream effectors and were not promoted to terminal_TF.
M20A-EXT-1900	gnai2 oprd1	Gnai2 Oprd1	M21A-REUSE-1554	M21A-PAIR-EVID-2951	PMID:2159280;PMCID:PMC1131301;PMID:1317000;https://pubmed.ncbi.nlm.nih.gov/?term=OPRD1+GNAI2	mouse;rat	NG108-15 mouse neuroblastoma-rat glioma hybrid cells; cloned receptor cell systems	Gαi2-selective antisera/perturbation, high-affinity GTPase and adenylyl-cyclase assays, and agonist-stimulated receptor-G-protein labeling	direct delta-opioid-receptor coupling to Gi2 with inhibitory cAMP output	receptor_proximal_relay	OPRD1 -> Gi2 -> adenylyl-cyclase inhibition and opioid effector signaling	high		reviewed_relay_candidate	The strongest isoform evidence is from NG108-15 cells and antibody interference rather than a purified OPRD1-Gi2 structure; additional opioid G proteins can contribute in other models. No terminal TF was assayed.
M20A-EXT-1901	gnai2 oprm1	Gnai2 Oprm1	M21A-REUSE-1555	M21A-PAIR-EVID-2952	PMCID:PMC3317874;PMID:37529677;https://pubmed.ncbi.nlm.nih.gov/?term=OPRM1+GNAI2	human;mouse	heterologous human OPRM1 HEK cells; native mouse striatal membranes	OPRM1-GNAI2 FRET/co-immunoprecipitation, palmitoylation perturbation, morphine cAMP/ERK assays, and agonist G-protein activation profiling	direct mu-opioid-receptor-Gi2 coupling with cAMP/MAPK relay	receptor_proximal_relay	OPRM1 -> Gi2 -> adenylyl-cyclase inhibition, ERK, and opioid signaling	high		reviewed_relay_candidate	Coupling is receptor- and cell-context-dependent, with other Gi/o subtypes also activated. Functional opioid outputs are not evidence for a terminal TF; none was directly assigned.
M20A-EXT-1902	gnai2 p2ry12	Gnai2 P2ry12	M21A-REUSE-1556	M21A-PAIR-EVID-2953	PMID:8554519;PMCID:PMC209362;PMID:25944935;https://pubmed.ncbi.nlm.nih.gov/?term=P2RY12+GNAI2	human;mouse	human and mouse platelets; purified/reconstituted human platelet ADP-receptor systems	ADP stimulation, Gi2-selective biochemical/antisera assays, platelet-specific Gnai2 deletion, cAMP/VASP, PI3K-Akt, Rap1b, integrin, and thrombosis assays	direct P2RY12-Gi2 receptor-proximal signaling with platelet effector outputs	receptor_proximal_relay	P2RY12 -> Gi2 -> adenylyl-cyclase inhibition and Gβγ-PI3K/Rap1b/Akt -> integrin activation	high		reviewed_relay_candidate	P2RY12 can also engage Gi1/Gi3, and platelet outputs are context-specific. The evidence establishes coupling and function but not a terminal TF.
M20A-EXT-1903	gnai2 ptpru	Gnai2 Ptpru		M21A-PAIR-EVID-2954	https://pubmed.ncbi.nlm.nih.gov/?term=GNAI2+PTPRU;https://reactome.org/content/query?q=GNAI2%20PTPRU	mammalian	no exact GNAI2-PTPRU biochemical or cellular model recovered	Exact-pair PubMed/PMC/publisher and pathway-resource searches; PTPRU adhesion/signaling annotations and generic Gi-family pathways were not accepted as an isoform-specific edge	no exact GNAI2-PTPRU edge established	ligand_receptor_binding_or_activation	PTPRU adhesion/phosphatase signaling comparator; GNAI2 assignment unresolved	low		reviewed_unresolved	No exact receptor-GNAI2 binding, activation, or perturbation assay was recovered. Co-expression, pathway membership, and studies of other receptor-type phosphatases were not transferred.
M20A-EXT-1904	gnai2 s1pr1	Gnai2 S1pr1	M21A-REUSE-1557	M21A-PAIR-EVID-2955	PMCID:PMC4339488;PMCID:PMC11863771;https://pubmed.ncbi.nlm.nih.gov/?term=S1PR1+GNAI2	mouse;human	primary mouse B cells/thymocytes; heterologous human S1PR1 HEK293A system	Gnai2-deficient migration and S1P calcium/AKT assays; receptor-Gαi2 BRET and agonist-induced Gαi2 activation biosensor assays	direct S1PR1-Gi2 receptor-proximal activation with lymphocyte trafficking outputs	receptor_proximal_relay	S1PR1 -> Gi2 -> PI3K-AKT/Ca2+ and lymphocyte egress/chemotaxis	high		reviewed_relay_candidate	S1PR1 also couples to other Gi isoforms and the direct activation assays are heterologous, whereas knockout phenotypes are cellular. No terminal TF was directly assayed.
M20A-EXT-1905	gnai2 s1pr3	Gnai2 S1pr3	M21A-REUSE-1558	M21A-PAIR-EVID-2956	PMCID:PMC4339488;https://pubmed.ncbi.nlm.nih.gov/?term=S1PR3+GNAI2	mouse;human	HeLa BRET system and lymphocyte trafficking comparator models	S1PR3-Gαi2 BRET pre-association measurements in parallel with S1PR1 and Gαi isoform migration/functional studies	receptor-proximal S1PR3-Gi2 association with Gi-dependent trafficking comparator output	receptor_proximal_relay	S1PR3 -> Gi2/Gi-family -> chemotaxis and Ca2+/PI3K signaling	medium		reviewed_relay_candidate	The cited study provides receptor-Gαi2 proximity and family-level functional context but less isoform-resolved S1PR3 activation than for S1PR1. No purified complex or terminal TF assay was recovered.
M20A-EXT-1906	gnai2 s1pr4	Gnai2 S1pr4		M21A-PAIR-EVID-2957	https://pubmed.ncbi.nlm.nih.gov/?term=S1PR4+GNAI2;https://reactome.org/content/query?q=S1PR4%20GNAI2	mammalian	S1PR4/Gi-family pathway comparator systems; no exact GNAI2 activation model recovered	Exact-pair PubMed/PMC/publisher and pathway-resource search; S1PR4 Gi-family annotations, co-expression, and NK-cell expression correlations were not promoted to direct GNAI2 coupling	no exact GNAI2-S1PR4 edge established	ligand_receptor_binding_or_activation	S1PR4 -> Gi-family comparator branch; GNAI2 isoform assignment unresolved	low		reviewed_unresolved	Available records support S1PR4 signaling through Gi-family proteins but do not isolate GNAI2 with a direct biochemical or perturbation assay. No terminal TF was assayed.
M20A-EXT-1907	gnai2 s1pr5	Gnai2 S1pr5		M21A-PAIR-EVID-2958	https://pubmed.ncbi.nlm.nih.gov/?term=S1PR5+GNAI2;https://reactome.org/content/query?q=S1PR5%20GNAI2	mammalian	S1PR5/Gi-family NK-cell comparator systems; no exact GNAI2 activation model recovered	Exact-pair PubMed/PMC/publisher and pathway-resource search; S1PR5 Gi-family annotations and GNAI2/S1PR5 expression correlations were not promoted to direct coupling	no exact GNAI2-S1PR5 edge established	ligand_receptor_binding_or_activation	S1PR5 -> Gi-family comparator branch; GNAI2 isoform assignment unresolved	low		reviewed_unresolved	No exact S1PR5-GNAI2 binding, activation, or loss-of-function assay was recovered. Expression correlation and generic S1P pathway membership do not establish a direct molecular relay.
