evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5600	M20A-EXT-2976	rspo4 rnf43	M21A-REUSE-2708	medium-high	high	PMID:28467820; PMID:24225776; PMCID:PMC3905715; DOI:10.1038/ncomms3787; PMID:25504990; DOI:10.1124/mol.114.095133	Exact RSPO4-RNF43 E3-ligase/WNT-complex relay/function supports qualified-high promotion; preserve weaker construct-dependent potency and use RSPO2 structural information only as mechanism context.	true	true	false
M21A-PAIR-EVID-5601	M20A-EXT-2977	rspo4 znrf3	M21A-REUSE-2709	medium-high	high	PMID:28467820; PMID:24225776; PMCID:PMC3905715; DOI:10.1038/ncomms3787; PMID:25504990; DOI:10.1124/mol.114.095133	Exact RSPO4-ZNRF3 receptor-complex relay/function supports qualified-high promotion; preserve weak construct-dependent binding, do not transfer RNF43 evidence, and treat reporter/organoid outputs as pathway-level.	true	true	false
M21A-PAIR-EVID-5605	M20A-EXT-2989	s100a1 tlr4	M21A-REUSE-2713	medium-high	high	PMID:24833748; PMCID:PMC4203355; DOI:10.15252/emmm.201303498; PMID:25880347	Exact TLR4/MyD88-dependent S100A1 DAMP relay/function supports qualified-high promotion; preserve ischemia/cardiac context and do not infer purified affinity or a broad terminal-TF claim.	true	true	false
M21A-PAIR-EVID-5607	M20A-EXT-3006	saa1 cd36	M21A-REUSE-2714	medium-high	high	PMID:20075072; PMCID:PMC2832998; DOI:10.1074/jbc.M109.007526; PMID:39244902	Exact SAA1-CD36 scavenger-receptor signaling/function supports qualified-high promotion; preserve SAA preparation, receptor-complex, and internalization/stoichiometry caveats.	true	true	false
M21A-PAIR-EVID-5608	M20A-EXT-3008	saa1 fpr2	M21A-REUSE-2715	medium-high	high	PMID:25154907; PMCID:PMC4252704; DOI:10.1016/j.imbio.2014.08.002; PMID:32477346; PMCID:PMC7240019; DOI:10.3389/fimmu.2020.00843	Exact SAA1-FPR2 GPCR-proximal function supports qualified-high promotion; preserve SAA1 isoform and preparation-purity boundaries and do not infer one structural binding mode.	true	true	false
M21A-PAIR-EVID-5609	M20A-EXT-3015	saa2 fpr2	M21A-REUSE-2716	medium-high	high	PMID:25154907; PMCID:PMC4252704; DOI:10.1016/j.imbio.2014.08.002; PMID:41654488	Exact SAA2.2-FPR2 activation/function supports qualified-high promotion; preserve SAA2 form, tumor-conditioned model scope, and EGR1 as a specified-model endpoint only.	true	true	false
M21A-PAIR-EVID-5611	M20A-EXT-3026	scube2 kdr	M21A-REUSE-2717	medium-high	high	PMID:27834687; DOI:10.1161/ATVBAHA.116.308546	Exact SCUBE2-VEGF-KDR/VEGFR2 coreceptor-complex relay/function supports qualified-high promotion; preserve VEGF-containing ternary topology and endothelial context.	true	true	false
M21A-PAIR-EVID-5615	M20A-EXT-3038	sema3a nrp1_plxna1	M21A-REUSE-2720	medium-high	high	PMID:10520994; DOI:10.1016/S0092-8674(00)80062-8; PMID:22723296	Exact Sema3A-NRP1/PLXNA1 tripartite relay/function supports qualified-high promotion; preserve NRP1 ligand-binding and PLXNA1 signal-transducer roles and do not infer free PLXNA1 binding.	true	true	false
M21A-PAIR-EVID-5616	M20A-EXT-3039	sema3a nrp1_plxna2	M21A-REUSE-2721	medium-high	high	PMID:11239433; DOI:10.1016/S0896-6273(01)00216-1; PMID:23104057; PMCID:PMC3590443; DOI:10.1038/nsmb.2416	Exact Sema3A-NRP1/PLXNA2 ternary relay/function supports qualified-high promotion; preserve NRP1 binding versus PLXNA2 transduction and do not claim free PLXNA2 binding.	true	true	false
M21A-PAIR-EVID-5617	M20A-EXT-3040	sema3a nrp1_plxna3	M21A-REUSE-2722	medium	high	PMID:11239433; DOI:10.1016/S0896-6273(01)00216-1; PMID:15721238; DOI:10.1016/j.neuron.2005.01.013; PMID:23991118; PMCID:PMC3753268; PMID:32068081; DOI:10.1016/j.neuroscience.2020.02.008	Exact context-specific Sema3A-NRP1/PLXNA3 complex/function supports qualified-high promotion; preserve mixed plexin stoichiometry and do not infer binary Sema3A-PLXNA3 binding.	true	true	false
M21A-PAIR-EVID-5618	M20A-EXT-3041	sema3a nrp1_plxna4	M21A-REUSE-2723	medium-high	high	PMID:34039996; PMCID:PMC8155012; DOI:10.1038/s41467-021-23541-x; PMID:15721238; DOI:10.1016/j.neuron.2005.01.013	Exact Sema3A-NRP1/PLXNA4 2:2:2 tripartite relay/function supports qualified-high promotion; preserve the purified near-intact complex topology and do not infer free PLXNA4 binding.	true	true	false
