review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-0793	glu-slc17a6_gls2 grik3_grik4	Glu-SLC17A6_GLS2 GRIK3_GRIK4		M21A-PAIR-EVID-1234	PMID:25139762; PMID:20026616	human receptor subunits; heterologous expression	HEK293 cells and Xenopus oocytes; recombinant kainate receptor assays		exact GluK3-GluK4 channel activation not established	ligand_receptor_binding_or_activation	kainate ion-channel complex; exact K3/K4 boundary	low		reviewed_unresolved	GluK3 can form functional homomers and GluK4 requires a partner, but the located primary comparative assays did not directly test GluK3/GluK4; SLC17A6/GLS2 is a source-context label, not receptor evidence
M20A-CELLCHAT-REMAINING-0794	glu-slc17a6_gls2 grik3_grik5	Glu-SLC17A6_GLS2 GRIK3_GRIK5		M21A-PAIR-EVID-1235	PMID:25139762; PMID:20026616	human receptor subunits; heterologous expression	HEK293 cells and Xenopus oocytes; recombinant kainate receptor assays		exact GluK3-GluK5 channel activation not established	ligand_receptor_binding_or_activation	kainate ion-channel complex; exact K3/K5 boundary	low		reviewed_unresolved	GluK5 requires a partner, but no qualifying primary assay for the exact GluK3/GluK5 assembly was located; SLC17A6/GLS2 is a source-context label, not receptor evidence
M20A-CELLCHAT-REMAINING-0795	glu-slc17a6_gls2 grin1_grin2a	Glu-SLC17A6_GLS2 GRIN1_GRIN2A	M21A-REUSE-0785	M21A-PAIR-EVID-1236	PMID:7476914; PMID:9463421; PMID:9625862	human receptor subunits; recombinant mammalian and Xenopus systems	permanently transfected mouse fibroblasts, HEK-293 cells, and Xenopus oocytes; whole-cell, outside-out patch, and single-channel voltage clamp		glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high		reviewed_relay_candidate	exact NR1/NR2A activation is supported, but downstream kinase/function and TF output were not assayed; the composite SLC17A6/GLS2 source label was not experimentally isolated
M20A-CELLCHAT-REMAINING-0796	glu-slc17a6_gls2 grin1_grin2b	Glu-SLC17A6_GLS2 GRIN1_GRIN2B	M21A-REUSE-0786	M21A-PAIR-EVID-1237	PMID:7476914; PMID:9463421; PMID:9380752	human receptor subunits; recombinant mammalian and Xenopus systems	permanently transfected mouse fibroblasts, HEK-293 cells, and CHO cells; whole-cell and single-channel voltage clamp		glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high		reviewed_relay_candidate	exact NR1/NR2B activation is supported, but no terminal TF was directly measured and the composite SLC17A6/GLS2 source label was not tested as a unit
M20A-CELLCHAT-REMAINING-0797	glu-slc17a6_gls2 grin1_grin2c	Glu-SLC17A6_GLS2 GRIN1_GRIN2C	M21A-REUSE-0787	M21A-PAIR-EVID-1238	PMID:9463421; PMID:18635641; PMID:9380752	human receptor subunits; recombinant mammalian cells	HEK-293 cells and CHO cells; outside-out patch and single-channel recordings		glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high		reviewed_relay_candidate	exact NR1/NR2C activation is supported, but downstream pathway and TF output were not assayed; SLC17A6/GLS2 remains source context only
M20A-CELLCHAT-REMAINING-0798	glu-slc17a6_gls2 grin1_grin2d	Glu-SLC17A6_GLS2 GRIN1_GRIN2D	M21A-REUSE-0788	M21A-PAIR-EVID-1239	PMID:9463421; PMID:9625862; PMID:10835034	human receptor subunits; recombinant mammalian/Xenopus and rat neurons	HEK-293 cells, Xenopus oocytes, and rat cerebellar preparations; patch-clamp recordings		glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; prolonged excitatory current	medium-high		reviewed_relay_candidate	exact NR1/NR2D activation is supported, but native-cell observations do not establish a TF endpoint and the composite source label was not isolated
M20A-CELLCHAT-REMAINING-0799	glu-slc17a6_gls2 grm1	Glu-SLC17A6_GLS2 Grm1	M21A-REUSE-0789	M21A-PAIR-EVID-1240	PMID:37546908; PMID:25193666	human mGlu1; heterologous expression	HEK-293 cells transiently expressing human mGlu1 with G-protein/BRET or fluorescence reporters		glutamate-activated group I metabotropic glutamate GPCR	receptor_proximal_relay	mGlu1 → Gq/11-PLC and Gi/o signaling; Ca2+/second-messenger branch	medium-high		reviewed_relay_candidate	direct receptor-proximal coupling was measured, not a downstream TF; assay used heterologous receptor expression and did not test the SLC17A6/GLS2 composite source label
M20A-CELLCHAT-REMAINING-0800	glu-slc17a6_gls2 grm2	Glu-SLC17A6_GLS2 Grm2	M21A-REUSE-0790	M21A-PAIR-EVID-1241	PMID:37546908; PMID:25193666	human mGlu2; heterologous expression	HEK-293 cells transiently expressing human mGlu2 with G-protein/BRET or fluorescence reporters		glutamate-activated group II metabotropic glutamate GPCR	receptor_proximal_relay	mGlu2 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high		reviewed_relay_candidate	direct Gi/o coupling was measured, not a downstream TF or cell fate output; the composite SLC17A6/GLS2 source label was not experimentally isolated
M20A-CELLCHAT-REMAINING-0801	glu-slc17a6_gls2 grm3	Glu-SLC17A6_GLS2 Grm3	M21A-REUSE-0791	M21A-PAIR-EVID-1242	PMID:37546908; PMID:25193666	human mGlu3; heterologous expression	HEK-293 cells transiently expressing human mGlu3 with G-protein/BRET or fluorescence reporters		glutamate-activated group II metabotropic glutamate GPCR	receptor_proximal_relay	mGlu3 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high		reviewed_relay_candidate	direct Gi/o coupling was measured, not a downstream TF or cell function; the composite SLC17A6/GLS2 source label was not experimentally isolated
M20A-CELLCHAT-REMAINING-0802	glu-slc17a6_gls2 grm4	Glu-SLC17A6_GLS2 Grm4	M21A-REUSE-0792	M21A-PAIR-EVID-1243	PMID:37546908; PMID:12657674; PMID:25193666	human mGlu4; heterologous expression and rodent microglia	HEK-293 G-protein coupling assays; cultured rat microglia with receptor agonist/antagonist perturbation		glutamate-activated group III metabotropic glutamate GPCR	receptor_proximal_relay	mGlu4 → Gi/o → inhibition of adenylyl cyclase/cAMP; microglial function branch	medium		reviewed_relay_candidate	receptor-proximal coupling and cellular function are supported, but no terminal TF was measured and the SLC17A6/GLS2 composite source was not tested as a unit
M20A-CELLCHAT-REMAINING-0803	glu-slc17a6_gls2 grm5	Glu-SLC17A6_GLS2 Grm5	M21A-REUSE-0793	M21A-PAIR-EVID-1244	PMID:37546908; PMID:25193666	human mGlu5; heterologous expression	HEK-293 cells transiently expressing human mGlu5 with G-protein/BRET or fluorescence reporters		glutamate-activated group I metabotropic glutamate GPCR	receptor_proximal_relay	mGlu5 → Gq/11-PLC and Gi/o signaling; Ca2+/second-messenger branch	medium-high		reviewed_relay_candidate	direct receptor-proximal coupling was measured, not a downstream TF; assay used heterologous receptor expression and did not test the SLC17A6/GLS2 composite source label
M20A-CELLCHAT-REMAINING-0804	glu-slc17a6_gls2 grm6	Glu-SLC17A6_GLS2 Grm6	M21A-REUSE-0794	M21A-PAIR-EVID-1245	PMID:37546908; PMID:12657674; PMID:25193666	human mGlu6; heterologous expression and rodent microglia	HEK-293 G-protein coupling assays; cultured rat microglia with receptor agonist/antagonist perturbation		glutamate-activated group III metabotropic glutamate GPCR	receptor_proximal_relay	mGlu6 → Gi/o → inhibition of adenylyl cyclase/cAMP; microglial function branch	medium		reviewed_relay_candidate	direct coupling evidence is receptor-proximal and the microglial study is group-level; no terminal TF was measured and the composite source label was not isolated
M20A-CELLCHAT-REMAINING-0805	glu-slc17a6_gls2 grm7	Glu-SLC17A6_GLS2 Grm7	M21A-REUSE-0795	M21A-PAIR-EVID-1246	PMID:37546908; PMID:25193666	human mGlu7; heterologous expression	HEK-293 cells transiently expressing human mGlu7 with G-protein/BRET or fluorescence reporters		glutamate-activated group III metabotropic glutamate GPCR	receptor_proximal_relay	mGlu7 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high		reviewed_relay_candidate	direct Gi/o coupling was measured, not a downstream TF or cellular endpoint; the composite SLC17A6/GLS2 source label was not experimentally isolated
M20A-CELLCHAT-REMAINING-0806	glu-slc17a6_gls2 grm8	Glu-SLC17A6_GLS2 Grm8	M21A-REUSE-0796	M21A-PAIR-EVID-1247	PMID:37546908; PMID:12657674; PMID:25193666	human mGlu8; heterologous expression and rodent microglia	HEK-293 G-protein coupling assays; cultured rat microglia with receptor agonist/antagonist perturbation		glutamate-activated group III metabotropic glutamate GPCR	receptor_proximal_relay	mGlu8 → Gi/o → inhibition of adenylyl cyclase/cAMP; microglial function branch	medium		reviewed_relay_candidate	direct coupling evidence is receptor-proximal and the microglial study is group-level; no terminal TF was measured and the composite source label was not isolated
M20A-CELLCHAT-REMAINING-0807	glu-slc17a7_gls gria1	Glu-SLC17A7_GLS Gria1	M21A-REUSE-0797	M21A-PAIR-EVID-1248	PMID:37921875; PMID:19409270	human AMPA receptor subunits; recombinant mammalian cells	HEK293 cells expressing recombinant GluA1 and native neuronal preparations; rapid glutamate application and patch-clamp/electrophysiology		glutamate-activated AMPA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → AMPA cation conductance; fast excitatory current	medium-high		reviewed_relay_candidate	exact GluA1 receptor activation is supported, but no downstream TF was directly measured and the SLC17A7/GLS source label was not isolated
M20A-CELLCHAT-REMAINING-0808	glu-slc17a7_gls gria2	Glu-SLC17A7_GLS Gria2	M21A-REUSE-0798	M21A-PAIR-EVID-1249	PMID:37921875; PMID:19409270; PMID:20980546	human AMPA receptor subunits; recombinant mammalian cells	HEK293 cells expressing recombinant GluA2 and neuronal preparations; rapid glutamate application, patch-clamp, and rectification/permeation assays		glutamate-activated AMPA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → AMPA cation conductance; editing-dependent Ca2+ permeability	medium-high		reviewed_relay_candidate	exact GluA2 receptor activation is supported, but no downstream TF was directly measured and the SLC17A7/GLS source label was not isolated
M20A-CELLCHAT-REMAINING-0809	glu-slc17a7_gls gria3	Glu-SLC17A7_GLS Gria3	M21A-REUSE-0799	M21A-PAIR-EVID-1250	PMID:37921875; PMID:19409270	human AMPA receptor subunits; recombinant mammalian cells	HEK293 cells expressing recombinant GluA3 and neuronal preparations; rapid glutamate application and patch-clamp/electrophysiology		glutamate-activated AMPA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → AMPA cation conductance; fast excitatory current	medium-high		reviewed_relay_candidate	exact GluA3 receptor activation is supported, but no downstream TF was directly measured and the SLC17A7/GLS source label was not isolated
M20A-CELLCHAT-REMAINING-0810	glu-slc17a7_gls gria4	Glu-SLC17A7_GLS Gria4	M21A-REUSE-0800	M21A-PAIR-EVID-1251	PMID:37921875; PMID:19409270	human AMPA receptor subunits; recombinant mammalian cells	HEK293 cells expressing recombinant GluA4 and neuronal preparations; rapid glutamate application and patch-clamp/electrophysiology		glutamate-activated AMPA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → AMPA cation conductance; fast excitatory current	medium-high		reviewed_relay_candidate	exact GluA4 receptor activation is supported, but no downstream TF was directly measured and the SLC17A7/GLS source label was not isolated
M20A-CELLCHAT-REMAINING-0811	glu-slc17a7_gls grik1	Glu-SLC17A7_GLS Grik1	M21A-REUSE-0801	M21A-PAIR-EVID-1252	PMID:25139762; PMID:20837679	human kainate receptor subunits; recombinant mammalian cells and neurons	HEK293/recombinant kainate receptor expression and neuronal electrophysiology; glutamate or kainate concentration-response and patch-clamp assays		glutamate-activated kainate receptor ion-channel complex	receptor_proximal_relay	ionotropic kainate receptor → cation conductance; excitatory synaptic current	medium-high		reviewed_relay_candidate	exact GluK1 receptor activation is supported, but no terminal TF was measured and the SLC17A7/GLS source label was not experimentally isolated
M20A-CELLCHAT-REMAINING-0812	glu-slc17a7_gls grik1_grik4	Glu-SLC17A7_GLS GRIK1_GRIK4	M21A-REUSE-0802	M21A-PAIR-EVID-1253	PMID:25139762; PMID:20026616	human kainate receptor subunits; heterologous expression	HEK293 cells and Xenopus oocytes expressing GluK1/GluK4; glutamate concentration-response and whole-cell/two-electrode voltage-clamp assays		glutamate-activated kainate receptor ion-channel complex	receptor_proximal_relay	ionotropic kainate receptor → cation conductance; GluK4-dependent gating/desensitization	medium-high		reviewed_relay_candidate	exact GluK1/GluK4 complex activation is supported, but no downstream TF was measured and the SLC17A7/GLS source label was not isolated
M20A-CELLCHAT-REMAINING-0813	glu-slc17a7_gls grik1_grik5	Glu-SLC17A7_GLS GRIK1_GRIK5	M21A-REUSE-0803	M21A-PAIR-EVID-1254	PMID:25139762; PMID:20026616	human kainate receptor subunits; heterologous expression	HEK293 cells and Xenopus oocytes expressing GluK1/GluK5; glutamate concentration-response and whole-cell/two-electrode voltage-clamp assays		glutamate-activated kainate receptor ion-channel complex	receptor_proximal_relay	ionotropic kainate receptor → cation conductance; GluK5-dependent gating/desensitization	medium-high		reviewed_relay_candidate	exact GluK1/GluK5 complex activation is supported, but no downstream TF was measured and the SLC17A7/GLS source label was not isolated
M20A-CELLCHAT-REMAINING-0814	glu-slc17a7_gls grik2	Glu-SLC17A7_GLS Grik2	M21A-REUSE-0804	M21A-PAIR-EVID-1255	PMID:25139762; PMID:20026616	human kainate receptor subunits; recombinant mammalian cells	HEK293/recombinant kainate receptor expression and neuronal electrophysiology; glutamate concentration-response and patch-clamp assays		glutamate-activated kainate receptor ion-channel complex	receptor_proximal_relay	ionotropic kainate receptor → cation conductance; excitatory synaptic current	medium-high		reviewed_relay_candidate	exact GluK2 receptor activation is supported, but no terminal TF was measured and the SLC17A7/GLS source label was not experimentally isolated
M20A-CELLCHAT-REMAINING-0815	glu-slc17a7_gls grik2_grik4	Glu-SLC17A7_GLS GRIK2_GRIK4	M21A-REUSE-0805	M21A-PAIR-EVID-1256	PMID:20026616; PMID:25139762	human kainate receptor subunits; heterologous expression	HEK293 cells and Xenopus oocytes expressing GluK2/GluK4; glutamate concentration-response and whole-cell/two-electrode voltage-clamp assays		glutamate-activated kainate receptor ion-channel complex	receptor_proximal_relay	ionotropic kainate receptor → cation conductance; GluK4-dependent activation/desensitization	medium-high		reviewed_relay_candidate	exact GluK2/GluK4 complex activation is supported, but no downstream TF was measured and the SLC17A7/GLS source label was not isolated
M20A-CELLCHAT-REMAINING-0816	glu-slc17a7_gls grik2_grik5	Glu-SLC17A7_GLS GRIK2_GRIK5	M21A-REUSE-0806	M21A-PAIR-EVID-1257	PMID:20026616; PMID:25139762	human kainate receptor subunits; heterologous expression	HEK293 cells and Xenopus oocytes expressing GluK2/GluK5; glutamate concentration-response and whole-cell/two-electrode voltage-clamp assays		glutamate-activated kainate receptor ion-channel complex	receptor_proximal_relay	ionotropic kainate receptor → cation conductance; GluK5-dependent activation/desensitization	medium-high		reviewed_relay_candidate	exact GluK2/GluK5 complex activation is supported, but no downstream TF was measured and the SLC17A7/GLS source label was not isolated
