review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0843	Glu-SLC17A7_GLS2 GRIK3_GRIK4	reviewed_unresolved	PMID:25139762; PMID:20026616	human receptor subunits; heterologous expression	HEK293/HEK293T cells and Xenopus oocytes expressing recombinant kainate receptor subunits	glutamate concentration-response, whole-cell patch clamp, and two-electrode voltage clamp; primary comparative assays tested GluK1/GluK4, GluK1/GluK5, GluK2/GluK4, and GluK2/GluK5 rather than the exact GluK3/GluK4 assembly	exact GluK3-GluK4 channel activation not established	ligand_receptor_binding_or_activation	kainate ion-channel complex; exact GluK3/GluK4 boundary	low	GluK3 forms functional homomers and GluK4 requires a partner, but no qualifying primary functional assay for the exact GluK3/GluK4 complex was located; SLC17A7/GLS2 is a source-context label, not molecular glutamate evidence	—
M20A-CELLCHAT-REMAINING-0844	Glu-SLC17A7_GLS2 GRIK3_GRIK5	reviewed_unresolved	PMID:25139762; PMID:20026616	human receptor subunits; heterologous expression	HEK293/HEK293T cells and Xenopus oocytes expressing recombinant kainate receptor subunits	glutamate concentration-response, whole-cell patch clamp, and two-electrode voltage clamp; primary comparative assays tested GluK1/GluK4, GluK1/GluK5, GluK2/GluK4, and GluK2/GluK5 rather than the exact GluK3/GluK5 assembly	exact GluK3-GluK5 channel activation not established	ligand_receptor_binding_or_activation	kainate ion-channel complex; exact GluK3/GluK5 boundary	low	GluK3 forms functional homomers and GluK5 requires a partner, but no qualifying primary functional assay for the exact GluK3/GluK5 complex was located; SLC17A7/GLS2 is a source-context label, not molecular glutamate evidence	—
M20A-CELLCHAT-REMAINING-0845	Glu-SLC17A7_GLS2 GRIN1_GRIN2A	reviewed_relay_candidate	PMID:7476914; PMID:9463421; PMID:9625862	human receptor subunits; recombinant mammalian and Xenopus systems	permanently transfected mouse fibroblasts, HEK-293 cells, and Xenopus oocytes; whole-cell, outside-out patch, and single-channel voltage clamp; glutamate plus glycine co-agonist	glutamate-activated GRIN1_GRIN2A/GluN1-GluN2A NMDA receptor complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high	Exact GRIN1/GRIN2A activation is supported, but downstream kinase/function and TF output were not assayed; SLC17A7/GLS2 is a composite source label and was not experimentally isolated as the ligand	—
M20A-CELLCHAT-REMAINING-0846	Glu-SLC17A7_GLS2 GRIN1_GRIN2B	reviewed_relay_candidate	PMID:7476914; PMID:9463421; PMID:9380752	human receptor subunits; recombinant mammalian and Xenopus systems	permanently transfected mouse fibroblasts, HEK-293 cells, and CHO cells; whole-cell and single-channel voltage clamp; glutamate plus glycine co-agonist	glutamate-activated GRIN1_GRIN2B/GluN1-GluN2B NMDA receptor complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high	Exact GRIN1/GRIN2B activation is supported, but downstream kinase/function and TF output were not assayed; SLC17A7/GLS2 is a composite source label and was not experimentally isolated as the ligand	—
M20A-CELLCHAT-REMAINING-0847	Glu-SLC17A7_GLS2 GRIN1_GRIN2C	reviewed_relay_candidate	PMID:9463421; PMID:18635641; PMID:9380752	human receptor subunits; recombinant mammalian cells	HEK-293 and CHO cells; outside-out patch and single-channel recordings; glutamate plus glycine co-agonist	glutamate-activated GRIN1_GRIN2C/GluN1-GluN2C NMDA receptor complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high	Exact GRIN1/GRIN2C activation is supported, but downstream pathway and TF output were not assayed; SLC17A7/GLS2 remains source context only	—
M20A-CELLCHAT-REMAINING-0848	Glu-SLC17A7_GLS2 GRIN1_GRIN2D	reviewed_relay_candidate	PMID:9463421; PMID:9625862; PMID:10835034	human receptor subunits; recombinant mammalian/Xenopus systems and rat neuronal preparations	HEK-293 cells, Xenopus oocytes, and rat cerebellar preparations; patch-clamp recordings; glutamate plus glycine co-agonist	glutamate-activated GRIN1_GRIN2D/GluN1-GluN2D NMDA receptor complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; prolonged excitatory current	medium-high	Exact GRIN1/GRIN2D activation is supported, but native-cell observations do not establish a TF endpoint; SLC17A7/GLS2 was not tested as a unit	—
M20A-CELLCHAT-REMAINING-0849	Glu-SLC17A7_GLS2 Grm1	reviewed_relay_candidate	PMID:37546908; PMID:25193666	human receptor; heterologous expression	HEK-293 cells expressing human mGlu1 with G-protein/BRET or fluorescence reporters; glutamate concentration-response and coupling assays	glutamate-activated GRM1/mGlu1 metabotropic glutamate GPCR	receptor_proximal_relay	mGlu1 → Gq/11-PLC and Gi/o signaling; Ca2+/second-messenger branch	medium-high	Direct receptor-proximal coupling was measured, not a downstream TF; assay used heterologous receptor expression and did not test the SLC17A7/GLS2 source composite	—
M20A-CELLCHAT-REMAINING-0850	Glu-SLC17A7_GLS2 Grm2	reviewed_relay_candidate	PMID:37546908; PMID:25193666	human receptor; heterologous expression	HEK-293 cells expressing human mGlu2 with G-protein/BRET or fluorescence reporters; glutamate concentration-response and coupling assays	glutamate-activated GRM2/mGlu2 metabotropic glutamate GPCR	receptor_proximal_relay	mGlu2 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high	Direct Gi/o coupling was measured, but no TF endpoint was assayed; SLC17A7/GLS2 source composite was not isolated	—
M20A-CELLCHAT-REMAINING-0851	Glu-SLC17A7_GLS2 Grm3	reviewed_relay_candidate	PMID:37546908; PMID:9202308	human receptor; heterologous expression	HEK-293 cells expressing human mGlu3 with G-protein/BRET or fluorescence reporters; glutamate concentration-response and Gi/o coupling assays	glutamate-activated GRM3/mGlu3 metabotropic glutamate GPCR	receptor_proximal_relay	mGlu3 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high	Direct Gi/o coupling was measured, but no TF endpoint was assayed; SLC17A7/GLS2 source composite was not isolated	—
M20A-CELLCHAT-REMAINING-0852	Glu-SLC17A7_GLS2 Grm4	reviewed_relay_candidate	PMID:37546908; PMID:12657674; PMID:25193666	human receptor in heterologous cells; rat microglia	HEK-293 G-protein/BRET reporter assays and primary rat microglia; glutamate/group III agonist and cAMP assays	glutamate-activated GRM4/mGlu4 metabotropic glutamate GPCR	receptor_proximal_relay	mGlu4 → Gi/o → inhibition of adenylyl cyclase/cAMP; microglial function branch	medium	Receptor-proximal coupling and group III cellular function are supported, but the microglia study used group-level agonist context and no TF endpoint; source composite was not tested as a unit	—
M20A-CELLCHAT-REMAINING-0853	Glu-SLC17A7_GLS2 Grm5	reviewed_relay_candidate	PMID:37546908; PMID:25193666	human receptor; heterologous expression	HEK-293 cells expressing human mGlu5 with G-protein/BRET or fluorescence reporters; glutamate concentration-response and coupling assays	glutamate-activated GRM5/mGlu5 metabotropic glutamate GPCR	receptor_proximal_relay	mGlu5 → Gq/11-PLC and Gi/o signaling; Ca2+/second-messenger branch	medium-high	Direct receptor-proximal coupling was measured, not a downstream TF; assay used heterologous receptor expression and did not test the SLC17A7/GLS2 source composite	—
M20A-CELLCHAT-REMAINING-0854	Glu-SLC17A7_GLS2 Grm6	reviewed_relay_candidate	PMID:9144651; PMID:25193666; PMID:12657674	human receptor in heterologous cells; rat microglia	HEK-293 G-protein coupling assays and primary rat microglia; glutamate/group III agonist, receptor pharmacology, and cAMP assays	glutamate-activated GRM6/mGlu6 metabotropic glutamate GPCR	receptor_proximal_relay	mGlu6 → Gi/o → inhibition of adenylyl cyclase/cAMP; microglial function branch	medium	Direct mGlu6 coupling is from heterologous receptor assays and group III cellular function is not subtype-exclusive; no TF endpoint and source composite was not isolated	—
