review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-0579	lamb2 sv2a	Lamb2 Sv2a	M21A-REUSE-0287	M21A-PAIR-EVID-505	PMID:12563004; PMCID:PMC2342580; DOI:10.1113/jphysiol.2002.030924; PMID:10617638; DOI:10.1074/jbc.275.1.451	mouse; elasmobranch electric-organ synapses	beta2-laminin-deficient mouse neuromuscular junctions; electric-organ synaptosomes	Lamb2 knockout with electrophysiology, SV2-positive varicosity counts and ultrastructure; separate SV2H-laminin co-immunoprecipitation and purified laminin-1 binding	beta2-laminin-dependent presynaptic structure/function; SV2-family association, isoform unresolved	downstream_pathway_function	beta2-laminin -> presynaptic terminal organization and neurotransmitter release	low		reviewed_function_only	The beta2-laminin study measured SV2-positive terminals rather than SV2A specifically and did not show direct binding. The primary binding study used electric-fish SV2H and laminin-1 or an alpha5-beta1-containing laminin, not LAMB2-SV2A. No receptor-proximal relay or terminal TF was measured.
M20A-EXT-0580	lamb2 sv2b	Lamb2 Sv2b	M21A-REUSE-0288	M21A-PAIR-EVID-506	PMID:12563004; PMCID:PMC2342580; DOI:10.1113/jphysiol.2002.030924; PMID:10617638; DOI:10.1074/jbc.275.1.451	mouse; elasmobranch electric-organ synapses	beta2-laminin-deficient mouse neuromuscular junctions; electric-organ synaptosomes	Lamb2 knockout with electrophysiology, SV2-positive varicosity counts and ultrastructure; separate SV2H-laminin co-immunoprecipitation and purified laminin-1 binding	beta2-laminin-dependent presynaptic structure/function; SV2-family association, isoform unresolved	downstream_pathway_function	beta2-laminin -> presynaptic terminal organization and neurotransmitter release	low		reviewed_function_only	The beta2-laminin study did not distinguish SV2B from SV2A or SV2C and did not show direct binding. The primary binding study used electric-fish SV2H and laminin-1 or an alpha5-beta1-containing laminin, not LAMB2-SV2B. No receptor-proximal relay or terminal TF was measured.
M20A-EXT-0581	lamb2 sv2c	Lamb2 Sv2c	M21A-REUSE-0289	M21A-PAIR-EVID-507	PMID:12563004; PMCID:PMC2342580; DOI:10.1113/jphysiol.2002.030924; PMID:10617638; DOI:10.1074/jbc.275.1.451	mouse; elasmobranch electric-organ synapses	beta2-laminin-deficient mouse neuromuscular junctions; electric-organ synaptosomes	Lamb2 knockout with electrophysiology, SV2-positive varicosity counts and ultrastructure; separate SV2H-laminin co-immunoprecipitation and purified laminin-1 binding	beta2-laminin-dependent presynaptic structure/function; SV2-family association, isoform unresolved	downstream_pathway_function	beta2-laminin -> presynaptic terminal organization and neurotransmitter release	low		reviewed_function_only	The beta2-laminin study did not distinguish SV2C from SV2A or SV2B and did not show direct binding. The primary binding study used electric-fish SV2H and laminin-1 or an alpha5-beta1-containing laminin, not LAMB2-SV2C. No receptor-proximal relay or terminal TF was measured.
M20A-EXT-0582	lamb3 itga1_itgb1	Lamb3 ITGA1_ITGB1		M21A-PAIR-EVID-508	PMID:7525287; PMID:1827447; Reactome:R-HSA-216048; https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+ITGA1+ITGB1	human; mouse	purified laminin/integrin systems and laminin-332 epithelial models	alpha1beta1 binding and adhesion assays with laminin-1 or short-arm material; laminin-332 studies with other integrins; no exact LAMB3-alpha1beta1 assay	no qualifying exact LAMB3-alpha1beta1 binding or receptor-proximal relay	ligand_receptor_binding_or_activation	alpha1beta1 laminin adhesion branch; beta3-chain exact edge unresolved	low		reviewed_unresolved	Positive alpha1beta1 evidence maps to laminin-111/short-arm material, whereas laminin-332 is primarily associated with alpha3beta1 and alpha6beta4. Intact laminin-family evidence was not transferred to the isolated LAMB3 chain. No downstream pathway or TF measurement was found.
M20A-EXT-0583	lamb3 sv2a	Lamb3 Sv2a		M21A-PAIR-EVID-509	PMID:10617638; DOI:10.1074/jbc.275.1.451; https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+SV2A	human; mouse; elasmobranch electric-organ synapses	exact-symbol search, primary SV2H-laminin co-immunoprecipitation and purified laminin-1 binding	no qualifying exact LAMB3-SV2A binding or receptor-proximal relay	ligand_receptor_binding_or_activation	synaptic laminin-SV2 branch; LAMB3 exact edge unresolved	low	The primary complex was alpha5-beta1-containing and did not identify LAMB3; purified binding used laminin-1 and SV2H rather than LAMB3 and vertebrate SV2A. SV2-family and other laminin-chain evidence was not transferred.		reviewed_unresolved	—
M20A-EXT-0584	lamb3 sv2b	Lamb3 Sv2b		M21A-PAIR-EVID-510	PMID:10617638; DOI:10.1074/jbc.275.1.451; https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+SV2B	human; mouse; elasmobranch electric-organ synapses	exact-symbol search, primary SV2H-laminin co-immunoprecipitation and purified laminin-1 binding	no qualifying exact LAMB3-SV2B binding or receptor-proximal relay	ligand_receptor_binding_or_activation	synaptic laminin-SV2 branch; LAMB3 exact edge unresolved	low	The primary complex was alpha5-beta1-containing and did not identify LAMB3 or SV2B; purified binding used laminin-1 and SV2H. SV2-family and other laminin-chain evidence was not transferred.		reviewed_unresolved	—
M20A-EXT-0585	lamb3 sv2c	Lamb3 Sv2c		M21A-PAIR-EVID-511	PMID:10617638; DOI:10.1074/jbc.275.1.451; https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+SV2C	human; mouse; elasmobranch electric-organ synapses	exact-symbol search, primary SV2H-laminin co-immunoprecipitation and purified laminin-1 binding	no qualifying exact LAMB3-SV2C binding or receptor-proximal relay	ligand_receptor_binding_or_activation	synaptic laminin-SV2 branch; LAMB3 exact edge unresolved	low	The primary complex was alpha5-beta1-containing and did not identify LAMB3 or SV2C; purified binding used laminin-1 and SV2H. SV2-family and other laminin-chain evidence was not transferred.		reviewed_unresolved	—
M20A-EXT-0586	lamc1 itga1_itgb1	Lamc1 ITGA1_ITGB1		M21A-PAIR-EVID-512	PMID:7525287; PMID:1827447; Reactome:R-HSA-216048; https://pubmed.ncbi.nlm.nih.gov/?term=LAMC1+ITGA1+ITGB1	mouse; human	purified integrins and mouse tumor laminin-1/short-arm material	EDTA-sensitive purified alpha1beta1 binding to laminin-1 and antibody-blocked cell adhesion; LAMC1 was present in the intact laminin-111 reagent	intact laminin-111/short-arm material binds alpha1beta1; LAMC1-only contribution not isolated	ligand_receptor_binding_or_activation	alpha1beta1 laminin short-arm adhesion branch	low		reviewed_binding_only	The positive assay used heterotrimeric laminin-111 containing LAMA1, LAMB1 and LAMC1, or short-arm material, and did not isolate gamma1. This supports a laminin-complex binding boundary, not a direct chain-only molecular edge or downstream relay. No terminal TF was measured.
M20A-EXT-0587	lamc1 sv2a	Lamc1 Sv2a		M21A-PAIR-EVID-513	PMID:10617638; DOI:10.1074/jbc.275.1.451; https://pubmed.ncbi.nlm.nih.gov/?term=LAMC1+SV2A	elasmobranch electric-organ synapses; mammalian laminin-1 reagent	electric-organ nerve-terminal synaptosomes and purified SV2H	co-immunoprecipitation of SV2H with an alpha5-beta1-containing laminin and purified SV2H-laminin-1 binding	SV2-family binding to laminin-1 containing gamma1; SV2A isoform and LAMC1-only contribution unresolved	ligand_receptor_binding_or_activation	synaptic ECM-presynaptic adhesion and activity-dependent vesicle recycling	low		reviewed_binding_only	The purified reagent was laminin-1, which contains gamma1, but the assay did not isolate LAMC1; the synaptosomal complex had a novel gamma chain and used electric-fish SV2H rather than SV2A. No SV2A-specific relay or terminal TF was measured.
M20A-EXT-0588	lamc1 sv2b	Lamc1 Sv2b		M21A-PAIR-EVID-514	PMID:10617638; DOI:10.1074/jbc.275.1.451; https://pubmed.ncbi.nlm.nih.gov/?term=LAMC1+SV2B	elasmobranch electric-organ synapses; mammalian laminin-1 reagent	electric-organ nerve-terminal synaptosomes and purified SV2H	co-immunoprecipitation of SV2H with an alpha5-beta1-containing laminin and purified SV2H-laminin-1 binding	SV2-family binding to laminin-1 containing gamma1; SV2B isoform and LAMC1-only contribution unresolved	ligand_receptor_binding_or_activation	synaptic ECM-presynaptic adhesion and activity-dependent vesicle recycling	low		reviewed_binding_only	The purified reagent was laminin-1, which contains gamma1, but the assay did not isolate LAMC1; the synaptosomal complex had a novel gamma chain and used electric-fish SV2H rather than SV2B. No SV2B-specific relay or terminal TF was measured.
