review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-1698	slurp2 chrna6	Slurp2 Chrna6		M21A-PAIR-EVID-2098	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human temporal cortex extracts; Xenopus oocytes expressing defined human nAChR complexes	rSLURP-2 affinity purification and electrophysiology of alpha4beta2, alpha3beta2 and alpha7 nAChRs; alpha6 band specificity check	no qualifying exact SLURP2-CHRNA6 binding or activation edge	ligand_receptor_binding_or_activation	SLURP2 nicotinic-receptor subtype boundary; alpha6-containing complex not resolved	low		reviewed_unresolved	The primary study detected only a small difference between SLURP-2-coupled and control alpha6 bands in two experiments and did not test an alpha6-containing functional complex. Evidence from alpha3beta2, alpha4beta2 or alpha7 cannot be transferred to CHRNA6; no relay, function or TF is assigned.
M20A-CELLCHAT-REMAINING-1699	slurp2 chrna7	Slurp2 Chrna7	M21A-REUSE-1335	M21A-PAIR-EVID-2099	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	xenopus oocytes expressing human homomeric alpha7 nAChR; Het-1A human oral keratinocytes	SLURP-2 concentration-response electrophysiology on acetylcholine-evoked alpha7 currents and keratinocyte proliferation assays	SLURP-2 allosterically modulates the alpha7 nicotinic channel and changes epithelial growth output	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SLURP2-alpha7 ligand-gated cation channel modulation to keratinocyte growth inhibition	high		reviewed_relay_candidate	The receptor assay is an alpha7 homomeric complex rather than an isolated CHRNA7 molecular interaction; the direction of modulation is concentration-dependent and no downstream kinase or direct TF-occupancy assay was reported. Module 21A receptor-complex promotion batch076 (2026-09-02): exact ligand/receptor complex binding and qualified receptor-proximal relay/function are raised to high at the validated layer. Complex topology, processed-ligand or source-context, species, model, assay, subunit, co-receptor, and adaptor boundaries remain explicit; no standalone subunit, terminal-TF, or SCI claim is made.
M20A-CELLCHAT-REMAINING-1700	slurp2 chrna9	Slurp2 Chrna9		M21A-PAIR-EVID-2100	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human oral keratinocyte expression context and human temporal cortex extracts	SLURP-2 affinity purification and selected nAChR electrophysiology; CHRNA9 was reported in the expression repertoire but not established as a SLURP-2 target	no qualifying exact SLURP2-CHRNA9 binding or activation edge	ligand_receptor_binding_or_activation	SLURP2 nicotinic-receptor subtype boundary; CHRNA9/CHRNA10-containing receptor not tested	low		reviewed_unresolved	The paper lists CHRNA9 expression in oral keratinocytes but its affinity and functional assays did not establish an alpha9-containing SLURP-2 receptor. No receptor-proximal relay, cellular output or TF is assigned.
M20A-CELLCHAT-REMAINING-1701	slurp2 chrnb1	Slurp2 Chrnb1		M21A-PAIR-EVID-2101	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human temporal cortex extracts; Xenopus oocytes expressing selected human neuronal nAChR complexes	SLURP-2 affinity purification and electrophysiology of alpha3beta2, alpha4beta2 and alpha7 complexes; beta1-containing receptor was not assayed	no qualifying exact SLURP2-CHRNB1 binding or activation edge	ligand_receptor_binding_or_activation	SLURP2 nicotinic-receptor subtype and muscle-receptor boundary	low		reviewed_unresolved	The exact beta1 subunit was not established in the affinity or functional receptor assays. Neuronal beta2/beta4 evidence and family-level nAChR pharmacology cannot be transferred to CHRNB1.
M20A-CELLCHAT-REMAINING-1702	slurp2 chrnb2	Slurp2 Chrnb2	M21A-REUSE-1336	M21A-PAIR-EVID-2102	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	xenopus oocytes expressing human alpha3beta2 and alpha4beta2 nAChRs; human temporal cortex extracts	SLURP-2 affinity purification detected beta2 and SLURP-2 inhibited acetylcholine-evoked currents in both defined beta2-containing receptor complexes	SLURP-2 allosterically modulates beta2-containing alpha3beta2 and alpha4beta2 nicotinic channel complexes	ligand_receptor_binding_or_activation;receptor_proximal_relay	SLURP2-alpha3beta2/alpha4beta2 ligand-gated channel modulation	high		reviewed_relay_candidate	CHRNB2 is a subunit within the tested holoreceptors, not an isolated receptor. The exact downstream epithelial effects were strongest for alpha3beta2 and were not assigned to beta2 alone; no terminal TF was measured. Module 21A receptor-complex promotion batch076 (2026-09-02): exact ligand/receptor complex binding and qualified receptor-proximal relay/function are raised to high at the validated layer. Complex topology, processed-ligand or source-context, species, model, assay, subunit, co-receptor, and adaptor boundaries remain explicit; no standalone subunit, terminal-TF, or SCI claim is made.
M20A-CELLCHAT-REMAINING-1703	slurp2 chrnb3	Slurp2 Chrnb3		M21A-PAIR-EVID-2103	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human temporal cortex extracts; Xenopus oocytes expressing selected human neuronal nAChR complexes	SLURP-2 affinity purification and electrophysiology of alpha3beta2, alpha4beta2 and alpha7 complexes; CHRNB3 was not identified as a tested functional subunit	no qualifying exact SLURP2-CHRNB3 binding or activation edge	ligand_receptor_binding_or_activation	SLURP2 nicotinic-receptor subtype boundary; beta3-containing complex not resolved	low		reviewed_unresolved	The primary study detected alpha3, alpha4, alpha5, alpha6, alpha7, beta2 and beta4 in cortical affinity material, but not beta3, and did not test a beta3-containing complex. No relay, function or TF is assigned.
M20A-CELLCHAT-REMAINING-1704	slurp2 chrnb4	Slurp2 Chrnb4		M21A-PAIR-EVID-2104	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human temporal cortex extracts	SLURP-2-coupled affinity purification followed by immunoblot detection of the beta4 nAChR subunit	SLURP-2 associates with cortical nAChR material containing CHRNB4, without a validated beta4-containing functional complex assay	ligand_receptor_binding_or_activation	SLURP2 nAChR subunit association; beta4-containing complex boundary	medium		reviewed_binding_only	The study detected beta4 in affinity-purified cortical material but did not define its stoichiometric receptor complex or test beta4-containing currents. No receptor-proximal relay, cellular function or TF is assigned to CHRNB4 alone.
M20A-CELLCHAT-REMAINING-1705	slurp2 chrnd	Slurp2 Chrnd		M21A-PAIR-EVID-2105	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human temporal cortex extracts; Xenopus oocytes expressing selected human neuronal nAChR complexes	SLURP-2 affinity and electrophysiology study of neuronal alpha3beta2, alpha4beta2 and alpha7 receptors; delta-containing muscle receptor was not tested	no qualifying exact SLURP2-CHRND binding or activation edge	ligand_receptor_binding_or_activation	SLURP2 neuronal versus muscle nAChR complex boundary	low		reviewed_unresolved	The exact CHRND subunit and an alpha1beta1delta or related muscle receptor complex were outside the tested assay set. Neuronal nAChR evidence is not transferred to CHRND.
M20A-CELLCHAT-REMAINING-1706	slurp2 chrne	Slurp2 Chrne		M21A-PAIR-EVID-2106	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human temporal cortex extracts; Xenopus oocytes expressing selected human neuronal nAChR complexes	SLURP-2 affinity and electrophysiology study of neuronal alpha3beta2, alpha4beta2 and alpha7 receptors; epsilon-containing muscle receptor was not tested	no qualifying exact SLURP2-CHRNE binding or activation edge	ligand_receptor_binding_or_activation	SLURP2 neuronal versus muscle nAChR complex boundary	low		reviewed_unresolved	The exact CHRNE subunit and an epsilon-containing muscle receptor complex were not assayed. Neuronal beta2/beta4 and alpha7 findings cannot be transferred to CHRNE.
M20A-CELLCHAT-REMAINING-1707	slurp2 chrng	Slurp2 Chrng		M21A-PAIR-EVID-2107	PMID:27485575; PMCID:PMC4971505; DOI:10.1038/srep30698	human	human temporal cortex extracts; Xenopus oocytes expressing selected human neuronal nAChR complexes	SLURP-2 affinity and electrophysiology study of neuronal alpha3beta2, alpha4beta2 and alpha7 receptors; gamma-containing muscle receptor was not tested	no qualifying exact SLURP2-CHRNG binding or activation edge	ligand_receptor_binding_or_activation	SLURP2 neuronal versus muscle nAChR complex boundary	low		reviewed_unresolved	The exact CHRNG subunit and a gamma-containing muscle receptor complex were not assayed. Neuronal nAChR evidence is not transferred to CHRNG.
