evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-4211	M20A-LIANA-REMAINING-0057	cxcl10 cxcr3	M21A-REUSE-1981	medium-high	high	PMID:14515277 https://pubmed.ncbi.nlm.nih.gov/14515277/; PMID:22652417 https://pubmed.ncbi.nlm.nih.gov/22652417/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4212	M20A-LIANA-REMAINING-0058	cxcl12 ackr3	M21A-REUSE-1982	medium-high	high	PMID:31506383 https://pubmed.ncbi.nlm.nih.gov/31506383/; PMID:19794961 https://pubmed.ncbi.nlm.nih.gov/19794961/; PMCID:PMC2745668 https://pmc.ncbi.nlm.nih.gov/articles/PMC2745668/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4213	M20A-LIANA-REMAINING-0059	cxcl12 cxcr4	M21A-REUSE-1983	medium-high	high	PMID:19837984 https://pubmed.ncbi.nlm.nih.gov/19837984/; PMCID:PMC2787383 https://pmc.ncbi.nlm.nih.gov/articles/PMC2787383/; PMID:22238325 https://pubmed.ncbi.nlm.nih.gov/22238325/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4215	M20A-LIANA-REMAINING-0061	cxcl13 cxcr5	M21A-REUSE-1984	medium-high	high	PMID:27708397 https://pubmed.ncbi.nlm.nih.gov/27708397/; PMID:36341455 https://pubmed.ncbi.nlm.nih.gov/36341455/; PMID:21490903 https://pubmed.ncbi.nlm.nih.gov/21490903/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4217	M20A-LIANA-REMAINING-0065	cxcl5 cxcr1	M21A-REUSE-1985	medium	high	PMID:41903444 https://pubmed.ncbi.nlm.nih.gov/41903444/; PMID:33688078 https://pubmed.ncbi.nlm.nih.gov/33688078/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4218	M20A-LIANA-REMAINING-0067	dcn tlr2	M21A-REUSE-1986	medium-high	high	PMCID:PMC5029092 https://pmc.ncbi.nlm.nih.gov/articles/PMC5029092/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4219	M20A-LIANA-REMAINING-0068	dkk2 lrp6	M21A-REUSE-1987	medium	high	PMID:11742004 https://pubmed.ncbi.nlm.nih.gov/11742004/; DOI:10.1074/jbc.M111131200	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4220	M20A-LIANA-REMAINING-0069	dlk1 notch1	M21A-REUSE-1988	medium-high	high	PMID:15652348 https://pubmed.ncbi.nlm.nih.gov/15652348/; DOI:10.1016/j.yexcr.2004.10.001; PMID:26791579 https://pubmed.ncbi.nlm.nih.gov/26791579/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4221	M20A-LIANA-REMAINING-0070	dlk2 notch1	M21A-REUSE-1989	medium-high	high	PMID:21419176 https://pubmed.ncbi.nlm.nih.gov/21419176/; DOI:10.1016/j.bbamcr.2011.03.004	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4222	M20A-LIANA-REMAINING-0071	dll1 notch1	M21A-REUSE-1990	medium-high	high	PMID:23839946 https://pubmed.ncbi.nlm.nih.gov/23839946/; PMID:30289388 https://pubmed.ncbi.nlm.nih.gov/30289388/; PMID:29398116 https://pubmed.ncbi.nlm.nih.gov/29398116/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4223	M20A-LIANA-REMAINING-0072	dll1 notch2	M21A-REUSE-1991	medium-high	high	PMID:25255288; https://pubmed.ncbi.nlm.nih.gov/25255288/; PMID:30289388; https://pubmed.ncbi.nlm.nih.gov/30289388/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4226	M20A-LIANA-REMAINING-0075	dll4 notch2	M21A-REUSE-1993	medium	high	PMID:30289388; https://pubmed.ncbi.nlm.nih.gov/30289388/; PMID:25255288; https://pubmed.ncbi.nlm.nih.gov/25255288/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4230	M20A-LIANA-REMAINING-0079	efna2 epha3	M21A-REUSE-1996	medium-high	high	PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620; PMID:11053419; https://pubmed.ncbi.nlm.nih.gov/11053419/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4236	M20A-LIANA-REMAINING-0085	efna3 epha4	M21A-REUSE-1997	medium-high	high	PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620; PMID:25040798; DOI:10.1111/jnc.12819	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4243	M20A-LIANA-REMAINING-0092	efna4 epha8	M21A-REUSE-1998	medium-high	high	PMID:10515610; https://pubmed.ncbi.nlm.nih.gov/10515610/; PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4244	M20A-LIANA-REMAINING-0093	efna5 epha4	M21A-REUSE-1999	medium-high	high	PMID:23812375; https://pubmed.ncbi.nlm.nih.gov/23812375/; PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4247	M20A-LIANA-REMAINING-0096	efnb1 epha4	M21A-REUSE-2000	medium-high	high	PMID:19542359; PMCID:PMC2729353; https://pubmed.ncbi.nlm.nih.gov/19542359/; PMID:19836338; https://pubmed.ncbi.nlm.nih.gov/19836338/	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4248	M20A-LIANA-REMAINING-0097	efnb1 ephb2	M21A-REUSE-2001	medium-high	high	PMID:11466320;PMID:11585923;PMCID:PMC99915;DOI:10.1128/MCB.21.21.7429	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4249	M20A-LIANA-REMAINING-0098	efnb1 ephb3	M21A-REUSE-2002	medium	high	PMID:15536074;DOI:10.1074/jbc.M411383200	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4255	M20A-LIANA-REMAINING-0104	efnb2 ephb4	M21A-REUSE-2004	medium-high	high	PMID:9630219;PMID:10518221;PMID:38570531;DOI:10.1016/S1097-2765(00)80342-1	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4257	M20A-LIANA-REMAINING-0106	efnb3 epha4	M21A-REUSE-2005	medium-high	high	PMID:11182083;PMID:12383247;PMID:26687980;DOI:10.1016/S0896-6273(01)00182-9	Local-register revalidation supports exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
