review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0126	Ach-CHAT_SLC18A3 CHRN_A4B2	reviewed_relay_candidate	PMID:8987816; DOI:10.1016/S0006-8993(96)01158-0; PMID:9104590; DOI:10.1111/j.1460-9568.1997.tb01625.x	human; rat/chick	heterologous HEK293 and BOSC23 cells expressing alpha4beta2 nAChR	ACh-evoked whole-cell and single-channel currents; antagonist inhibition; nicotine-evoked Ca2+ transients	ligand-gated cation-channel activation	ligand_receptor_binding_or_activation	nAChR alpha4beta2 -> Na+/Ca2+ influx -> depolarization	medium-high	The receptor complex is directly tested, but CHAT/SLC18A3 production and vesicular release were not manipulated; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0127	Ach-CHAT_SLC18A3 Chrna7	reviewed_relay_candidate	PMID:22593058; PMCID:PMC3387736; PMID:24349346; PMCID:PMC3857818	rat	cultured hippocampal interneurons and ventral hippocampal axon micro-slices	choline/nicotine stimulation; Ca2+ imaging; alpha-bungarotoxin and alpha7 knockout; CaMKII/PLC/IP3R perturbation	ligand-gated Ca2+-permeable channel activation with downstream CaMKII relay	receptor_proximal_relay	nAChR alpha7 -> Ca2+ influx -> CaMKII/PLC/IP3R	medium-high	The strongest functional studies use choline or nicotine rather than endogenous ACh and do not manipulate CHAT/SLC18A3; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0128	Ach-CHAT_SLC5A7 Chrm1	reviewed_relay_candidate	PMID:11181437; PMCID:PMC1572629; DOI:10.1038/sj.bjp.0703892; PMID:8382764; DOI:10.1016/0024-3205(93)90303-K	human	CHO cells expressing human M1 receptor	methacholine/standard muscarinic agonists; [35S]GTPgammaS immunoprecipitation; phosphoinositide turnover	muscarinic GPCR Gq/11 relay	receptor_proximal_relay	M1 -> Gq/11 -> PLC/IP3-DAG -> Ca2+	medium-high	Direct subtype pharmacology is established, but the source CHAT/SLC5A7 module and endogenous ACh release were not tested in these recombinant assays; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0129	Ach-CHAT_SLC5A7 Chrm2	reviewed_relay_candidate	PMID:11181437; PMCID:PMC1572629; DOI:10.1038/sj.bjp.0703892; PMID:11250872; PMCID:PMC1572666	human	CHO cells expressing human M2 receptor	methacholine/acetylcholine/carbachol stimulation; GTPgammaS and forskolin-cAMP assays; pertussis-toxin and receptor-density perturbation	muscarinic GPCR Gi/o relay with context-dependent cAMP modulation	receptor_proximal_relay	M2 -> Gi/o -> adenylyl cyclase inhibition; high receptor density can reveal Gs component	medium-high	The canonical Gi/o branch is direct, while the Gs component is context-dependent; CHAT/SLC5A7 release was not manipulated; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0130	Ach-CHAT_SLC5A7 Chrm3	reviewed_relay_candidate	PMID:11181437; PMCID:PMC1572629; DOI:10.1038/sj.bjp.0703892; PMID:8441327	human	CHO cells expressing human M3 receptor	methacholine/standard muscarinic agonists; GTPgammaS immunoprecipitation and phosphoinositide assays	muscarinic GPCR Gq/11 relay	receptor_proximal_relay	M3 -> Gq/11 -> PLC/IP3-DAG -> Ca2+	medium-high	Subtype relay is directly measured but endogenous ACh production/release from CHAT/SLC5A7 was not; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0131	Ach-CHAT_SLC5A7 Chrm4	reviewed_relay_candidate	PMID:11181437; PMCID:PMC1572629; DOI:10.1038/sj.bjp.0703892; PMID:8441327	human	CHO cells expressing human M4 receptor	methacholine/standard muscarinic agonists; GTPgammaS immunoprecipitation and cAMP-linked assays	muscarinic GPCR Gi/o relay	receptor_proximal_relay	M4 -> Gi/o -> adenylyl cyclase inhibition	medium-high	Subtype relay is directly measured but endogenous ACh production/release from CHAT/SLC5A7 was not; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0132	Ach-CHAT_SLC5A7 Chrm5	reviewed_relay_candidate	PMID:7477439; DOI:10.1007/BF00176770; PMID:12591092	human; rat	CHO cells expressing human M5 receptor and HEK293T cells expressing recombinant M5	muscarinic agonist binding/second-messenger assays; oxotremorine-M inhibition of KCNQ2/KCNQ3 current	muscarinic GPCR Gq/11/PLC relay with ion-channel functional output	receptor_proximal_relay	M5 -> Gq/11/PLC -> KCNQ/M-current modulation	medium	M5 evidence is less extensive than M1-M4 and often uses recombinant receptor/agonists; CHAT/SLC5A7 release was not manipulated; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0133	Ach-CHAT_SLC5A7 CHRN_A1_2B1DE	reviewed_relay_candidate	PMID:9481672; PMID:9104590; DOI:10.1111/j.1460-9568.1997.tb01625.x	mouse	skeletal muscle-derived receptor preparations and heterologous nAChR expression	ACh pulses; outside-out patch and single-channel recordings of adult muscle-type alpha1beta1deltaepsilon receptor	ligand-gated neuromuscular cation-channel activation	ligand_receptor_binding_or_activation	adult muscle nAChR -> endplate current -> depolarization	medium-high	The source study resolves receptor channel activation rather than CHAT/SLC5A7 release in a defined synapse; species and subunit stoichiometry vary; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0134	Ach-CHAT_SLC5A7 CHRN_A1_2B1DG	reviewed_relay_candidate	PMID:9481672; PMID:9508804; DOI:10.1111/j.1460-9568.1998.tb01225.x	mouse	fetal skeletal muscle fibers and quail fibroblasts expressing fetal muscle nAChR	ACh-evoked single-channel currents; outside-out patch recordings; developmental gamma-subunit comparison	ligand-gated neuromuscular cation-channel activation	ligand_receptor_binding_or_activation	fetal muscle nAChR -> endplate current -> myofiber depolarization	medium-high	The fetal complex is directly functional, but exact native alpha/beta stoichiometry and CHAT/SLC5A7 release were not tested; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0135	Ach-CHAT_SLC5A7 CHRN_A3B4	reviewed_relay_candidate	PMID:9104590; DOI:10.1111/j.1460-9568.1997.tb01625.x; PMID:25180076	human; rat/chick	human BOSC23 cells and Xenopus oocytes expressing alpha3beta4 nAChR	ACh-evoked whole-cell/single-channel currents; recombinant two-electrode voltage clamp; antagonist/partial-agonist pharmacology	ligand-gated cation-channel activation	ligand_receptor_binding_or_activation	nAChR alpha3beta4 -> Na+/Ca2+ influx -> depolarization	medium-high	The receptor complex is directly tested, but source CHAT/SLC5A7 expression and synaptic ACh release were not manipulated; no terminal TF.	—
