evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1511	M20A-CELLCHAT-REMAINING-1070	glu-slc1a6_gls grin1_grin2a	M21A-REUSE-1038	medium-high	high	PMID:7476914; PMID:9463421; PMID:9625862	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1512	M20A-CELLCHAT-REMAINING-1071	glu-slc1a6_gls grin1_grin2b	M21A-REUSE-1039	medium-high	high	PMID:7476914; PMID:9463421; PMID:9380752	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1513	M20A-CELLCHAT-REMAINING-1072	glu-slc1a6_gls grin1_grin2c	M21A-REUSE-1040	medium-high	high	PMID:9463421; PMID:18635641; PMID:9380752	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1514	M20A-CELLCHAT-REMAINING-1073	glu-slc1a6_gls grin1_grin2d	M21A-REUSE-1041	medium-high	high	PMID:9463421; PMID:9625862; PMID:10835034	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1515	M20A-CELLCHAT-REMAINING-1074	glu-slc1a6_gls grm1	M21A-REUSE-1042	medium-high	high	PMID:11181420; PMID:11606768; PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1516	M20A-CELLCHAT-REMAINING-1075	glu-slc1a6_gls grm2	M21A-REUSE-1043	medium-high	high	PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1517	M20A-CELLCHAT-REMAINING-1076	glu-slc1a6_gls grm3	M21A-REUSE-1044	medium-high	high	PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1518	M20A-CELLCHAT-REMAINING-1077	glu-slc1a6_gls grm4	M21A-REUSE-1045	medium	high	PMID:12657674; PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1519	M20A-CELLCHAT-REMAINING-1078	glu-slc1a6_gls grm5	M21A-REUSE-1046	medium-high	high	PMID:11181420; PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1520	M20A-CELLCHAT-REMAINING-1079	glu-slc1a6_gls grm6	M21A-REUSE-1047	medium	high	PMID:25193666; PMID:37546908; PMID:12657674	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1521	M20A-CELLCHAT-REMAINING-1080	glu-slc1a6_gls grm7	M21A-REUSE-1048	medium-high	high	PMID:16339898; PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1522	M20A-CELLCHAT-REMAINING-1081	glu-slc1a6_gls grm8	M21A-REUSE-1049	medium-high	high	PMID:25193666; PMID:37546908; PMID:38092773	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1524	M20A-CELLCHAT-REMAINING-1083	glu-slc1a6_gls2 gria2	M21A-REUSE-1051	medium-high	high	PMID:7519022; PMID:19409270; PMID:31541113; PMID:37921875	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1536	M20A-CELLCHAT-REMAINING-1095	glu-slc1a6_gls2 grin1_grin2a	M21A-REUSE-1061	medium-high	high	PMID:7476914; PMID:9463421; PMID:9625862	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1537	M20A-CELLCHAT-REMAINING-1096	glu-slc1a6_gls2 grin1_grin2b	M21A-REUSE-1062	medium-high	high	PMID:7476914; PMID:9463421; PMID:9380752	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1538	M20A-CELLCHAT-REMAINING-1097	glu-slc1a6_gls2 grin1_grin2c	M21A-REUSE-1063	medium-high	high	PMID:9463421; PMID:18635641; PMID:9380752	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1539	M20A-CELLCHAT-REMAINING-1098	glu-slc1a6_gls2 grin1_grin2d	M21A-REUSE-1064	medium-high	high	PMID:9463421; PMID:9625862; PMID:10835034	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
