review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0626	GABA-GAD2_SLC6A1 GABR_A3B3G2	reviewed_relay_candidate	PMID:15199051; PMID:9767648	human/rat	Xenopus oocytes and recombinant mammalian cells expressing alpha3beta3gamma2 GABAA receptors	GABA concentration-response and recombinant whole-cell/patch-clamp current recordings; subtype pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3gamma2 GABAA pentamer -> ligand-gated inhibitory Cl- current	medium-high	The exact recombinant receptor complex and GABA-evoked activity are supported, while native abundance and stoichiometry are context dependent. GAD2 is a GABA-biosynthetic enzyme and SLC6A1 is a GABA transporter, not a receptor component. No TF measured.	—
M20A-CELLCHAT-REMAINING-0627	GABA-GAD2_SLC6A1 GABR_A3B3Q	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=GABRA3+GABRB3+GABRQ+GABA; https://europepmc.org/search?query=GABRA3%20GABRB3%20GABRQ%20GABA	human/mouse/rat	No qualifying exact alpha3beta3theta recombinant receptor model located in the bounded search	Exact-subunit PubMed/PMC/publisher search; family-level alpha3beta3 GABAA pharmacology excluded from promotion	no qualifying exact receptor-complex evidence	ligand_receptor_binding_or_activation	GABAA alpha3beta3theta exact-complex branch unresolved	low	GABRQ encodes the theta subunit; evidence for alpha3beta3gamma2 or alpha3beta3epsilon cannot be transferred to alpha3beta3theta. GAD2 and SLC6A1 remain synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0628	GABA-GAD2_SLC6A1 GABR_A4B2D	reviewed_relay_candidate	PMID:14966300; PMID:18227274; PMID:16452673	human/mouse/rat	Recombinant alpha4beta2delta GABAA receptors in HEK cells and Xenopus oocytes	GABA concentration-response, single-channel and whole-cell recordings; neurosteroid and anesthetic modulation; antagonist pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta2delta GABAA channel -> extrasynaptic tonic inhibitory conductance	medium-high	The exact receptor complex is directly supported, but basal GABA efficacy and modulation are model dependent. GAD2 is a biosynthetic enzyme and SLC6A1 is a transporter, not a receptor component. No TF measured.	—
M20A-CELLCHAT-REMAINING-0629	GABA-GAD2_SLC6A1 GABR_A4B3D	reviewed_relay_candidate	PMID:16272218; PMID:18762200	human/mouse/rat	Recombinant alpha4beta3delta GABAA receptors in HEK cells and heterologous fluorescence/electrophysiology systems	GABA-evoked currents; delta-selective compound enhancement; whole-cell electrophysiology and pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta3delta GABAA channel -> extrasynaptic tonic inhibitory current	medium-high	Exact alpha4beta3delta activity is supported, including direct GABA currents, but receptor expression and pharmacological efficacy are heterologous-model dependent. GAD2 and SLC6A1 are separate biosynthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0630	GABA-GAD2_SLC6A1 GABR_A4B3G2	reviewed_relay_candidate	PMID:10385690; PMID:16272218	human/rat	Recombinant alpha4beta3gamma2 GABAA receptors in heterologous expression systems	GABA concentration-response and subtype-selective pharmacology; whole-cell current recordings	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta3gamma2 GABAA channel -> phasic inhibitory Cl- current	medium	The exact recombinant complex is supported, but native assembly and synaptic localization are context dependent. GAD2 is a biosynthetic enzyme and SLC6A1 is a transporter, not part of the receptor. No TF measured.	—
M20A-CELLCHAT-REMAINING-0631	GABA-GAD2_SLC6A1 GABR_A5B3G2	reviewed_relay_candidate	PMID:15199051; PMID:10633039	human/rat	Recombinant alpha5beta3gamma2 GABAA receptors and native alpha5-containing neuronal preparations	GABA-evoked current and subtype pharmacology; receptor localization/functional comparison	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha5beta3gamma2 GABAA channel -> inhibitory synaptic or tonic conductance	medium	Exact alpha5beta3gamma2 pharmacology is supported, but native receptor composition and the relative synaptic versus extrasynaptic contribution vary by model. GAD2 and SLC6A1 remain separate synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0632	GABA-GAD2_SLC6A1 GABR_A6B3D	reviewed_relay_candidate	PMID:15696164; PMID:12367596; PMID:18021290	human/mouse/rat	Recombinant alpha6beta3delta GABAA receptors and cerebellar granule-cell/extrasynaptic models	GABA and gaboxadol concentration-response; whole-cell/electrophysiological recordings; alpha6/delta pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha6beta3delta GABAA channel -> extrasynaptic tonic inhibition	medium-high	Exact alpha6beta3delta receptor function is supported, but cerebellar expression and behavioral phenotypes do not establish a transcriptional endpoint. GAD2 and SLC6A1 are biosynthesis/transport labels, not receptor components. No TF measured.	—
M20A-CELLCHAT-REMAINING-0633	GABA-GAD2_SLC6A1 GABR_A6B3G2	reviewed_relay_candidate	PMID:10633039; PMID:18021290	human/mouse/rat	Recombinant alpha6beta3gamma2 receptors and cerebellar neuronal models	GABA-evoked current recordings; gaboxadol and subtype-selective pharmacology; receptor expression comparisons	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha6beta3gamma2 GABAA channel -> inhibitory Cl- current	medium	Exact complex pharmacology is supported in recombinant systems, while native alpha6beta3gamma2 abundance and circuit role are context dependent. GAD2 and SLC6A1 are separate synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0634	GABA-GAD2_SLC6A11 Gabbr1	reviewed_binding_only	PMID:22660477; PMID:18165688; PMID:32494023	human/rat	Recombinant GABAB1 extracellular-domain and full-length GABAB1/GABAB2 systems	GABA-site structural/functional mapping; heterodimer activation and cryo-EM ligand-bound receptor studies	ligand-binding component of receptor complex	ligand_receptor_binding_or_activation	GABA binds the GABAB1 orthosteric Venus-flytrap component; productive signaling requires the GABAB1-GABAB2 heterodimer	medium	GABAB1 carries the principal orthosteric ligand-binding site but is not a complete signaling receptor alone. GAD2 is a biosynthetic enzyme and SLC6A11 is a GABA/betaine transporter, not a GABAB component. No TF measured.	—
M20A-CELLCHAT-REMAINING-0635	GABA-GAD2_SLC6A11 Gabbr2	reviewed_unresolved	PMID:16120656; PMID:18165688; PMID:32494023	human/rat	Recombinant GABAB1/GABAB2 heterodimers in Xenopus oocytes, BHK cells, and structural receptor systems	GABAB2 coupling/trafficking studies; agonist-evoked GIRK/PLC responses only with GABAB1/GABAB2 coexpression	obligate receptor-complex coupling component	ligand_receptor_binding_or_activation	GABAB2 supplies G-protein coupling and trafficking in assembled GABAB1-GABAB2 receptor; no standalone GABA-GABAB2 activation edge	low	GABAB2 does not provide the principal orthosteric GABA site, and evidence is for the heterodimer rather than GABAB2 alone. GAD2 and SLC6A11 are biosynthesis/transport labels. No TF measured.	—
