review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0026	5-HT-DOPA-DDC-Htr5a	reviewed_relay_candidate	PMID:12558985; DOI:10.1046/j.1471-4159.2003.01518.x	human receptor; rat C6 glioma model	undifferentiated rat C6 glioma cells stably expressing human HTR5A	5-HT stimulation; forskolin-cAMP assay; pertussis toxin; patch clamp; IP3 and intracellular Ca2+ measurements	HTR5A-Gi/o relay with inhibition of cAMP/ADP-ribosyl cyclase and IP3-sensitive Ca2+ mobilization	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition; IP3/Ca2+ branch; K+ current	medium	Direct 5-HT receptor signaling was measured, but DOPA/DDC production was not manipulated; no terminal TF was measured; C6 overexpression context.	—
M20A-CELLCHAT-REMAINING-0027	5-HT-DOPA-DDC-Htr6	reviewed_relay_candidate	PMID:16865095; PMCID:PMC1752021; DOI:10.1038/sj.bjp.0706827	rat 5-HT6; human 5-HT6 mutant	transfected rat HTR6 cells and COS-7 cells expressing constitutively active human HTR6	5-HT stimulation; forskolin-enhanced cAMP assay; receptor mutagenesis and antagonist blockade	HTR6-Gs activation of adenylyl cyclase and cAMP formation	receptor_proximal_relay	Gs→adenylyl cyclase→cAMP; HTR6 signaling	medium-high	Direct 5-HT-to-HTR6 relay is supported in recombinant systems, but DOPA/DDC production was not manipulated and no terminal TF was directly measured.	—
M20A-CELLCHAT-REMAINING-0028	5-HT-DOPA-DDC-Htr7	reviewed_relay_candidate	PMID:15339860; PMCID:PMC1575348; DOI:10.1038/sj.bjp.0705936; PMID:9651336; DOI:10.1074/jbc.273.28.17469	human	Human glioblastoma cell lines; HEK293 and primary neuron cultures	5-HT or 5-CT stimulation; cAMP accumulation; selective antagonist blockade; receptor/adenylyl-cyclase coexpression	HTR7-Gs relay with cAMP elevation and Ca2+-dependent adenylyl cyclase modulation	receptor_proximal_relay	Gs→cAMP; Ca2+→AC1/AC8; PKC-MAPK neuronal function	medium-high	Direct 5-HT receptor signaling is supported, but DOPA/DDC production was not manipulated; splice variants and cell context affect coupling; no terminal TF assignment.	—
M20A-CELLCHAT-REMAINING-0029	5-HT-TPH1_SLC18A1-Htr1a	reviewed_relay_candidate	PMID:1436121; DOI:10.1007/BF00171076; PMID:1448178	human receptor; rat and mouse cell models	NIH-3T3 cells expressing human HTR1A; CHO cells expressing HTR1A; pituitary/fibroblast cell lines	5-HT stimulation; forskolin-cAMP and adenylyl-cyclase assays; pertussis-toxin sensitivity; receptor expression	HTR1A-Gi/o inhibition of adenylyl cyclase with context-dependent Ca2+/PLC and ERK relay	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition; Gβγ→ERK/PLC branch	medium-high	Direct 5-HT-to-HTR1A signaling is supported, but TPH1/SLC18A1 production or vesicular-release branch was not manipulated; downstream effects are cell-context dependent; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0030	5-HT-TPH1_SLC18A1-Htr1b	reviewed_relay_candidate	PMID:8882605	human receptor; CHO cells	CHO cells expressing functional HTR1B	5-HT stimulation; forskolin-cAMP and intracellular Ca2+ assays; receptor-selective antagonist controls	HTR1B-Gi/o inhibition of adenylyl cyclase with receptor-dependent Ca2+ response	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition; Ca2+ branch	medium	5-HT directly inhibited cAMP in a receptor-defined cell assay, but TPH1/SLC18A1 production or release was not manipulated; receptor density and assay context limit extrapolation; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0031	5-HT-TPH1_SLC18A1-Htr1d	reviewed_relay_candidate	PMID:8878051; DOI:10.1007/BF00171052; PMID:8717154; DOI:10.1007/BF00168751	human HTR1D; rat C6-glial and mouse NIH-3T3/Y-1 models	Stable expression of human HTR1D in C6-glial, NIH-3T3, and Y-1 cells	5-HT stimulation; forskolin-cAMP; radioligand binding; antagonist blockade; cell-growth assay	HTR1D-Gi/o inhibition of adenylyl cyclase with receptor-dependent growth output	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition→cell growth	medium-high	Direct HTR1D signaling is supported, but TPH1/SLC18A1 production or release was not manipulated; cell-growth output is not a terminal TF readout; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0032	5-HT-TPH1_SLC18A1-Htr1e	reviewed_relay_candidate	PMID:7984278; DOI:10.1016/0028-3908(94)90070-1; PMCID:PMC46050	human HTR1E; rat receptor homolog	BS-C-1 cells expressing human HTR1E; HeLa cells expressing rat/human HTR1E-like receptor	5-HT stimulation; forskolin-cAMP; pertussis- and cholera-toxin perturbation; IP3, Ca2+, and arachidonic-acid assays	HTR1E Gi/o-linked inhibition of adenylyl cyclase with receptor-density-dependent alternate coupling	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition; density-dependent cAMP potentiation	medium-high	Direct 5-HT-to-HTR1E coupling is supported in transfected cells, but native rodent expression is limited/absent and TPH1/SLC18A1 production was not manipulated; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0033	5-HT-TPH1_SLC18A1-Htr1f	reviewed_relay_candidate	PMID:8380639; PMCID:PMC45671; DOI:10.1073/pnas.90.2.408	human HTR1F	Transfected cells expressing cloned human HTR1F	5-HT binding/competition; 5-HT dose-response for inhibition of forskolin-stimulated cAMP	HTR1F-Gi/o inhibition of adenylyl cyclase	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition→reduced cAMP	medium-high	Direct receptor activation and cAMP relay were shown in a recombinant system, but TPH1/SLC18A1 production or release was not manipulated and no terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0034	5-HT-TPH1_SLC18A1-Htr2a	reviewed_relay_candidate	PMID:10498829; PMID:20717650; DOI:10.1016/j.neuroscience.2010.06.052; PMCID:PMC3380724; DOI:10.1186/1471-2202-13-25	human HTR2A; mouse/rat comparator models	CHO-K1 cells expressing human HTR2A; A1A1v cells; stable HTR2A CHO cells	5-HT/agonist stimulation; calcium imaging; PLC inhibitor, Ca2+ chelation, calmodulin inhibition; pERK assay	HTR2A-Gq/11 relay through PLC, IP3/Ca2+, calmodulin, and ERK	receptor_proximal_relay	Gq/11→PLCβ→IP3/Ca2+→CaM/ERK; Rac1 transamidation	medium-high	Some downstream experiments used DOI rather than 5-HT; direct HTR2A signaling is nevertheless established with 5-HT in recombinant cells; TPH1/SLC18A1 production was not manipulated and no terminal TF was directly measured.	—
M20A-CELLCHAT-REMAINING-0035	5-HT-TPH1_SLC18A1-Htr2b	reviewed_relay_candidate	PMID:10498829; PMID:11930908; DOI:10.1023/A:1014862808126	human HTR2B; mouse astrocyte model	CHO-K1 cells expressing human HTR2B; primary mouse astrocytes	5-HT stimulation; FLIPR intracellular Ca2+ assay; receptor-expression and antagonist pharmacology; serotonin/fluoxetine-induced glycogenolysis and Ca2+ in astrocytes	HTR2B-Gq/11 relay through PLC/Ca2+ with astrocyte glycogenolytic output	receptor_proximal_relay	Gq/11→PLCβ→Ca2+; glycogenolysis	medium-high	Direct 5-HT-induced Ca2+ and receptor-dependent astrocyte function are supported, but TPH1/SLC18A1 production was not manipulated; no terminal TF was measured.	—
