review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0676	GABA-GAD2_SLC6A13 GABR_A3B3E	reviewed_unresolved	PMID:11711565; PMID:16412217; PMID:22319471; https://pubmed.ncbi.nlm.nih.gov/?term=alpha3+beta3+epsilon+GABAA	 human/rat; recombinant HEK293/Xenopus systems	primary studies of epsilon-containing GABAA receptors and related alpha3beta1epsilon/theta assemblies; exact alpha3beta3epsilon search	no qualifying exact primary activation assay for submitted alpha3beta3epsilon	ligand-receptor exact-pair boundary	ligand_receptor_binding_or_activation	rare GABAA epsilon subtype; no exact alpha3beta3epsilon relay promoted	low	Primary evidence supports GABA activation of related epsilon-containing receptors, but not the exact alpha3beta3epsilon complex; PMID:22319471 is a comparative review and is not used as sole primary proof. GAD2 synthesizes GABA and SLC6A13 transports/reuptakes GABA; neither is a receptor component. No TF measured.	—
M20A-CELLCHAT-REMAINING-0677	GABA-GAD2_SLC6A13 GABR_A3B3G2	reviewed_relay_candidate	PMID:20038526; PMCID:PMC2806416; DOI:10.1085/jgp.200910317; PMID:22319471	human/rat	HEK293 cells expressing recombinant alpha3beta3gamma2 GABAA receptors; synaptic neuronal context	single-channel and whole-cell GABA activation kinetics; comparison with alpha1beta2gamma2 and subtype pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3gamma2 GABAA pentamer -> slower phasic inhibitory chloride current	medium-high	Exact recombinant complex and GABA activation are directly supported; native abundance, stoichiometry, and synaptic localization are context dependent. PMID:22319471 is a comparative review and is supplementary. GAD2 and SLC6A13 remain separate synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0678	GABA-GAD2_SLC6A13 GABR_A3B3Q	reviewed_unresolved	PMID:16412217; PMID:22319471; https://pubmed.ncbi.nlm.nih.gov/?term=alpha3+beta3+theta+GABAA	 human/rat; recombinant Xenopus/HEK293 systems	primary pharmacology of related alpha3beta1theta and epsilon/theta assemblies; exact alpha3beta3theta search	no qualifying exact primary activation assay for submitted alpha3beta3theta	ligand-receptor exact-pair boundary	ligand_receptor_binding_or_activation	rare GABAA theta subtype; no exact alpha3beta3theta relay promoted	low	PMID:16412217 tests alpha3beta1theta/epsilon-containing assemblies, not alpha3beta3theta; PMID:22319471 is a comparative review and cannot substitute for an exact primary assay. GAD2 and SLC6A13 remain synthesis/transport context. No TF measured.	—
M20A-CELLCHAT-REMAINING-0679	GABA-GAD2_SLC6A13 GABR_A4B2D	reviewed_relay_candidate	PMID:16452673; PMID:18227274; PMID:14966300	human/mouse/rat	Xenopus oocytes, HEK cells, and recombinant alpha4beta2delta GABAA systems	GABA concentration-response and whole-cell/single-channel recordings; delta-variant gating and neurosteroid/anesthetic pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta2delta GABAA channel -> extrasynaptic tonic inhibitory conductance	medium-high	Exact receptor complex and GABA-evoked current are supported, although basal efficacy and native extrasynaptic localization depend on expression and ionic context. GAD2 and SLC6A13 are separate synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0680	GABA-GAD2_SLC6A13 GABR_A4B3D	reviewed_relay_candidate	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:18762200; DOI:10.1016/j.neuropharm.2008.08.004	human/mouse	mouse L(tk-) cells and recombinant human/mouse alpha4beta3delta GABAA systems	GABA concentration-response; FRET membrane-potential and whole-cell electrophysiology; delta-selective modulation	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta3delta GABAA channel -> extrasynaptic tonic inhibitory current	medium-high	Exact complex and GABA response are directly measured; FRET depolarization and thalamic/cerebellar tonic-current interpretation are model and ionic-context dependent. GAD2 and SLC6A13 remain separate biosynthesis/transport evidence. No TF measured.	—
M20A-CELLCHAT-REMAINING-0681	GABA-GAD2_SLC6A13 GABR_A4B3G2	reviewed_relay_candidate	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:20176630; PMCID:PMC2872731	human/mouse	mouse L(tk-) cells and recombinant HEK/cell systems expressing alpha4beta3gamma2 GABAA receptors	GABA concentration-response; FRET and whole-cell electrophysiology; comparison with alpha4beta3delta and alpha1beta3gamma2 receptors	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta3gamma2 GABAA channel -> synaptic/extrasynaptic inhibitory anion current	medium-high	Exact complex and GABA response are supported, but native synaptic versus extrasynaptic localization is model dependent. GAD2 and SLC6A13 remain separate synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0682	GABA-GAD2_SLC6A13 GABR_A5B3G2	reviewed_relay_candidate	PMID:15199051; PMID:10633039; DOI:10.1074/jbc.M405653200	rat/human	recombinant alpha5beta3gamma2 GABAA receptors in expression systems and oocytes	GABA concentration-response; radioligand and subtype-selective pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha5beta3gamma2 GABAA channel -> tonic inhibitory conductance	medium	Primary recombinant evidence tests the alpha5beta3gamma2 complex, but some cited work emphasizes benzodiazepine-site pharmacology rather than a cellular downstream pathway. GAD2 and SLC6A13 are separate synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0683	GABA-GAD2_SLC6A13 GABR_A6B3D	reviewed_relay_candidate	PMID:15696164; PMID:12367596; PMID:18021290; DOI:10.1111/j.1471-4159.2007.05136.x	human/mouse/rat	recombinant alpha6beta3delta GABAA receptors and cerebellar granule-cell/extrasynaptic models	GABA and gaboxadol concentration-response; whole-cell electrophysiology; alpha6/delta pharmacology and transgenic mouse functional response	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha6beta3delta GABAA channel -> extrasynaptic tonic inhibition	medium-high	Exact alpha6beta3delta receptor function is supported; native abundance, cerebellar expression, and behavioral effects are context dependent and do not establish a TF endpoint. GAD2 and SLC6A13 are biosynthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0684	GABA-GAD2_SLC6A13 GABR_A6B3G2	reviewed_relay_candidate	PMID:10633039; PMID:18021290; DOI:10.1111/j.1471-4159.2007.05136.x	human/mouse/rat	recombinant alpha6beta3gamma2 receptors in Xenopus oocytes and mouse neuronal/transgenic systems	GABA concentration-response; gaboxadol and subtype-selective pharmacology; recombinant electrophysiology and behavioral sensitivity	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha6beta3gamma2 GABAA channel -> inhibitory synaptic/extrasynaptic current	medium-high	Exact complex pharmacology and GABA-evoked current are supported; native regional abundance and circuit/behavioral interpretation are context dependent. GAD2 and SLC6A13 remain separate synthesis/transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0685	GABA-GAD2_SLC6A6 Gabbr1	reviewed_binding_only	PMID:22660477; PMID:11588177; PMID:11008066; DOI:10.1016/S0893-133X(00)00145-7	human/rat; recombinant receptor systems	GABA-site structural/functional mapping; GABAB1 mutagenesis and comparison of GABAB1 alone with GABAB1/GABAB2 heterodimer	ligand-binding component of receptor complex	ligand_receptor_binding_or_activation	GABA-B1 orthosteric binding component -> assembled GABAB1-GABAB2 receptor	medium	GABAB1 carries the principal orthosteric ligand-binding site but is not a complete signaling receptor alone. GAD2 is a biosynthetic enzyme and SLC6A6 is a GABA transporter; neither is a GABAB component. No TF measured.	—
