review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-1460	NRG4 ERBB4	reviewed_relay_candidate	DOI:10.1038/1202631; PMCID:PMC3501086; PMID:31225596	human; mouse; rat	ErbB4-transfected IL-3-dependent cells; mouse colon epithelium; mouse striatal medium spiny neurons; cultured MSNs	NRG4 EGF-like peptide competition/displacement and growth assay; ErbB4 phosphorylation and PI3K/Akt perturbation; Nrg4-null/rescue and receptor coexpression in MSNs	NRG4 directly binds and activates ERBB4; mature NRG4/ERBB4 signaling supports PI3K-AKT survival and neuronal dendrite/spine growth	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	ERBB4 tyrosine-kinase autophosphorylation; PI3K-AKT survival; neuronal dendrite and spine elaboration	medium-high	The direct receptor work uses recombinant or heterologous systems and epithelial comparator models; the neuronal study supports NRG4/ERBB4 coexpression and rescue but does not isolate every ERBB4 intracellular branch in MSNs. No terminal TF occupancy was demonstrated.	—
M20A-CELLCHAT-REMAINING-1462	NRXN1 CLSTN1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=NRXN1+CLSTN1; PMCID:PMC4101519	human; mouse; rat	No exact NRXN1-CLSTN1 pair-specific receptor model identified	Bounded PubMed/PMC/publisher search for direct CLSTN1-neurexin binding; calsyntenin-family synaptogenic and transport studies reviewed	No qualifying exact direct NRXN1-CLSTN1 molecular edge; CLSTN3 findings and calsyntenin-family annotations were not transferred to CLSTN1	ligand_receptor_binding_or_activation	NRXN1-CLSTN1 synaptic adhesion branch unresolved; family-level calsyntenin evidence is non-specific	low	CLSTN1 is a postsynaptic membrane protein with independent kinesin-cargo functions, but the reviewed primary evidence did not establish the submitted exact NRXN1 pair or an intracellular relay. Alternative neurexin promoters and splice states were not resolved. No downstream pathway or TF assigned.	—
M20A-CELLCHAT-REMAINING-1463	NRXN1 CLSTN2	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=NRXN1+CLSTN2; PMID:12498782; PMCID:PMC4101519	human; mouse; rat	No exact NRXN1-CLSTN2 pair-specific receptor model identified	Bounded PubMed/PMC/publisher search for direct CLSTN2-neurexin binding and synaptogenic assays	No qualifying exact direct NRXN1-CLSTN2 molecular edge; calsyntenin-family similarity and CLSTN3 results were not treated as proof of CLSTN2 binding	ligand_receptor_binding_or_activation	NRXN1-CLSTN2 synaptic adhesion branch unresolved	low	CLSTN2 was characterized as a calsyntenin-family member, but the reviewed evidence did not isolate its extracellular interaction with NRXN1. No receptor-proximal relay, cellular output, or terminal TF was assigned.	—
M20A-CELLCHAT-REMAINING-1464	NRXN1 CLSTN3	reviewed_binding_only	PMCID:PMC3821696; PMID:25352602; PMCID:PMC7335786	human; mouse; rat; cow	COS-cell surface expression; purified ectodomains; cow brain synaptosomes; primary hippocampal neurons and Schaffer-collateral cultures	Fc binding, Scatchard analysis, calcium/EGTA dependence, pull-down, splice-site mutagenesis, co-culture recruitment, conditional Clstn3 deletion and rescue	Direct transsynaptic CLSTN3-neurexin adhesion is supported for NRXN1 alpha isoforms and, in later work, beta-neurexin/LNS interactions; the associated output is presynaptic differentiation and excitatory synapse organization, not kinase signaling	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1 alpha/beta LNS-cadherin transsynaptic adhesion; presynaptic differentiation and excitatory synapse organization	medium-high	The exact NRXN1 promoter and SS4 state in the queue row are unspecified and the literature contains discrepant CLSTN3 binding results. Results are synaptic organization/adhesion assays; no intracellular kinase relay or terminal TF occupancy was shown.	—
M20A-CELLCHAT-REMAINING-1465	NRXN1 DAG1	reviewed_binding_only	PMCID:PMC2150755; PMID:36997523	rat; mouse	Rat brain affinity chromatography and immunoprecipitation; recombinant NRXN1alpha ectodomain; comparative mouse neurexin splice-code studies	Glycosylated alpha/beta-dystroglycan binds NRXN1alpha in brain extracts and recombinant-column assays; splice-dependent dystroglycan organization is supported in neurexin systems	Direct glycosylation- and splice-sensitive NRXN1alpha-dystroglycan complex; no receptor-proximal intracellular relay established	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1alpha LNS2/LNS6-dystroglycan transsynaptic adhesion; inhibitory synapse organization	medium	The pair is submitted at gene level, while the strongest direct evidence is NRXN1alpha and depends on dystroglycan glycosylation and neurexin splice state. The 2023 functional loop is strongest for NRXN3 and was not used to infer an NRXN1 intracellular pathway. No terminal TF assigned.	—
M20A-CELLCHAT-REMAINING-1466	NRXN1 LRRTM1	reviewed_binding_only	PMCID:PMC2896269; PMID:20519524; PMID:19285470	human; mouse; rat	Recombinant neurexin/LRRTM ectodomains; heterologous cell-surface binding; rat and mouse neuron co-culture synapse-induction assays	Fc binding, mutagenesis of neurexin SS4 and LRRTM extracellular domains, affinity/cell-surface assays and hemisynapse formation	LRRTM1 directly engages alpha and beta neurexin variants lacking SS4 inserts and uses the transsynaptic complex to organize excitatory synapses; no intracellular receptor relay was shown	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1 alpha/beta SS4-negative LNS-LRRTM1 adhesion code; excitatory presynaptic differentiation	medium-high	Evidence is isoform- and splice-state-specific and is not a generic NRXN1 interaction. The exact alpha/beta and SS4 state in the queue row are unspecified; synaptogenic output does not establish a kinase or TF pathway.	—
M20A-CELLCHAT-REMAINING-1467	NRXN1 LRRTM2	reviewed_binding_only	PMID:20064388; PMCID:PMC2829666; PMID:20519524; PMCID:PMC6160412	human; mouse; rat	HEK293/293T and COS cell expression systems; rat brain affinity chromatography; primary hippocampal neurons	Affinity chromatography, co-immunoprecipitation, cell-surface binding, Scatchard analysis, extracellular-domain mutagenesis, neurexin knockdown and synapse-induction assays	Direct NRXN1alpha and NRXN1beta-LRRTM2 binding is supported, with strongest interaction for SS4-negative neurexin and functional presynaptic differentiation; this is synaptic adhesion rather than receptor-proximal kinase signaling	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1 LNS-Ca2+-LRRTM2 transsynaptic adhesion; PSD-95/AMPAR-associated excitatory synapse organization	medium-high	The exact queue row does not encode NRXN1 promoter or SS4 state; affinity differs between alpha and beta constructs and some assays used cell-surface rather than purified proteins. No intracellular kinase cascade or terminal TF occupancy was demonstrated.	—
M20A-CELLCHAT-REMAINING-1468	NRXN1 LRRTM3	reviewed_binding_only	PMID:26776509; PMID:31995730; DOI:10.1016/j.celrep.2015.12.081	human; mouse	HEK293 cells; primary dentate-gyrus granule neurons; mouse Lrrtm3/Lrrtm4 genetic and co-culture models	LRRTM3 splice-variant expression and knockdown/knockout, neurexin splice-variant dependence, synapse density and AMPAR surface assays; HS-binding and presynaptic differentiation assays	NRXN1 splice-variant engagement by LRRTM3 supports transsynaptic excitatory synapse organization; the mature edge is adhesion/HS recognition and not a demonstrated intracellular receptor relay	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1 LNS/heparan-sulfate-LRRTM3 adhesion; dentate-gyrus excitatory synapse and AMPAR surface program	medium	The primary study emphasizes specific neurexin splice variants and LRRTM3/4 differential ligand use; exact NRXN1 promoter and splice state are not specified in the queue row. HS-dependent binding and synaptogenesis should not be converted into a direct kinase or TF edge.	—
M20A-CELLCHAT-REMAINING-1469	NRXN1 LRRTM4	reviewed_binding_only	PMID:31995730; PMCID:PMC7165459	human; mouse	Mouse primary hippocampal neurons and dentate gyrus; LRRTM4 mutant/knockout and neurexin gamma expression models; retinal bipolar-cell comparator	Cell-surface binding and HS-site mutagenesis, co-culture presynaptic differentiation, LRRTM4 knock-in/knockout and synaptic structural/functional assays	LRRTM4 engages the heparan-sulfate modification of neurexin and NRXN1gamma is a demonstrated synapse-organizing ligand; output is transsynaptic synaptogenesis, not intracellular receptor signaling	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1gamma-HS-LRRTM4 transsynaptic adhesion; dentate-gyrus excitatory synapse organization	medium	The direct evidence is strongest for NRXN1gamma and the neurexin HS modification, not an unspecified NRXN1 protein. The retinal study reports neurexin co-immunoprecipitation but does not resolve each neurexin isoform. No kinase relay or terminal TF assigned.	—
M20A-CELLCHAT-REMAINING-1471	NRXN2 CLSTN1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=NRXN2+CLSTN1; PMCID:PMC4101519	human; mouse; rat	No exact NRXN2-CLSTN1 pair-specific receptor model identified	Bounded PubMed/PMC/publisher search for direct CLSTN1-neurexin-2 binding; calsyntenin-family studies reviewed as non-specific	No qualifying exact direct NRXN2-CLSTN1 molecular edge; CLSTN3 and gene-family evidence were not transferred to CLSTN1	ligand_receptor_binding_or_activation	NRXN2-CLSTN1 synaptic adhesion branch unresolved	low	No primary assay isolated NRXN2 with CLSTN1 in the reviewed search. CLSTN1 transport and family-level annotations do not establish this exact extracellular pair or a relay. No downstream pathway or TF assigned.	—
