review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-3333	Tnfsf12 Cd163	reviewed_scavenging_only	PMID:17548657; DOI:10.4049/jimmunol.178.12.8183; PMID:26242746; PMCID:PMC4918310; DOI:10.1038/ncomms8792	human; mouse	human monocytes and CD163-transfected CHO cells; CD163-null mouse ischemic hindlimb and satellite/myogenic progenitor models	TWEAK binding/competition, anti-CD163 blockade, flow cytometry and immunofluorescence; CD163 deletion, TWEAK blockade or administration, p65/NICD readouts and regeneration assays	ligand_scavenging_or_decoy_binding	ligand_receptor_binding_or_activation;downstream_pathway_function	TWEAK/Fn14 -> canonical NF-kB and Notch in ischemic muscle; soluble CD163 regulates TWEAK availability as a decoy	medium	Direct TWEAK-CD163 binding and CD163-dependent TWEAK sequestration are reported, but CD163 is primarily supported as a scavenger/soluble decoy rather than a signaling receptor. The mouse NF-kB/Notch and regeneration results are TWEAK/Fn14 outputs modulated by CD163 loss, not a CD163-proximal relay. No SCI-specific experiment or terminal TF assignment.	null
M20A-EXT-3334	Tnfsf12 Tnfrsf25	reviewed_unresolved	DOI:10.1016/S0960-9822(98)70204-0; PMID:11094155; DOI:10.1016/S0014-5793(00)02219-5; PMID:11728344; DOI:10.1016/S1074-7613(01)00232-1; PMID:11911831; DOI:10.1016/S1074-7613(02)00283-2	human; mouse	recombinant human and mouse TWEAK/APO3L; DR3/TNFRSF25-expressing and DR3-negative cell lines; DR3-knockout mouse-derived cells	initial APO3L/TWEAK-DR3 binding claim; later in-vitro binding, DR3-negative-cell response and DR3-knockout tests; separate Fn14 binding and TL1A-DR3 validation	historical_binding_claim_rejected_by_followup	ligand_receptor_binding_or_activation	TL1A/TNFSF15 -> DR3/TNFRSF25 -> NF-kB/costimulation; TWEAK -> Fn14/TNFRSF12A is a separate supported branch	low	The 1998 APO3L paper reported an early TWEAK-DR3 interaction, but later primary work found no TWEAK-DR3 binding and retained TWEAK responsiveness in DR3-negative and DR3-knockout systems; Fn14 was subsequently identified as the TWEAK receptor, while TL1A is the validated DR3 ligand. The historical claim is therefore not promoted to a direct edge, relay, or TF.	null
M20A-EXT-3335	Tnfsf12 Tnfrsf8	no_evidence_boundary	PMID:7527901; DOI:10.1016/0161-5890(94)90051-5; PMID:9620669; DOI:10.1002/jlb.63.6.752; https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf12%22+AND+%22tnfrsf8%22	human; mouse comparator	recombinant CD30L/TNFSF8-CD30/TNFRSF8 lymphoma and lymphocyte systems; no exact TWEAK-CD30 model	CD30L-CD30 binding and CD30 agonism/functional assays used as a cognate-family boundary; bounded exact-pair search for TWEAK and CD30	no_qualifying_exact_pair_evidence	none	CD30L/TNFSF8 -> CD30/TNFRSF8 -> TRAF2/NF-kB; TWEAK/Fn14 is a distinct ligand-receptor branch	low	No qualifying primary TWEAK-TNFRSF8 binding, activation, receptor reconstitution, or pair-specific function was located. CD30L/CD30 signaling and TNF-receptor family membership are not evidence for TWEAK binding to CD30; no relay or terminal TF assigned.	null
M20A-EXT-3337	Tnfsf13 Sdc2	reviewed_binding_only	PMID:15851487; PMCID:PMC2213192; DOI:10.1084/jem.20042309; PMID:16357320; PMCID:PMC1895754; DOI:10.1182/blood-2005-01-0256	human	human Jurkat cells ectopically expressing syndecans/glypicans; syndecan-1-positive plasma cells; SDC2/TACI expression-cloning and reporter systems	APRIL-Fc binding to glycosaminoglycan-rich proteoglycan-expressing cells with heparin/heparitinase controls; separate SDC2-TACI binding, co-immunoprecipitation and NFAT reporter assays	proteoglycan_binding_or_presentation	ligand_receptor_binding_or_activation	APRIL binding to heparan-sulfate proteoglycans can present/oligomerize APRIL for TACI/BCMA; SDC2-specific intracellular relay is unresolved	low-medium	The primary APRIL study supports heparan-sulfate/proteoglycan binding and uses syndecan expression, but does not establish a unique SDC2 core-protein epitope or a coupled APRIL-SDC2-TACI experiment; the strongest native example is SDC1. The SDC2 study directly tests SDC2-TACI, not APRIL-SDC2. No downstream pathway or terminal TF is assigned to the submitted pair.	null
M20A-EXT-3338	Tnfsf13 Tnfrsf11b	no_evidence_boundary	PMID:10801128; DOI:10.1038/35010115; PMID:15851487; PMCID:PMC2213192; DOI:10.1084/jem.20042309; PMID:11426018; DOI:10.1093/rheumatology/40.6.623; https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13%22+AND+%22tnfrsf11b%22	human; mouse comparator	APRIL/BAFF primary B-cell systems and OPG/RANKL osteoclast/arthritic-joint systems; no exact APRIL-OPG model	APRIL binding/activation of TACI and BCMA; OPG/RANKL decoy-receptor studies used as receptor-family boundary	no_qualifying_exact_pair_evidence	none	APRIL -> TACI/BCMA and RANKL/TNFSF11 -> OPG/TNFRSF11B are distinct ligand-receptor systems	low	No qualifying exact APRIL-TNFRSF11B binding, activation, reconstitution, or pair-specific function was located. OPG is a decoy receptor for RANKL, and APRIL/TACI/BCMA evidence cannot be transferred to OPG; no receptor-proximal relay or terminal TF.	null
M20A-EXT-3339	Tnfsf13 Tnfrsf14	no_evidence_boundary	PMID:10801128; DOI:10.1038/35010115; PMID:29616048; https://pubmed.ncbi.nlm.nih.gov/29616048/; https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13%22+AND+%22tnfrsf14%22	human; mouse comparator	APRIL/BAFF primary B-cell systems and LIGHT/TNFSF14-HVEM fibroblast/immune systems; no exact APRIL-HVEM model	APRIL-TACI/BCMA and LIGHT-HVEM/LTBR binding and functional studies used as family boundaries	no_qualifying_exact_pair_evidence	none	APRIL -> TACI/BCMA; LIGHT/TNFSF14 -> HVEM/TNFRSF14 or LTBR	low	No qualifying primary APRIL-TNFRSF14 binding, activation, receptor reconstitution, or pair-specific function was located. HVEM/LIGHT pathway evidence, shared TNF-superfamily membership, and expression do not establish APRIL-HVEM interaction; no relay or terminal TF.	null
M20A-EXT-3340	Tnfsf13 Tnfrsf1a	no_evidence_boundary	PMID:10801128; DOI:10.1038/35010115; https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13%22+AND+%22tnfrsf1a%22	human; mouse comparator	APRIL/BAFF primary B-cell systems and TNF/TNFR1 comparator systems; no exact APRIL-TNFR1 model	APRIL-TACI/BCMA binding and TNF-TNFR1 studies used as ligand-receptor family boundaries	no_qualifying_exact_pair_evidence	none	APRIL -> TACI/BCMA; TNF/TNFSF2 -> TNFRSF1A/TNFR1	low	No qualifying primary APRIL-TNFRSF1A binding, activation, receptor reconstitution, or pair-specific function was located. TNF-TNFR1 signaling and generic TNFR-family pathway membership cannot be transferred to APRIL; no relay or terminal TF.	null
M20A-EXT-3341	Tnfsf13b Cd40	no_evidence_boundary	PMID:10801128; DOI:10.1038/35010115; PMID:11429548; DOI:10.1038/89782; PMID:8790394; PMCID:PMC38492; DOI:10.1073/pnas.93.18.9699; https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13b%22+AND+%22cd40%22	human; mouse comparator	BAFF/TACI-BCMA-BAFF-R primary B-cell systems and CD40/CD40L lymphocyte systems; no exact BAFF-CD40 model	BAFF receptor binding and CD40-TRAF2/NF-kB studies used as separate cognate boundaries	no_qualifying_exact_pair_evidence	none	BAFF -> BAFF-R/TNFRSF13C, TACI/TNFRSF13B or BCMA/TNFRSF17; CD40L/TNFSF5 -> CD40/CD40	low	No qualifying primary BAFF-CD40 binding, activation, receptor reconstitution, or pair-specific function was located. CD40 signaling through TRAF2 and BAFF signaling through its cognate receptors are separate evidence layers; no direct edge, relay, or terminal TF is assigned.	null
M20A-EXT-3342	Tnfsf13b Tfrc	no_evidence_boundary	PMID:10801128; DOI:10.1038/35010115; PMID:11800564; DOI:10.1006/jmbi.2001.5048; PMID:10556042; DOI:10.1006/jmbi.1999.3252; https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13b%22+AND+%22tfrc%22	human; mouse comparator	BAFF/TACI-BCMA-BAFF-R B-cell systems and transferrin/TfR1/HFE biochemical and cell-uptake systems; no exact BAFF-TfR1 model	BAFF receptor assays and transferrin/TfR1 binding/competition used as separate family boundaries	no_qualifying_exact_pair_evidence	none	BAFF -> BAFF-R/TACI/BCMA; transferrin -> TfR1/Tfrc-mediated iron uptake	low	No qualifying primary BAFF-TFRC binding, activation, receptor reconstitution, or pair-specific function was located. Transferrin/TfR1 and HFE/TfR1 complex biology is not evidence for BAFF-TfR1; no relay or terminal TF.	null
M20A-EXT-3343	Tnfsf4 Traf2	no_evidence_boundary	PMID:8076595; DOI:10.1002/j.1460-2075.1994.tb06715.x; PMID:21282629; PMCID:PMC3041086; https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf4%22+AND+%22traf2%22	human; mouse comparator	OX40L/TNFSF4-OX40/TNFRSF4 T-cell systems and TRAF2-containing receptor signalosome studies; no exact TNFSF4-TRAF2 extracellular model	OX40L-OX40 binding and OX40-associated TRAF2/NF-kB signaling used to separate ligand-receptor and adaptor layers	no_qualifying_exact_pair_evidence	none	OX40L/TNFSF4 -> OX40/TNFRSF4 -> TRAF2/RIP/IKK/NF-kB	low	TRAF2 is an intracellular adaptor recruited by ligated TNFRSF receptors, not the extracellular receptor for TNFSF4. No primary TNFSF4-TRAF2 direct interaction or pair-specific ligand-to-adaptor assay was located; no terminal TF assigned.	null
