evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5660	M20A-EXT-3181	sostdc1 lrp4	M21A-REUSE-2753	medium-high	high	PMID:19116665; PMID:28694256	Exact extracellular SOSTDC1-LRP4 anchor/coreceptor to Wnt/BMP integration and developmental function supports qualified-high promotion; preserve unresolved LRP4 cytoplasmic relay and no direct SOSTDC1-Shh claim.	true	true	false
M21A-PAIR-EVID-5661	M20A-EXT-3183	sostdc1 lrp6	M21A-REUSE-2754	medium	high	PMID:30776499; PMCID:PMC6458996; DOI:10.1016/j.bone.2019.02.012	Exact extracellular SOSTDC1-LRP6 binding and Wnt/BMP attenuation function supports qualified-high promotion; preserve mouse osteoblast/myeloma-contact context and no defined intracellular relay or TF.	true	true	false
M21A-PAIR-EVID-5662	M20A-EXT-3187	spint1 st14	M21A-REUSE-2755	medium-high	high	PMID:19389929; PMCID:PMC2684167	Exact extracellular SPINT1-ST14/matriptase inhibitor-protease function supports qualified-high promotion; preserve protease/PAR2-p38 substrate-control topology and do not call it a canonical kinase receptor.	true	true	false
M21A-PAIR-EVID-5663	M20A-EXT-3189	spon1 app	M21A-REUSE-2756	medium-high	high	PMID:16227578	Exact full-length F-spondin bridge to APP plus ApoER2/LRP8 receptor-complex trafficking and processing function supports qualified-high promotion; preserve APP/LRP8 context and no generic TF relay.	true	true	false
M21A-PAIR-EVID-5664	M20A-EXT-3190	spon1 lrp8	M21A-REUSE-2757	medium-high	high	PMID:16227578	Exact F-spondin-LRP8/ApoER2 contact within the APP receptor complex supports qualified-high promotion; preserve trafficking/APP-processing scope and unresolved unique LRP8 cytoplasmic relay.	true	true	false
M21A-PAIR-EVID-5665	M20A-EXT-3191	spon2 itgam	M21A-REUSE-2758	medium-high	high	PMID:16105980; PMCID:PMC1895097; DOI:10.1182/blood-2005-04-1658; PMID:19153605; DOI:10.1091/mbc.9.6.1425; PMID:30869196; PMCID:PMC6484411; DOI:10.1111/jcmm.14236	Exact mindin/Mac-1 alphaM-beta2 complex relay/function supports qualified-high promotion; preserve ITGAM as a subunit, Syk/MAPK macrophage context, and no generic RELA/TF claim.	true	true	false
M21A-PAIR-EVID-5666	M20A-EXT-3192	spon2 itgb2	M21A-REUSE-2759	medium-high	high	PMID:16105980; PMCID:PMC1895097; DOI:10.1182/blood-2005-04-1658; PMID:19153605; DOI:10.1091/mbc.9.6.1425; PMID:30869196; PMCID:PMC6484411; DOI:10.1111/jcmm.14236	Exact mindin/Mac-1 alphaM-beta2 complex relay/function supports qualified-high promotion; preserve ITGB2 as a subunit, macrophage Syk/MAPK context, and no generic RELA/TF claim.	true	true	false
M21A-PAIR-EVID-5667	M20A-EXT-3194	spp1 cd44	M21A-REUSE-2760	medium-high	high	PMID:34070790; PMID:17332338	Exact OPN-CD44 variant binding plus beta1-integrin cooperation and FAK/integrin motility function supports qualified-high promotion; preserve CD44 isoform and integrin coreceptor context.	true	true	false
M21A-PAIR-EVID-5669	M20A-EXT-3196	spp1 itga5_itgb1	M21A-REUSE-2762	medium-high	high	PMID:10673366; DOI:10.1006/bbrc.1999.2032	Exact OPN-alpha5beta1 binding/adhesion function supports qualified-high promotion; preserve the heterodimer and RGD/processed-ligand context and do not infer a kinase or TF branch.	true	true	false
M21A-PAIR-EVID-5670	M20A-EXT-3197	spp1 itga8_itgb1	M21A-REUSE-2763	medium-high	high	PMID:9614184; PMCID:PMC25364; DOI:10.1091/mbc.9.6.1425	Exact OPN-alpha8beta1 binding/adhesion and kidney-morphogenesis function supports qualified-high promotion; preserve the heterodimer and developmental context without a unique relay or TF claim.	true	true	false
M21A-PAIR-EVID-5671	M20A-EXT-3198	spp1 itga9_itgb1	M21A-REUSE-2764	medium-high	high	PMID:19417209; DOI:10.1182/blood-2009-01-197988; PMID:34070790	Exact thrombin-cleaved OPN-alpha9beta1 binding and hematopoietic migration/retention function supports qualified-high promotion; preserve processed ligand and cell context and do not infer a kinase/TF branch.	true	true	false
M21A-PAIR-EVID-5672	M20A-EXT-3199	spp1 itgav_itgb1	M21A-REUSE-2765	medium-high	high	PMID:7592829; DOI:10.1074/jbc.270.44.26232; PMID:10861844	Exact OPN-alphaVbeta1 binding/adhesion and qualified migration function supports qualified-high promotion; preserve integrin-dependent context and no terminal TF claim.	true	true	false
