review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-0227	col4a5 itga2_itgb1	Col4a5 ITGA2_ITGB1		M21A-PAIR-EVID-282	https://pubmed.ncbi.nlm.nih.gov/9699516/; https://pubmed.ncbi.nlm.nih.gov/11572855/	human	human/recombinant alpha2beta1 and collagen-IV fragments	adhesion and I-domain assays	collagen-IV-family-alpha2beta1 binding	ligand_receptor_binding_or_activation	alpha2beta1 collagen-IV adhesion	low		reviewed_binding_only	Native collagen-IV/fragments were not resolved to COL4A5; no downstream relay.
M20A-EXT-0228	col4a5 itga3_itgb1	Col4a5 ITGA3_ITGB1		M21A-PAIR-EVID-283	https://pubmed.ncbi.nlm.nih.gov/10229657/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2390958/	human	PC-3 cells and podocytes on collagen-IV matrices	adhesion, blockade and immunoprecipitation	collagen-IV matrix-alpha3beta1 adhesion	ligand_receptor_binding_or_activation	alpha3beta1 collagen-IV adhesion	low		reviewed_binding_only	Native network or alpha3-chain domains, not isolated COL4A5; no relay.
M20A-EXT-0229	col4a5 itga9_itgb1	Col4a5 ITGA9_ITGB1		M21A-PAIR-EVID-284	https://pubmed.ncbi.nlm.nih.gov/11572855/; https://pubmed.ncbi.nlm.nih.gov/7493650/	human/bovine	collagen-receptor comparisons	affinity and subtype-binding assays	no exact COL4A5-alpha9beta1 interaction recovered	ligand_receptor_binding_or_activation	alpha9beta1 ECM adhesion candidate	low		reviewed_unresolved	No chain-resolved COL4A5 or collagen-IV alpha9beta1 evidence.
M20A-EXT-0230	col4a5 itgav_itgb8	Col4a5 ITGAV_ITGB8		M21A-PAIR-EVID-285	https://pubmed.ncbi.nlm.nih.gov/27033701/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7328133/	human	recombinant alphaVbeta8 and latent-TGFbeta assays	ligand-specificity and latent-TGFbeta activation	alphaVbeta8-latent-TGFbeta activation, not COL4A5 binding	ligand_receptor_binding_or_activation	alphaVbeta8 latent-TGFbeta branch	low		reviewed_unresolved	No collagen-IV or COL4A5 interaction demonstrated.
M20A-EXT-0231	col4a5 sdc1	Col4a5 Sdc1		M21A-PAIR-EVID-286	https://pubmed.ncbi.nlm.nih.gov/7949658/; https://doi.org/10.1093/glycob/4.3.327	human/mouse	human collagen-IV preparations; murine SDC1	affinity co-electrophoresis	native collagen-IV-family-SDC1 association	ligand_receptor_binding_or_activation	SDC1 collagen-IV matrix association	low		reviewed_unresolved	Binding was to collagen-IV material, not isolated COL4A5; no relay.
M20A-EXT-0232	col4a6 cd44	Col4a6 Cd44		M21A-PAIR-EVID-287	https://pubmed.ncbi.nlm.nih.gov/32236637/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4788096/	human/mouse	CD44 studies with HA/BMP or collagen-family context	exact-pair search; no qualifying assay	no exact COL4A6-CD44 interaction recovered	ligand_receptor_binding_or_activation	CD44 matrix-adhesion candidate	low		reviewed_unresolved	CD44 signaling evidence concerns HA or other matrix ligands.
M20A-EXT-0233	col4a6 gp6	Col4a6 Gp6		M21A-PAIR-EVID-288	https://pubmed.ncbi.nlm.nih.gov/18231936/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3890855/	human/mouse	platelet GPVI assays with fibrillar collagen I/II and collagen-IV-family preparations	platelet adhesion and receptor-blocking assays	no chain-resolved COL4A6-GPVI activation	ligand_receptor_binding_or_activation	GPVI-FcRgamma-Syk-PLCgamma2 platelet branch	low		reviewed_unresolved	GPVI evidence is mainly fibrillar collagen I/II; collagen-IV binding is disputed and not COL4A6-specific.
M20A-EXT-0234	col4a6 itga10_itgb1	Col4a6 ITGA10_ITGB1		M21A-PAIR-EVID-289	https://pubmed.ncbi.nlm.nih.gov/11572855/; https://pmc.ncbi.nlm.nih.gov/articles/PMC5380659/	human	recombinant alpha10beta1 domains; collagen-IV/VI toolkit	collagen-family binding assays	collagen-IV-family-alpha10beta1 binding	ligand_receptor_binding_or_activation	alpha10beta1 basement-membrane collagen adhesion	low		reviewed_binding_only	Native collagen-IV or fragments were not chain-resolved; no relay.
M20A-EXT-0235	col4a6 itga11_itgb1	Col4a6 ITGA11_ITGB1		M21A-PAIR-EVID-290	https://pmc.ncbi.nlm.nih.gov/articles/PMC10404678/; https://pmc.ncbi.nlm.nih.gov/articles/PMC5380659/	human	recombinant alpha11beta1 and collagen-IV assemblies	purified integrin binding	collagen-IV-family-alpha11beta1 association	ligand_receptor_binding_or_activation	alpha11beta1 collagen-ECM adhesion	low		reviewed_binding_only	Multichain assemblies were used; isolated COL4A6 and signaling were not tested.
M20A-EXT-0236	col4a6 itga1_itgb1	Col4a6 ITGA1_ITGB1		M21A-PAIR-EVID-291	https://pubmed.ncbi.nlm.nih.gov/9699516/; https://pubmed.ncbi.nlm.nih.gov/9139675/	human	recombinant alpha1beta1 and collagen-IV fragments	adhesion and I-domain assays	collagen-IV-family-alpha1beta1 binding	ligand_receptor_binding_or_activation	alpha1beta1 collagen-IV adhesion	low		reviewed_binding_only	Fragment/network binding was not assigned to COL4A6.
