review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-0206	b-endorphin-pomc oprk1	b-Endorphin-POMC Oprk1		M21A-PAIR-EVID-734	PMID:8380443; PMID:3001726	rat	fetal rat brain cell aggregates; rat/human brain opioid membranes	beta-endorphin dose response with mu- and kappa-antagonist blockade; radioligand competition in solubilized brain receptor preparations	mixed opioid-receptor functional response; exact OPRK1 relay unresolved	downstream_pathway_function	opioid receptor antagonist-sensitive inhibition of DNA synthesis	low		reviewed_unresolved	The aggregate-culture effect required combined mu/kappa blockade and did not isolate OPRK1; beta-endorphin binding in solubilized brain was predominantly mu-like and kappa sites were not labeled. No exact OPRK1 reconstitution or second-messenger assay was located.
M20A-CELLCHAT-REMAINING-0207	b-endorphin-pomc oprm1	b-Endorphin-POMC Oprm1	M21A-REUSE-0459	M21A-PAIR-EVID-735	PMID:9689128; PMID:23348513	human; zebrafish; recombinant/heterologous systems	OPRM1-transfected/heterologous cells and zebrafish embryos	receptor binding/variant assay; receptor-dependent GIRK activity; zebrafish Oprm1 knockdown and developmental perturbation	mature beta-endorphin binding and OPRM1-dependent Gi/o signaling	receptor_proximal_relay	OPRM1/Gi-o → GIRK and neuronal inhibitory signaling	high		reviewed_relay_candidate	POMC is the precursor; mature beta-endorphin is the tested ligand. Affinity and potency depend on species and OPRM1 variant; developmental expression effects were not treated as direct intracellular relay evidence. Module 21A relay/function promotion batch057 (2026-09-02): evidence tier raised to high for the exact, context-bounded receptor, uptake, trafficking, or adhesion packet; upstream Module 20A confidence, evidence-layer scope, terminal-TF status, and SCI transfer remain unchanged.
M20A-CELLCHAT-REMAINING-0208	bag6 ncr3-ps	Bag6 Ncr3-ps		M21A-PAIR-EVID-736	PMID:24133212; PMID:28782088	human; mouse	NK-cell and receptor-expression literature	BAG6/NKp30 ligand studies and species/pseudogene audit; no functional Ncr3-ps receptor assay	invalid or nonfunctional receptor notation; human BAG6–NCR3 evidence is not transferable to Ncr3-ps	ligand_receptor_binding_or_activation	NK-cell recognition; exact Ncr3-ps branch absent	low		reviewed_unresolved	BAG6 is a human NKp30/NCR3 ligand, but the submitted Ncr3-ps token denotes a species-specific pseudogene/loss-of-function context. No exact functional Bag6–Ncr3-ps edge was established.
M20A-CELLCHAT-REMAINING-0226	bst2 pira2	Bst2 Pira2		M21A-PAIR-EVID-737	https://pubmed.ncbi.nlm.nih.gov/?term=BST2+PIRA2; https://europepmc.org/search?query=BST2%20PIRA2	mouse; human	no exact submitted-pair model	exact-pair PubMed/PMC/publisher search; no qualifying receptor assay located	no qualifying exact binding, receptor activation, or receptor-dependent function	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	BST2/tetherin and PIR-family biology were found separately; family-level or expression-only evidence was not transferred to BST2–PIRA2.
M20A-CELLCHAT-REMAINING-0229	cadm1 cadm1	Cadm1 Cadm1		M21A-PAIR-EVID-738	PMID:22438059; PMCID:PMC3400039; PMID:24465823	human	HMC-1 and primary human lung mast cells; airway smooth-muscle co-culture	CADM1 isoform overexpression/knockdown; cell aggregation and adhesion assays; biochemical/cellular adhesion model	direct homophilic CADM1 adhesion	ligand_receptor_binding_or_activation	CADM1 homophilic cell-cell adhesion	medium		reviewed_binding_only	The evidence supports homophilic adhesion and adhesion-associated mast-cell survival/Kit/F-actin changes, but does not resolve a distinct downstream kinase relay or terminal TF.
M20A-CELLCHAT-REMAINING-0230	cadm1 nectin3	Cadm1 Nectin3	M21A-REUSE-0460	M21A-PAIR-EVID-739	PMID:22703826; PMID:24465823; PMCID:PMC3631237	human; rat	mast cells with dorsal-root-ganglion neurons; human mast cells and airway smooth-muscle models	neutralizing anti-nectin-3; adhesion and calcium-response assays; CADM1 modulation and adhesion perturbation	heterophilic CADM1–nectin-3 adhesion with receptor-associated cellular output	downstream_pathway_function	cell-cell adhesion → mast-cell attachment and neurite-evoked Ca2+ response	high		reviewed_function_only	The direct adhesion assignment is supported in the tested mast-cell/neurite context, but the intracellular Ca2+ relay was not molecularly resolved and no terminal TF was measured. Module 21A relay/function promotion batch057 (2026-09-02): evidence tier raised to high for the exact, context-bounded receptor, uptake, trafficking, or adhesion packet; upstream Module 20A confidence, evidence-layer scope, terminal-TF status, and SCI transfer remain unchanged.
M20A-CELLCHAT-REMAINING-0231	cadm3 cadm3	Cadm3 Cadm3	M21A-REUSE-0461	M21A-PAIR-EVID-740	PMID:37022761; https://rupress.org/jcb/article/222/6/e202204098/214005	zebrafish; mouse/human CADM-family context	zebrafish retinal neuroepithelial cells	Cadm3 homophilic interaction and ectopic-expression/adhesion perturbations in retinal neuroepithelial cells	direct homophilic CADM3 adhesion linked to epithelial proliferation	downstream_pathway_function	CADM3 adhesion → retinal neuroepithelial cell proliferation	high		reviewed_function_only	The study supports homophilic adhesion and a proliferation phenotype, but does not identify a receptor-proximal intracellular relay or terminal TF; species and tissue context are specific. Module 21A relay/function promotion batch057 (2026-09-02): evidence tier raised to high for the exact, context-bounded receptor, uptake, trafficking, or adhesion packet; upstream Module 20A confidence, evidence-layer scope, terminal-TF status, and SCI transfer remain unchanged.
M20A-CELLCHAT-REMAINING-0232	cadm3 cadm4	Cadm3 Cadm4	M21A-REUSE-0462	M21A-PAIR-EVID-741	PMID:30585357; PMID:27658374; PMCID:PMC5073025	mouse; rat; human-family models	DRG neuron–Schwann-cell myelinating cultures; peripheral nerve models	CADM3/CADM4 adhesion context; Cadm3 knockdown/overexpression; myelination and PI3K/Akt/ErbB3 readouts	heterophilic CADM3–CADM4 adhesion linked to axon–glia myelination	downstream_pathway_function	axon–Schwann adhesion → ErbB3/PI3K-Akt-associated myelination	high		reviewed_function_only	Direct CADM3–CADM4 recognition and myelination are supported, but the reported PI3K/Akt and ErbB3 effects were not shown as a complete CADM3–CADM4 receptor-proximal relay; no terminal TF was measured. Module 21A relay/function promotion batch057 (2026-09-02): evidence tier raised to high for the exact, context-bounded receptor, uptake, trafficking, or adhesion packet; upstream Module 20A confidence, evidence-layer scope, terminal-TF status, and SCI transfer remain unchanged.
M20A-CELLCHAT-REMAINING-0233	cadm3 epb41l1	Cadm3 Epb41l1		M21A-PAIR-EVID-742	https://pubmed.ncbi.nlm.nih.gov/?term=CADM3+EPB41L1; https://europepmc.org/search?query=CADM3%20EPB41L1	human; mouse	no exact submitted-pair model	exact-pair PubMed/PMC/publisher search; intracellular scaffold audit	intracellular scaffold association is not an extracellular ligand-receptor edge	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	EPB41L1 is an intracellular cytoskeletal/scaffold protein. No exact extracellular CADM3–EPB41L1 binding, receptor activation, or receptor-dependent function was established.
M20A-CELLCHAT-REMAINING-0234	cadm3 nectin3	Cadm3 Nectin3		M21A-PAIR-EVID-743	https://pubmed.ncbi.nlm.nih.gov/?term=CADM3+NECTIN3; https://europepmc.org/search?query=CADM3%20NECTIN3	human; mouse	no exact submitted-pair model	exact-pair PubMed/PMC/publisher search; family and nectin-comparator audit	no qualifying exact CADM3–nectin-3 binding or receptor-dependent function	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	Nectin-3 interactions with CADM1 and other nectin-family partners were not transferred to CADM3. No qualifying exact-pair assay was located.
