review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-1703	Fn1 Flt4	no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=FN1+FLT4;https://europepmc.org/search?query=FN1%20FLT4	unknown; exact-pair primary evidence not located	no exact validated model	Exact FN1/FLT4 and fibronectin/VEGFR3 searches across PubMed, PMC, publisher pages, and pathway leads; no qualifying pair-specific assay located	no qualifying exact molecular edge	no_evidence_boundary	FN1 matrix and VEGFC-FLT4/VEGFR3 signaling are separate branches; exact FN1-FLT4 relay not established	low	Endothelial fibronectin or VEGFR3 pathway co-occurrence is not direct FN1-FLT4 binding or activation. VEGFC-FLT4 evidence and integrin-mediated FN signaling were not transferred; no downstream or TF endpoint found.	null
M20A-EXT-1704	Fn1 Il17rc	no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=FN1+IL17RC;https://europepmc.org/search?query=FN1%20IL17RC	unknown; exact-pair primary evidence not located	no exact validated model	Exact FN1/IL17RC and fibronectin/IL-17 receptor searches with aliases and fibrosis comparators; no qualifying pair-specific assay located	no qualifying exact molecular edge	no_evidence_boundary	IL-17A/F-IL17RA/IL17RC inflammatory signaling and FN1 matrix remodeling remain separate; exact FN1-IL17RC relay not established	low	Fibronectin expression changes after IL-17 perturbation do not establish FN1 as an IL17RC ligand or co-receptor. No direct binding, receptor activation, exact perturbation, downstream pathway, or TF endpoint was found.	null
M20A-EXT-1705	Fn1 Itga2	no_evidence_boundary	PMID:16928957;PMID:2019571;https://pubmed.ncbi.nlm.nih.gov/?term=FN1+ITGA2	mouse; human comparator integrin systems	endothelial and platelet/cell-adhesion comparator systems	Flow- and peptide-based integrin specificity assays; alpha2beta1 activation was observed on collagen but not fibronectin, while FN binding was assigned to other integrins; no exact FN-alpha2beta1 positive assay located	no qualifying exact FN1-alpha2-containing molecular edge	no_evidence_boundary	FN1-alpha5beta1/alphavbeta3 versus collagen-alpha2beta1 specificity boundary; exact FN1-ITGA2 relay unresolved	low	The cited studies distinguish collagen-alpha2beta1 from fibronectin-binding integrins. Alpha2beta1 expression or generic integrin signaling cannot substitute for a direct FN1-alpha2beta1 edge; no downstream or TF endpoint was found.	null
M20A-EXT-1706	Fn1 Itga6	no_evidence_boundary	PMID:8687101;PMID:14720507;https://pubmed.ncbi.nlm.nih.gov/?term=FN1+ITGA6	human	bladder cancer cells and human microvascular endothelial comparator systems	Cell adhesion and integrin-blocking assays; alpha6beta1 was assigned to laminin adhesion, whereas FN adhesion was mediated by other integrins; no exact FN-alpha6beta1 positive assay located	no qualifying exact FN1-alpha6-containing molecular edge	no_evidence_boundary	Laminin-alpha6beta1 versus FN-alpha5beta1/other integrin adhesion specificity; exact FN1-ITGA6 relay unresolved	low	The available primary assays support alpha6beta1-laminin rather than alpha6beta1-fibronectin binding. Shared beta1 usage and matrix adhesion are not direct evidence for FN1-ITGA6; no downstream or TF endpoint was found.	null
M20A-EXT-1707	Fn1 Itga9	reviewed_relay_candidate	PMID:19686679;PMCID:PMC2747264;DOI:10.1016/j.devcell.2009.06.017	human; mouse	primary human lymphatic endothelial cells and mouse embryonic lymphatic valve models	FN-EIIIA deposition and integrin-alpha9 deletion/blockade; anti-EIIIA or anti-alpha9beta1 inhibition; FN fibril assembly and valve morphogenesis readouts	direct FN-EIIIA-alpha9beta1 binding with integrin-dependent matrix assembly and developmental function	ligand_receptor_binding_or_activation;downstream_pathway_function	FN-EIIIA-alpha9beta1 -> FN fibril assembly -> lymphatic valve morphogenesis	high	The direct receptor is alpha9beta1 rather than ITGA9 alone. The study is isoform- and developmental-context dependent; matrix assembly and valve phenotypes do not define a kinase cascade or terminal TF.	null
M20A-EXT-1708	Fn1 Mag	reviewed_binding_only	PMID:11423128;DOI:10.1016/S0014-5793(01)02566-2	rat; mouse; human FN/MAG comparator material	NG108-15 and N2A neuroblastoma cells; rat brain and spinal-cord extracts; recombinant MAG-Fc affinity material	MAG-Fc affinity precipitation, microsequencing, Western validation, and isolation of FN isoforms from neural tissues	direct extracellular FN-MAG binding partner association	ligand_receptor_binding_or_activation	FN-MAG extracellular adhesion/recognition branch; intracellular relay not isolated	medium-high	The study supports a biochemical/affinity association and does not establish MAG-triggered intracellular signaling, a canonical receptor-proximal kinase, SCI-specific function, or a terminal TF. Isoform and neural-tissue context limit transfer.	null
M20A-EXT-1709	Fn1 Nt5e	no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=FN1+NT5E;https://europepmc.org/search?query=FN1%20NT5E	unknown; exact-pair primary evidence not located	no exact validated model	Exact FN1/CD73/NT5E searches across PubMed, PMC, publisher pages, and ECM receptor leads; no qualifying direct-pair assay located	no qualifying exact molecular edge	no_evidence_boundary	FN1 integrin/ECM signaling and NT5E/CD73 extracellular AMP-to-adenosine metabolism remain separate	low	CD73 expression, enzymatic activity, or broad ECM association does not establish direct FN1-NT5E binding or an NT5E-proximal FN1 relay. No exact pair perturbation, downstream pathway, or TF endpoint was found.	null
M20A-EXT-1710	Fn1 Plaur	reviewed_function_only	PMID:10087270	human	uPAR-expressing HEK293 cells and human vascular smooth-muscle cells	uPAR/caveolin disruption and uPAR-binding peptide perturbation; beta1-integrin/Src-complex analysis; migration on fibronectin	uPAR-dependent beta1-integrin/caveolin cross-talk modulates fibronectin adhesion and migration; direct FN1-uPAR binding not demonstrated	receptor_proximal_relay;downstream_pathway_function	uPAR-CAV1-beta1 integrin-Src organization -> adhesion/migration on FN1	medium	The study supports a uPAR-regulated integrin relay in cells on fibronectin, not purified direct FN1-PLAUR binding or FN1-triggered uPAR activation. The beta1 alpha partner and downstream TF endpoint were not resolved.	null
M20A-EXT-1711	Fn1 Robo4	reviewed_relay_candidate	PMID:16481322;PMID:22241990;PMCID:PMC3252370	human; zebrafish; mouse comparator endothelial systems	primary human lung lymphatic endothelial cells, zebrafish endothelial models, and Robo4-transfected cells	Robo4 extracellular-domain/FN-domain structure-function and adhesion assays; FN stimulation; Slit2/gp120, Robo4, alpha5beta1, c-Src/ERK, and permeability perturbations	context-dependent FN-Robo4 physical association/co-complex with alpha5beta1 and endothelial signaling output	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	FN-Robo4-alpha5beta1 -> c-Src/ERK and lymphatic endothelial barrier permeability	medium	Primary evidence supports a physical FN-Robo4 association and FN-domain-dependent endothelial context, but not a purified binary affinity measurement. The strongest relay includes alpha5beta1, Slit2, and HIV-1 gp120 conditions; no terminal TF was measured.	null
M20A-EXT-1712	Fn1 Sdc2	reviewed_function_only	PMID:20929862	human; mammalian fibroblast comparator systems	fibroblasts with tissue-transglutaminase/FN matrix; alpha5-null and beta1-blockade controls; syndecan-2 knockdown	Syndecan-2 knockdown, beta1-integrin blockade, TG2-FN matrix deposition, actin organization, and adhesion assays	SDC2-dependent TG2-FN matrix adhesion/deposition function; direct FN1-SDC2 binding not isolated	receptor_proximal_relay;downstream_pathway_function	TG2-FN matrix -> SDC4/SDC2-beta1 integrin/PKCalpha co-signaling -> focal adhesion and FN deposition	medium	The study identifies a TG2-FN heterocomplex and requires syndecan-2 for the compensatory matrix phenotype, but does not establish direct FN1-SDC2 binding or a standalone SDC2 receptor relay. No terminal TF endpoint was measured.	null
