evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1011	M20A-CELLCHAT-REMAINING-0553	gaba-gad1_slc6a13 gabr_a1b2g2	M21A-REUSE-0598	medium-high	high	PMID:8757254; PMCID:PMC6578878; DOI:10.1523/JNEUROSCI.16-17-05415.1996; PMID:7815361	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1012	M20A-CELLCHAT-REMAINING-0554	gaba-gad1_slc6a13 gabr_a1b3	M21A-REUSE-0599	medium	high	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:7815361	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1013	M20A-CELLCHAT-REMAINING-0555	gaba-gad1_slc6a13 gabr_a1b3g2	M21A-REUSE-0600	medium-high	high	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:16339017	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1014	M20A-CELLCHAT-REMAINING-0556	gaba-gad1_slc6a13 gabr_a2b3g2	M21A-REUSE-0601	medium-high	high	PMID:22711532; PMCID:PMC3425235; DOI:10.3389/fnmol.2012.00035; PMID:9370445	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1015	M20A-CELLCHAT-REMAINING-0557	gaba-gad1_slc6a13 gabr_a3b3e	M21A-REUSE-0602	medium	high	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1016	M20A-CELLCHAT-REMAINING-0558	gaba-gad1_slc6a13 gabr_a3b3g2	M21A-REUSE-0603	medium-high	high	PMID:20038526; PMCID:PMC2806416; DOI:10.1085/jgp.200910317; PMID:22319471	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1017	M20A-CELLCHAT-REMAINING-0559	gaba-gad1_slc6a13 gabr_a3b3q	M21A-REUSE-0604	medium	high	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001; PMID:16412217; PMCID:PMC1363348	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1018	M20A-CELLCHAT-REMAINING-0560	gaba-gad1_slc6a13 gabr_a4b2d	M21A-REUSE-0605	medium-high	high	PMID:18227274; DOI:10.1016/j.neuropharm.2007.11.011; PMID:22319471; PMCID:PMC3262152	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1019	M20A-CELLCHAT-REMAINING-0561	gaba-gad1_slc6a13 gabr_a4b3d	M21A-REUSE-0606	medium-high	high	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:12145096; PMCID:PMC1573424; PMID:22319471	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1020	M20A-CELLCHAT-REMAINING-0562	gaba-gad1_slc6a13 gabr_a4b3g2	M21A-REUSE-0607	medium-high	high	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:20176630; PMCID:PMC2872731	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
