review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0330	Cholesterol-DHCR7 Rorc	reviewed_unresolved	PMID:12467577; PMID:20203100; DOI:10.1016/S0969-2126(02)00912-7; DOI:10.1210/me.2009-0507	human protein; mouse/rodent pathway context	purified human RORα/RORγ ligand-binding domains; cell-based ROR reporter systems	X-ray ligand identification for RORα; RORγ coactivator AlphaScreen, ligand-bound structures, pocket-mutant reporter assays	sterol–ROR ligand evidence; composite enzyme/TF label unresolved	downstream_pathway_function	sterol sensing → RORC transcriptional activity	low	Cholesterol and hydroxycholesterols can bind or activate isolated ROR proteins, but no direct DHCR7–RORC complex or DHCR7-dependent cholesterol-to-RORC receptor assay was found; the CellChat composite does not establish a direct TF handoff.	—
M20A-CELLCHAT-REMAINING-0331	Cholesterol-LIPA Rora	reviewed_unresolved	PMID:12467577; DOI:10.1016/S0969-2126(02)00912-7	human protein; mammalian cell context	purified human RORα ligand-binding domain; RORα transcriptional reporter systems	X-ray ligand identification and cholesterol-responsive RORα activity; no LIPA manipulation	sterol–ROR ligand evidence; lysosomal enzyme/TF composite label unresolved	downstream_pathway_function	cholesterol homeostasis → RORA transcriptional activity	low	LIPA is a lysosomal acid lipase and was not shown to bind cholesterol as a receptor component or to form a LIPA–RORA signaling complex; RORα evidence is not evidence for the queued composite.	—
M20A-CELLCHAT-REMAINING-0332	Cholesterol-LIPA Rorc	reviewed_unresolved	PMID:20203100; DOI:10.1210/me.2009-0507	human protein; mammalian cell context	purified human RORγ ligand-binding domain; RORγ coactivator and reporter assays	cholesterol/hydroxycholesterol coactivator recruitment, crystal structures, RORγ pocket-mutant reporter assays	sterol–ROR ligand evidence; lysosomal enzyme/TF composite label unresolved	downstream_pathway_function	sterol sensing → RORC transcriptional activity	low	The primary study supports direct sterol–RORγ binding/activation but did not manipulate LIPA or establish a LIPA–RORC complex; no terminal TF assignment is made for the composite CellChat label.	—
M20A-CELLCHAT-REMAINING-0333	Clcf1 CNTFR_LIFR	reviewed_relay_candidate	PMID:11285233; PMCID:PMC145510; PMID:31700175; DOI:10.1038/78765	human; mouse; rat	CNTFR-expressing neuroblastoma/hepatoma cells; rat embryonic motor neurons; yeast-displayed/recombinant receptor complexes	composite CLC/CLCF1–CNTFRα formation; receptor competition and complex recruitment; gp130/LIFR/STAT3 phosphorylation; CNTFR blockade and motor-neuron survival assays	receptor-complex/pathway edge	receptor_proximal_relay	CNTFRα + gp130/LIFR → JAK/STAT3 and ERK → neuronal survival	medium-high	The strongest primary evidence is for CLCF1/CLC with CRLF1/CLF-1 or soluble CNTFRα as a composite ligand; the queued standalone CLCF1 token is therefore retained as a receptor-complex candidate, not an isolated ligand claim. STAT3 activation is directly measured in the matched receptor-complex assays.	STAT3
M20A-CELLCHAT-REMAINING-0334	Cldn1 Cldn1	reviewed_binding_only	PMID:18095722; PMID:21533891; PMCID:PMC4336547; DOI:10.1021/la702436x; DOI:10.1007/s00018-011-0680-z	mouse/human recombinant constructs	claudin-free HEK293 reconstitution; recombinant/single-molecule claudin-1 adhesion surfaces	single-molecule force spectroscopy; live-cell contact enrichment and claudin trans-interaction assays	homophilic trans cell-adhesion edge	ligand_receptor_binding_or_activation	Cldn1 homophilic trans interaction → tight-junction strand assembly/barrier	medium-high	This is direct claudin adhesion/oligomerization rather than receptor-proximal intracellular signaling; no kinase relay or terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0335	Cldn11 Cldn11	reviewed_binding_only	PMID:30734065; PMCID:PMC5240732; DOI:10.1016/j.bpj.2015.08.012	mouse; human tissue context	mouse brain endothelial bEND.3 cells; HEK293 and MDCK-II claudin reconstitution	live-cell trans-contact enrichment, FRET/cis interaction, FRAP, freeze-fracture and transcellular electrical-resistance assays	homophilic trans/cis tight-junction edge	ligand_receptor_binding_or_activation	Cldn11 homophilic oligomerization → tight-junction barrier	medium-high	The evidence is for homophilic claudin assembly and barrier function, not a signaling receptor; no intracellular pathway or terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0336	Cldn2 Cldn2	reviewed_function_only	PMCID:PMC3434516	mouse; human breast-cancer context	primary mouse hepatocytes; 4T1-derived and other breast-cancer metastatic cell populations	Cldn2 siRNA depletion in hepatocytes or tumor cells; rescue with claudin constructs; cell adhesion and in-vivo liver-metastasis assays	homophilic trans cell-adhesion functional edge	downstream_pathway_function	Cldn2–Cldn2 adhesion → tumor-cell/hepatocyte interaction and liver metastasis	medium	The study supports a functional Cldn2–Cldn2 adhesion mechanism through the first extracellular loop, but not a purified receptor-binding measurement or intracellular relay; no terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0337	Cldn3 Cldn3	reviewed_binding_only	PMID:21533891; PMCID:PMC4336547; DOI:10.1007/s00018-011-0680-z	mouse recombinant constructs	claudin-free HEK293 cells expressing Cldn3 fluorescent constructs	contact-enrichment imaging, FRET/cis-interaction analysis, freeze-fracture strand reconstitution and barrier assay	homophilic trans tight-junction edge	ligand_receptor_binding_or_activation	Cldn3 homophilic trans interaction → tight-junction strand/barrier	medium-high	Direct trans-interaction was measured in reconstituted cells; no receptor-proximal kinase relay or terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0338	Clec2d Klrb1	reviewed_relay_candidate	PMID:16339512; PMCID:PMC4041007	human; mouse orthology boundary	primary human NK cells and T/NKT-cell subsets; recombinant LLT1/CD161 systems	LLT1/CLEC2D–CD161/KLRB1 binding and receptor-dependent NK cytotoxicity/IFN-γ assays; TCR-costimulation experiments	direct ligand–receptor binding with receptor-dependent immune function	receptor_proximal_relay	CLEC2D/LLT1 → KLRB1/CD161 → NK/T-cell inhibitory or costimulatory response	medium	The exact human CLEC2D–KLRB1 pair is supported, but the lowercase mouse Klrb1 symbol is historically ambiguous and can denote NKR-P1G; mouse-family evidence was not transferred to the human pair. No terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0339	Clec2d Klrb1a	reviewed_unresolved	PMID:14990792; PMID:10229828; PMCID:PMC4041007	mouse	mouse NKR-P1 reporter cells and NK-cell receptor transfectants	Ocil/Clr-b transfectant binding and BWZ reporter assays across NKR-P1A/B/C/D; receptor cross-linking	negative receptor-pair boundary	ligand_receptor_binding_or_activation	no qualifying Clec2d–Klrb1a edge	low	Primary mouse assays support Clec2d/Clr-b binding to NKR-P1B/D, not NKR-P1A/Klrb1a; human CLEC2D–KLRB1 evidence is a different species/nomenclature context.	—
