evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1411	M20A-CELLCHAT-REMAINING-0970	glu-slc1a2_gls grin1_grin2a	M21A-REUSE-0946	medium-high	high	PMID:7476914; PMID:9463421; PMID:9625862	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1412	M20A-CELLCHAT-REMAINING-0971	glu-slc1a2_gls grin1_grin2b	M21A-REUSE-0947	medium-high	high	PMID:7476914; PMID:9463421; PMID:9380752; PMID:39085540	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1413	M20A-CELLCHAT-REMAINING-0972	glu-slc1a2_gls grin1_grin2c	M21A-REUSE-0948	medium-high	high	PMID:9463421; PMID:18635641; PMID:9380752	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1414	M20A-CELLCHAT-REMAINING-0973	glu-slc1a2_gls grin1_grin2d	M21A-REUSE-0949	medium-high	high	PMID:9463421; PMID:9625862; PMID:10835034	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1415	M20A-CELLCHAT-REMAINING-0974	glu-slc1a2_gls grm1	M21A-REUSE-0950	medium-high	high	PMID:11181420; PMID:11606768; PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1416	M20A-CELLCHAT-REMAINING-0975	glu-slc1a2_gls grm2	M21A-REUSE-0951	medium-high	high	PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1417	M20A-CELLCHAT-REMAINING-0976	glu-slc1a2_gls grm3	M21A-REUSE-0952	medium-high	high	PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1418	M20A-CELLCHAT-REMAINING-0977	glu-slc1a2_gls grm4	M21A-REUSE-0953	medium	high	PMID:12657674; PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1419	M20A-CELLCHAT-REMAINING-0978	glu-slc1a2_gls grm5	M21A-REUSE-0954	medium-high	high	PMID:11181420; PMID:25193666; PMID:37546908	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1420	M20A-CELLCHAT-REMAINING-0979	glu-slc1a2_gls grm6	M21A-REUSE-0955	medium	high	PMID:25193666; PMID:37546908; PMID:12657674	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
