evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1998	M20A-CELLCHAT-REMAINING-1596	ppy npy4r	M21A-REUSE-1280	medium-high	high	PMID:35507650; DOI:10.1038/s41586-022-04419-2	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2001	M20A-CELLCHAT-REMAINING-1599	pregnenolone-cyp11a1 nr1i2	M21A-REUSE-1281	medium-high	high	PMID:9489701; DOI:10.1016/S0092-8674(00)80900-9; PMID:15364541	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2003	M20A-CELLCHAT-REMAINING-1601	proc procr_f2r	M21A-REUSE-1283	medium-high	high	PMID:12586611; DOI:10.1182/blood-2002-12-3680; PMID:15665002; DOI:10.1074/jbc.M410381200	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2004	M20A-CELLCHAT-REMAINING-1602	proc procr_hsp90aa1	M21A-REUSE-1284	medium-high	high	PMID:35320720; DOI:10.1016/j.celrep.2022.110548	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2005	M20A-CELLCHAT-REMAINING-1603	progesterone-hsd3b1 catsper1_catsperb	M21A-REUSE-1285	medium-high	high	PMID:21412339; PMID:23530196; PMCID:PMC3914660	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2006	M20A-CELLCHAT-REMAINING-1604	progesterone-hsd3b1 catsper1_catsperd	M21A-REUSE-1286	medium-high	high	PMID:21412339; PMID:23530196; PMCID:PMC3914660	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2007	M20A-CELLCHAT-REMAINING-1605	progesterone-hsd3b1 catsper2_catsperb	M21A-REUSE-1287	medium-high	high	PMID:21412339; PMID:23530196; PMCID:PMC3914660	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2008	M20A-CELLCHAT-REMAINING-1606	progesterone-hsd3b1 catsper2_catsperd	M21A-REUSE-1288	medium-high	high	PMID:21412339; PMID:23530196; PMCID:PMC3914660	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2009	M20A-CELLCHAT-REMAINING-1607	progesterone-hsd3b1 catsper3_catsperb	M21A-REUSE-1289	medium	high	PMID:21412339; PMID:17227845; PMCID:PMC3914660	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-2010	M20A-CELLCHAT-REMAINING-1608	progesterone-hsd3b1 catsper3_catsperd	M21A-REUSE-1290	medium	high	PMID:21412339; PMID:17227845; PMCID:PMC3914660	Exact receptor-complex interaction and qualified receptor-proximal relay or bounded function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
