review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0355	Clec2g Klrb1b	reviewed_unresolved	PMID:14990792; PMID:21409442; PMCID:PMC4041007	mouse	mouse NKR-P1B/D reporter cells; 293T Clr transfectants	Clr-b/Clec2d-specific and broader Clr specificity panels with reporter/down-modulation readouts	no qualifying Clec2g/Clr-d–Klrb1b/NKR-P1B edge	ligand_receptor_binding_or_activation	no validated exact receptor-ligand edge	low	Mouse Klrb1b/NKR-P1B(D) is supported by Clec2d/Clr-b, whereas Clec2g/Clr-d belongs to the cluster-2 ligand panel recognized by NKR-P1F/G; family-level recognition was not transferred.	—
M20A-CELLCHAT-REMAINING-0356	Clec2g Klrb1c	reviewed_unresolved	PMID:21409442; PMID:19535641; PMCID:PMC4041007	mouse	mouse NKR-P1 reporter cells and 293T Clr transfectants	Clec2g/Clr-d/x specificity panels and NKR-P1C/Klrb1c receptor context; no qualifying exact pair assay	no qualifying Clec2g/Clr-d–Klrb1c/NKR-P1C interaction	ligand_receptor_binding_or_activation	no validated exact receptor-ligand edge	low	The primary panels assign Clr-d/x to NKR-P1F/G rather than NKR-P1C/Klrb1c; NKR-P1C ligand identity remains unresolved.	—
M20A-CELLCHAT-REMAINING-0357	Clec2g Klrb1f	reviewed_relay_candidate	PMID:21409442; PMID:19535641; PMCID:PMC4041007	mouse	293T Clr transfectants; NKR-P1F/Klrb1f reporter cells; mouse NK-cell receptor transfectants	Clec2g/Clr-d or Clr-d/x transfection; NKR-P1F reporter EGFP/down-modulation and receptor-specificity assays	direct ligand–receptor binding with activating receptor response	receptor_proximal_relay	Clec2g/Clr-d → NKR-P1F/Klrb1f → activating NK-receptor response	medium-high	The exact edge is supported in mouse reporter/down-modulation panels, but the intracellular adaptor/kinase chain and any terminal TF were not measured; Clr-d/x nomenclature is strain-dependent.	—
M20A-CELLCHAT-REMAINING-0358	Clec2h Klrb1	reviewed_relay_candidate	PMID:21409442; PMID:25382546; PMCID:PMC4041007	mouse/rat	mouse Clr transfectants and NKR-P1G/Klrb1g reporter context; rat NK-cell functional validation	Clec2h/Clr-f transfection with NKR-P1G/Klrb1 reporter response; redirected lysis/Ca2+ and Clr-transfectant inhibition in the conserved receptor system	direct ligand–receptor binding with inhibitory receptor response	receptor_proximal_relay	Clec2h/Clr-f → NKR-P1G/Klrb1g (queued Klrb1) → inhibitory NK-receptor response	medium	Mouse Klrb1 is the historically ambiguous NKR-P1G/Klrb1g symbol; the mouse reporter panel and cross-species functional study support the receptor family, but no terminal TF or complete phosphatase chain was measured.	—
M20A-CELLCHAT-REMAINING-0359	Clec2h Klrb1a	reviewed_unresolved	PMID:21409442; PMID:19535641; PMCID:PMC4041007	mouse	mouse NKR-P1A/Klrb1a receptor context and 293T Clr transfectants	Clec2h/Clr-f specificity panel; NKR-P1A cross-linking and receptor-specificity boundary assays	no qualifying Clec2h/Clr-f–Klrb1a/NKR-P1A edge	ligand_receptor_binding_or_activation	no validated exact receptor-ligand edge	low	The documented mouse Clr-f response is assigned to NKR-P1G and the overlapping cluster-2 panel, not NKR-P1A/Klrb1a; family homology was not used to infer binding.	—
M20A-CELLCHAT-REMAINING-0360	Clec2h Klrb1b	reviewed_unresolved	PMID:14990792; PMID:21409442; PMCID:PMC4041007	mouse	mouse NKR-P1B/D reporter cells and 293T Clr transfectants	Clec2d/Clr-b-specific NKR-P1B/D assays compared with the broader Clr-f panel	no qualifying Clec2h/Clr-f–Klrb1b/NKR-P1B edge	ligand_receptor_binding_or_activation	no validated exact receptor-ligand edge	low	NKR-P1B/D binding is established for Clec2d/Clr-b; Clec2h/Clr-f belongs to a different cluster-2 specificity boundary.	—
M20A-CELLCHAT-REMAINING-0361	Clec2h Klrb1c	reviewed_unresolved	PMID:21409442; PMID:19535641; PMCID:PMC4041007	mouse	mouse NKR-P1C/Klrb1c receptor context and 293T Clr transfectants	Clec2h/Clr-f specificity panel; NKR-P1C receptor cross-linking and reporter boundary assays	no qualifying Clec2h/Clr-f–Klrb1c/NKR-P1C edge	ligand_receptor_binding_or_activation	no validated exact receptor-ligand edge	low	NKR-P1C/Klrb1c ligand(s) remain unresolved in the cited primary panels; NKR-P1F/G recognition of Clr-f was not reassigned to Klrb1c.	—
M20A-CELLCHAT-REMAINING-0362	Clec2h Klrb1f	reviewed_relay_candidate	PMID:21409442; PMID:25382546; PMCID:PMC4041007	mouse/rat	mouse Clr transfectants and NKR-P1F/Klrb1f reporter context; rat NK-cell functional validation	Clec2h/Clr-f transfection with NKR-P1F reporter response in the overlapping cluster-2 panel; receptor cross-linking and NK functional assays in the conserved system	direct ligand–receptor binding with activating receptor response	receptor_proximal_relay	Clec2h/Clr-f → NKR-P1F/Klrb1f → activating NK-receptor response	medium	The mouse panel reports overlapping NKR-P1F/G recognition of Clr-f, while the strongest cellular functional validation is cross-species/rat; no terminal TF or complete intracellular chain was measured.	—
M20A-CELLCHAT-REMAINING-0363	Clec2i Klrb1	reviewed_relay_candidate	PMID:21409442; PMID:25382546; PMCID:PMC4041007	mouse/rat	mouse Clr transfectants and NKR-P1G/Klrb1g reporter context; rat NK-cell functional validation	Clec2i/Clr-g transfection with NKR-P1G/Klrb1 reporter response; redirected lysis/Ca2+ and Clr-transfectant inhibition in the conserved receptor system	direct ligand–receptor binding with inhibitory receptor response	receptor_proximal_relay	Clec2i/Clr-g → NKR-P1G/Klrb1g (queued Klrb1) → inhibitory NK-receptor response	medium-high	Mouse Klrb1 is historically ambiguous but maps to the NKR-P1G/Klrb1g locus in this Clr literature; the exact pair is supported at receptor-reporter level, without a terminal TF assignment.	—
M20A-CELLCHAT-REMAINING-0364	Clec2i Klrb1a	reviewed_unresolved	PMID:21409442; PMID:19535641; PMCID:PMC4041007	mouse	mouse NKR-P1A/Klrb1a receptor context and 293T Clr transfectants	Clec2i/Clr-g specificity panel; NKR-P1A cross-linking and receptor-specificity boundary assays	no qualifying Clec2i/Clr-g–Klrb1a/NKR-P1A edge	ligand_receptor_binding_or_activation	no validated exact receptor-ligand edge	low	The documented mouse Clr-g response is assigned to NKR-P1F/G rather than NKR-P1A/Klrb1a; family-level NKR-P1 recognition was not transferred.	—
