evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5216	M20A-EXT-1721	fshb fshr		medium-high	high	PMID:15662415;PMCID:PMC5514322;DOI:10.1038/nature03206	Intact FSH(CGA/FSHB) directly engages FSHR; promotion is binding-only and retains the heterodimer boundary, with no isolated FSHB relay or TF claim.	true	true	false
M21A-PAIR-EVID-5249	M20A-EXT-1754	gc lrp2	M21A-REUSE-2449	medium-high	high	PMID:10766831; PMCID:PMC61138; https://pubmed.ncbi.nlm.nih.gov/29999169/; https://reactome.org/content/detail/R-HSA-350186	GC/DBP-containing vitamin-D complex uptake through megalin/LRP2 in a cubilin-associated system supports high at the exact endocytic/scavenging layer; no standalone GC-LRP2 soluble-ligand or kinase relay claim.	true	true	false
M21A-PAIR-EVID-5252	M20A-EXT-1757	gdf1 acvr1b_acvr2a	M21A-REUSE-2451	medium-high	high	PMID:12514096; PMCID:PMC195969; PMID:24798330; PMCID:PMC4067217	GDF1-containing CFC1/Cripto-dependent Activin/Nodal receptor-context evidence supports ACVR1B/ACVR2A binding/relay/function; heterodimer, CFC1, and developmental-context boundaries remain explicit.	true	true	false
M21A-PAIR-EVID-5253	M20A-EXT-1758	gdf1 acvr1b_acvr2b	M21A-REUSE-2452	medium-high	high	PMID:12514096; PMCID:PMC195969; PMID:24798330; PMCID:PMC4067217	GDF1-containing CFC1/Cripto-dependent Activin/Nodal receptor-context evidence supports ACVR1B/ACVR2B binding/relay/function; heterodimer, CFC1, and developmental-context boundaries remain explicit.	true	true	false
M21A-PAIR-EVID-5262	M20A-EXT-1767	gdf11 acvr1b_acvr2a	M21A-REUSE-2455	medium	high	PMCID:PMC187472; PMID:28257634; PMCID:PMC5336696; PMID:16845371	GDF11 ACVR2A/ACVR1B receptor-context binding and SMAD2/3 function support high at the recorded composite relay; alternate activin-class type-I receptor usage is not collapsed.	true	true	false
M21A-PAIR-EVID-5270	M20A-EXT-1780	gdf3 acvr1b_acvr2a	M21A-REUSE-2459	medium	high	DOI:10.1242/dev.02210; PMID:12514096; PMCID:PMC195969; PMID:40360531; DOI:10.1038/s41467-025-59673-7	GDF3 CFC1/Cripto-dependent ACVR1B/ACVR2A receptor-complex binding and reporter/developmental function support high at the exact recorded topology; no broader GDF3 receptor map is inferred.	true	true	false
M21A-PAIR-EVID-5271	M20A-EXT-1781	gdf3 acvr1b_acvr2b	M21A-REUSE-2460	medium	high	DOI:10.1242/dev.02210; PMID:12514096; PMCID:PMC195969; PMID:40360531; DOI:10.1038/s41467-025-59673-7	GDF3 CFC1/Cripto-dependent ACVR1B/ACVR2B receptor-complex binding and reporter/developmental function support high at the exact recorded topology; no broader GDF3 receptor map is inferred.	true	true	false
M21A-PAIR-EVID-5276	M20A-EXT-1787	gdf5 acvr2b_bmpr1a	M21A-REUSE-2463	medium	high	PMID:8702914; DOI:10.1074/jbc.271.35.21345; PMID:15890363; DOI:10.1016/j.jmb.2005.04.015	GDF5 BMPR1A/ACVR2B receptor-complex binding and osteoprogenitor function support high at the exact composite; preserve BMPR1A/BMPR2 subtype and quantitative-affinity boundaries.	true	true	false
M21A-PAIR-EVID-5289	M20A-EXT-1807	gh prlr	M21A-REUSE-2469	medium	high	PMID:15252206; PMID:3342748	Human GH directly binds and activates PRLR as a cross-reactive lactogenic receptor; promotion is limited to the recorded receptor-proximal layer and does not infer a canonical GH receptor or terminal TF.	true	true	false
M21A-PAIR-EVID-5296	M20A-EXT-1935	gpc3 lrp1	M21A-REUSE-2475	medium-high	high	PMID:22467855; PMCID:PMC3843007; DOI:10.1242/jcs.098889	GPC3-LRP1 binding and LRP1-mediated uptake of the GPC3-Shh complex support high at the exact endocytic/scavenging layer; heparan-sulfate and Shh-complex dependence remain explicit.	true	true	false
M21A-PAIR-EVID-5297	M20A-EXT-1938	gpc3 unc5c		medium	high	PMID:36240740; PMCID:PMC9596381; DOI:10.1016/j.cell.2022.09.025	GPC3 interacts with UNC5-family guidance receptors and exact UNC5C recognition is recorded; promotion is binding-only and does not infer an UNC5C intracellular relay.	true	true	false
M21A-PAIR-EVID-5303	M20A-EXT-1950	grn sort1	M21A-REUSE-2477	medium-high	high	PMID:25365768; PMID:24163244; PMID:35169707; DOI:10.1093/braincomms/fcab310	Progranulin-SORT1 binding and sortilin-dependent endocytosis/lysosomal trafficking support high at the exact uptake/trafficking layer; no autonomous SORT1 signaling or terminal-TF claim.	true	true	false
M21A-PAIR-EVID-5308	M20A-EXT-1969	h2-aa cd4	M21A-REUSE-2481	medium	high	PMID:29386113; PMCID:PMC5813697; PMID:26831112; PMID:8816805	MHC-II/CD4 coreceptor engagement with CD4/Lck and TCR-proximal activation supports high at the recorded pMHC-II/CD4 layer; H2-Aa is retained as part of the MHC-II complex and no autonomous H2-Aa relay is inferred.	true	true	false
