review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-1435	NE-DBH_SLC6A2 Adrb3	reviewed_relay_candidate	PMID:14551227; PMID:20164362	mouse; human	cultured mouse brown adipocytes; adult mouse hippocampal neural precursors	NE and selective beta3 agonists; propranolol/adenylyl cyclase/PKA/PI3K/PKC inhibition; proliferation and glucose-uptake assays	NE activation of ADRB3 GPCR with cAMP-dependent relay	receptor_proximal_relay	ADRB3 → Gs/adenylyl cyclase/cAMP/PKA ± PI3K/PKC → glucose uptake or precursor activation	high	The queued NE-DBH_SLC6A2 label is a source/handling composite; DBH and SLC6A2 were not manipulated as receptor subunits. The exact mature ligand is norepinephrine, and no terminal TF was directly established in these ADRB3 assays.	—
M20A-CELLCHAT-REMAINING-1436	Nectin1 Cadm3	reviewed_unresolved	PMID:17823505; https://pubmed.ncbi.nlm.nih.gov/?term=NECTIN1+CADM3	human	no exact matched cell/model assay located in the bounded primary search	Exact NECTIN1–CADM3 interaction search across PubMed/PMC/publisher and nectin/Necl adhesion literature; no validated pair-specific binding or perturbation assay identified	exact direct adhesion edge unresolved	ligand_receptor_binding_or_activation	nectin/Necl cell-cell adhesion network; exact NECTIN1–CADM3 branch unresolved	low	CADM3/NECL1 is a nectin-like adhesion molecule, but family homology, interaction databases, and generic adhesion annotations do not establish direct NECTIN1 binding. No exact primary molecular assay was found; do not infer the edge from NECTIN1–NECTIN3/4 biology.	—
M20A-CELLCHAT-REMAINING-1437	Nectin1 Cd96	reviewed_binding_only	PMID:30759143	human	recombinant human NECTIN1 and CD96 ectodomains; K562-NECTIN1-GFP target cells with NK-92 effectors	in-vitro direct interaction/affinity assays; NECTIN1 expression and NK-92 cytotoxicity comparison	direct NECTIN1–CD96 cell-surface binding	ligand_receptor_binding_or_activation	CD96 immune-synapse adhesion/checkpoint branch	high	The primary study demonstrates direct human NECTIN1–CD96 interaction and altered susceptibility of NECTIN1-expressing K562 cells, but does not resolve a general CD96 intracellular relay or a terminal TF for this exact pair. Affinity is lower than canonical CD96 ligands.	—
M20A-CELLCHAT-REMAINING-1438	Nectin1 Nectin3	reviewed_binding_only	PMID:12011057; PMCID:PMC3443293	human	recombinant human nectin ectodomains and engineered nectin-expressing cells	ELISA/SPR and domain-mutant/chimeric receptor binding assays	direct NECTIN1–NECTIN3 trans-heterophilic adhesion	ligand_receptor_binding_or_activation	nectin V-domain trans-adhesion → afadin/adherens-junction organization	high	Direct ectodomain binding is established, but the assays do not establish a receptor-proximal kinase relay or terminal TF for this exact pair. Afadin/junction effects are cellular adhesion context, not a direct TF assignment.	—
M20A-CELLCHAT-REMAINING-1439	Nectin1 Nectin4	reviewed_binding_only	PMID:12011057; PMCID:PMC4249131; https://reactome.org/content/detail/R-HSA-420598	human	recombinant human nectin ectodomains; CHO cells expressing NECTIN1 or NECTIN4; epithelial/neuronal co-culture models	SPR/ELISA, reciprocal Fc-binding, domain-mutant and cell-adhesion/trans-endocytosis assays	direct NECTIN1–NECTIN4 trans-heterophilic adhesion	ligand_receptor_binding_or_activation	nectin V-domain adhesion → afadin/junction organization and contact-dependent endocytosis	high	The direct trans interaction is strong and reproducible, but downstream endocytosis/adhesion is not a receptor-proximal signaling relay and no terminal TF is assigned. Reactome is retained only as a pathway cross-check; primary molecular evidence is from the cited studies.	—
M20A-CELLCHAT-REMAINING-1440	Nectin2 Cd226	reviewed_binding_only	PMID:15607800; DOI:10.4049/jimmunol.1200324; PMID:19404979	human; mouse	recombinant NECTIN2/DNAM-1 ectodomains; human NK and Vgamma9Vdelta2 T-cell/tumor-cell models	cell binding, SPR/structural interaction assays, antibody masking and cytotoxicity assays	direct NECTIN2–CD226/DNAM-1 binding	ligand_receptor_binding_or_activation	CD226 immune-synapse adhesion/costimulation	high	Direct binding is supported, but functional dependence is context-sensitive: one tumor-cell study found Nectin-like-5 rather than NECTIN2 accounted for DNAM-1-dependent killing. No exact CD226 phosphorylation or terminal TF endpoint was established for this pair.	—
M20A-CELLCHAT-REMAINING-1441	Nectin2 Tigit	reviewed_binding_only	PMID:23677581; PMID:22421438	human; mouse	recombinant TIGIT/NECTIN2 and PVR fusion proteins; 721.221 transfectants and primary NK-cell contexts	fusion-protein binding, cell-surface recognition and TIGIT/PVR structural-function assays	direct human NECTIN2–TIGIT binding	ligand_receptor_binding_or_activation	TIGIT immune-checkpoint synapse; inhibitory branch not promoted beyond exact binding	high	Human TIGIT recognition of NECTIN2 is supported, whereas the mouse TIGIT functional experiments in the cited study were restricted largely to PVR. Do not transfer PVR-mediated NK inhibition to this exact NECTIN2 pair or assign a terminal TF.	—
M20A-CELLCHAT-REMAINING-1442	Nectin3 Nectin2	reviewed_binding_only	PMID:24116228; PMCID:PMC3792040	human	recombinant nectin Fc proteins; primary HUVEC endothelial monolayers; primary lymphocytes	ELISA/Fc binding, antibody blockade, siRNA depletion and transendothelial migration assays	direct NECTIN3–NECTIN2 trans-heterophilic adhesion	ligand_receptor_binding_or_activation	nectin adhesion → endothelial junction interaction and lymphocyte transendothelial migration	high	The exact direct interaction is established and contributes to adhesion-dependent migration, but the functional study identifies NECTIN2 as the dominant endothelial counter-receptor without defining an intracellular relay or terminal TF.	—
M20A-CELLCHAT-REMAINING-1443	Nectin3 Pvr	reviewed_binding_only	PMID:24116228; PMCID:PMC3792040	human	recombinant NECTIN3/PVR ectodomains; HUVEC endothelial monolayers	ELISA/Fc binding and comparison of antibody blockade/siRNA effects during transendothelial migration	direct NECTIN3–PVR trans-heterophilic adhesion	ligand_receptor_binding_or_activation	nectin/PVR adhesion network; endothelial junction and lymphocyte migration context	high	Direct binding is reported, but NECTIN2 is the dominant counter-receptor in the matched endothelial assay and PVR blockade had limited effect. Do not promote generic PVR checkpoint signaling or a terminal TF to this exact NECTIN3–PVR edge.	—
M20A-CELLCHAT-REMAINING-1444	Nectin3 Tigit	reviewed_unresolved	PMID:23677581; https://pubmed.ncbi.nlm.nih.gov/?term=NECTIN3+TIGIT	human; mouse	no exact matched pair-specific functional model located	Exact NECTIN3–TIGIT binding search; recombinant TIGIT recognition studies and PVR/NECTIN2 comparator literature reviewed	exact NECTIN3–TIGIT binding unresolved	ligand_receptor_binding_or_activation	TIGIT/nectin checkpoint family boundary; exact NECTIN3 branch unresolved	low	A primary TIGIT recognition study explicitly reports human TIGIT binding PVR and NECTIN2 but not NECTIN3. Transcript co-expression or family-level checkpoint annotations are insufficient to infer direct binding or downstream inhibition.	—
