evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5030	M20A-EXT-1385	crisp2 catsper1		medium-high	high	PMID:30759213	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5033	M20A-EXT-1388	crtam cadm1		medium-high	high	DOI:10.1016/j.cell.2008.01.013; PMCID:PMC3978276	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5059	M20A-EXT-1458	dhh boc		medium-high	high	PMID:20519495; PMCID:PMC2915694; DOI:10.1074/jbc.M110.131680	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5060	M20A-EXT-1459	dhh cdon		medium-high	high	PMID:20519495; PMCID:PMC2915694; DOI:10.1074/jbc.M110.131680	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5067	M20A-EXT-1468	dkk2 kremen1		medium-high	high	PMID:12527209; DOI:10.1016/S0378-1119(02)01106-X; PMCID:PMC6078440	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5071	M20A-EXT-1472	dkk4 kremen1		medium-high	high	PMCID:PMC6078440; PMID:29925589; DOI:10.1074/jbc.RA118.002918	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5087	M20A-EXT-1500	edn2 ednrb	M21A-REUSE-2386	medium	high	DOI:10.1016/j.ygcen.2019.113231; PMID:24043815	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5122	M20A-EXT-1577	f10 f3	M21A-REUSE-2404	medium-high	high	PMID:6722352; DOI:10.1172/JCI116691; PMCID:PMC1136891	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5152	M20A-EXT-1607	fadd fas	M21A-REUSE-2415	medium-high	high	PMID:12529427; PMCID:PMC140228; DOI:10.1091/mbc.e02-04-0207	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5153	M20A-EXT-1608	fadd tradd	M21A-REUSE-2416	medium-high	high	PMID:8565075; DOI:10.1016/S0092-8674(00)80984-8	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5182	M20A-EXT-1675	fgf21 fgfr4	M21A-REUSE-2427	medium	high	PMID:17452648; PMCID:PMC1855074; PMID:35513431; PMID:22442730	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5193	M20A-EXT-1698	fgl1 lag3		medium-high	high	PMID:30580966; PMCID:PMC6365968; DOI:10.1016/j.cell.2018.11.010	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5194	M20A-EXT-1699	flt3l flt3	M21A-REUSE-2431	medium-high	high	PMID:8618433; PMID:8637235; PMID:8816402	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5197	M20A-EXT-1702	fn1 dpp4		medium-high	high	PMID:2573346; PMCID:PMC1133264; DOI:10.1042/bj2620327	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-5206	M20A-EXT-1711	fn1 robo4	M21A-REUSE-2434	medium	high	PMID:16481322;PMID:22241990;PMCID:PMC3252370	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
