review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-0674	adam28 itga4	Adam28 Itga4		M21A-PAIR-EVID-2198	PMID:15504110; PMCID:PMC1134937; DOI:10.1042/BJ20041444	human	Jurkat and RPMI 8866 lymphoid cells; recombinant human ADAM28 disintegrin domain	cell-adhesion assays with Mn2+ or activating anti-integrin antibodies; blocking and charge-to-alanine mutagenesis	ADAM28 disintegrin-like domain directly binds activated alpha4-containing integrins, including alpha4beta1	ligand_receptor_binding_or_activation	ADAM28-alpha4beta1 adhesion; integrin activation-dependent cell attachment	medium-high		reviewed_binding_only	The assay tested alpha4beta1 as a heterodimer while the queued node is ITGA4; no soluble-ligand receptor signaling or terminal TF occupancy was measured.
M20A-EXT-0675	adam29 itga4	Adam29 Itga4		M21A-PAIR-EVID-2199	PMID:10644455; PMID:15504110; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=ADAM29+ITGA4	human	human ADAM29 expression/molecular characterization; lymphocyte integrin comparison studies	PubMed/PMC/publisher exact-pair search; comparison with ADAM7/ADAM28 disintegrin adhesion study	no qualifying exact ADAM29-ITGA4 binding or activation evidence	ligand_receptor_binding_or_activation	ADAM29-integrin alpha4 branch unresolved	low		reviewed_unresolved	ADAM29 was cloned and characterized as a testis-enriched ADAM, whereas the primary alpha4 study tested ADAM7 and ADAM28, not ADAM29; no exact relay or functional output was located.
M20A-EXT-0676	adam7 itga4	Adam7 Itga4		M21A-PAIR-EVID-2200	PMID:15504110; PMCID:PMC1134937; DOI:10.1042/BJ20041444	human	Jurkat lymphocytes; recombinant human ADAM7 disintegrin domain	cell-adhesion assays with Mn2+ or activating anti-beta1 antibody; integrin-blocking and mutational specificity controls	ADAM7 disintegrin-like domain directly binds activated alpha4beta1	ligand_receptor_binding_or_activation	ADAM7-alpha4beta1 adhesion and integrin-dependent attachment	medium-high		reviewed_binding_only	The exact molecular species is alpha4beta1, so ITGA4 is supported as one subunit of the receptor complex; no intracellular relay or terminal TF was measured.
M20A-EXT-0677	adam7 itgb7	Adam7 Itgb7		M21A-PAIR-EVID-2201	PMID:15504110; PMCID:PMC1134937; DOI:10.1042/BJ20041444	human	RPMI 8866 lymphoid cells; recombinant human ADAM7 disintegrin domain	cell-adhesion assays with beta7-activating antibody; MAdCAM-Ig competition and charge-to-alanine mutagenesis	ADAM7 disintegrin-like domain directly binds activated alpha4beta7	ligand_receptor_binding_or_activation	ADAM7-alpha4beta7 adhesion and integrin-dependent attachment	medium-high		reviewed_binding_only	The assay tested alpha4beta7 as a heterodimer while the queued node is ITGB7; adhesion was activation-dependent and no downstream signaling or terminal TF was measured.
M20A-EXT-0682	adam9 itgb5	Adam9 Itgb5		M21A-PAIR-EVID-2202	PMID:16373656; PMCID:PMC1134717	human	human osteoblasts and recombinant alpha(v)beta5 integrin; myeloma-cell-conditioned context	co-immunoprecipitation, recombinant-protein pull-down, flow cytometry with alpha(v)beta5 blockade, and colocalization	ADAM9 disintegrin domain directly interacts with the alpha(v)beta5 integrin complex	ligand_receptor_binding_or_activation	ADAM9-alpha(v)beta5 adhesion; osteoblast inflammatory-response context	medium-high		reviewed_binding_only	The primary assay measured the alpha(v)beta5 heterodimer and downstream IL-6 in a myeloma/osteoblast model; the queued ITGB5 node is supported as a receptor subunit, but no generic ITGB5 relay is inferred.
M20A-EXT-0683	adamts3 ccbe1	Adamts3 Ccbe1	M21A-REUSE-1385	M21A-PAIR-EVID-2203	PMID:24552833; PMCID:PMC5501841; PMID:27159393; DOI:10.1161/CIRCULATIONAHA.113.002779	mouse; zebrafish; human disease-variant context	293T cells; mouse skeletal muscle; zebrafish lymphatic endothelial/developmental models	co-immunoprecipitation and domain-mutant studies; pro-VEGFC cleavage assays; CCBE1/ADAMTS3 perturbation and lymphangiogenesis models	CCBE1 directly associates with ADAMTS3 and promotes ADAMTS3-dependent proteolytic activation of pro-VEGFC	receptor_proximal_relay;downstream_pathway_function	CCBE1-ADAMTS3 complex -> mature VEGFC -> VEGFR2/VEGFR3 signaling -> lymphangiogenic sprouting	high		reviewed_relay_candidate	The exact edge is a protease-cofactor/processing complex, not a ligand-receptor binding event; ADAMTS3 cleaves VEGFC rather than CCBE1, and no terminal TF occupancy was measured.
M20A-EXT-0685	adcyap1 adrb2	Adcyap1 Adrb2		M21A-PAIR-EVID-2204	PMID:10835102; PMID:8394723; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=PACAP+ADRB2	human; rat	PACAP receptor cloning and receptor-selectivity literature; no exact ADRB2 model located	PubMed/PMC/publisher exact-pair search; canonical PAC1/VPAC receptor binding and signaling used as boundary control	no qualifying direct ADCYAP1-ADRB2 binding or subtype-specific activation evidence	ligand_receptor_binding_or_activation	PACAP canonical PAC1/VPAC branch; ADRB2 branch unresolved	low		reviewed_unresolved	PACAP is established at PAC1/VPAC receptors, while ADRB2 is a catecholamine receptor; shared cAMP outputs or receptor-family similarity do not establish direct PACAP-ADRB2 activation.
M20A-EXT-0686	adcyap1 adrb3	Adcyap1 Adrb3		M21A-PAIR-EVID-2205	PMID:10835102; PMID:8394723; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=PACAP+ADRB3	human; rat	PACAP receptor cloning and receptor-selectivity literature; no exact ADRB3 model located	PubMed/PMC/publisher exact-pair search; canonical PAC1/VPAC receptor binding and signaling used as boundary control	no qualifying direct ADCYAP1-ADRB3 binding or subtype-specific activation evidence	ligand_receptor_binding_or_activation	PACAP canonical PAC1/VPAC branch; ADRB3 branch unresolved	low		reviewed_unresolved	PACAP receptor literature does not establish ADRB3 as a PACAP receptor; downstream cAMP or metabolic effects from unrelated agonists were not transferred to this exact pair.
M20A-EXT-0687	adcyap1 dpp4	Adcyap1 Dpp4		M21A-PAIR-EVID-2206	PMID:12690116; DOI:10.1074/jbc.M212355200; PMID:16406202; DOI:10.1016/j.peptides.2005.11.010	mouse; human	purified DPP4/PACAP assays; C57BL/6 mice	in vitro peptide/enzyme assays and wild-type versus DPP4-deficient C57BL/6 mice	DPP4 directly cleaves PACAP38/PACAP27 to inactive N-terminally truncated products and accelerates circulating PACAP clearance	receptor_proximal_relay	DPP4 processing -> PACAP(3-38)/(3-27) inactivation -> loss of PACAP insulinotropic activity	high		reviewed_binding_only	This is direct extracellular peptide processing, not receptor binding; the functional assays concern insulin/glucose responses and do not establish a PACAP receptor subtype or terminal TF.
M20A-EXT-0688	adcyap1 gpr20	Adcyap1 Gpr20		M21A-PAIR-EVID-2207	PMID:10835102; PMID:8394723; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=PACAP+GPR20	human; rat	PACAP receptor cloning and orphan-GPCR literature; no exact GPR20 model located	PubMed/PMC/publisher exact-pair search; canonical PAC1/VPAC receptor binding and signaling used as boundary control	no qualifying direct ADCYAP1-GPR20 binding or activation evidence	ligand_receptor_binding_or_activation	PACAP canonical PAC1/VPAC branch; GPR20 branch unresolved	low		reviewed_unresolved	GPR20 orphan-receptor signaling studies do not establish PACAP as an endogenous ligand; no exact ligand-binding, second-messenger, or perturbation evidence was located.
M20A-EXT-0689	adcyap1 gpr84	Adcyap1 Gpr84		M21A-PAIR-EVID-2208	PMID:10835102; PMID:8394723; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=PACAP+GPR84	human; rat	PACAP receptor cloning and GPR84 literature; no exact GPR84 model located	PubMed/PMC/publisher exact-pair search; canonical PAC1/VPAC receptor binding and signaling used as boundary control	no qualifying direct ADCYAP1-GPR84 binding or activation evidence	ligand_receptor_binding_or_activation	PACAP canonical PAC1/VPAC branch; GPR84 branch unresolved	low		reviewed_unresolved	GPR84 is characterized primarily as a medium-chain fatty-acid receptor; PACAP receptor-family membership and shared downstream pathways do not establish this exact edge.
M20A-EXT-0690	adcyap1 pth1r	Adcyap1 Pth1r		M21A-PAIR-EVID-2209	PMID:10835102; PMID:8394723; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=PACAP+PTH1R	human; rat	PACAP and class-B GPCR receptor-selectivity literature; no exact PTH1R model located	PubMed/PMC/publisher exact-pair search; canonical PAC1/VPAC receptor binding and signaling used as boundary control	no qualifying direct ADCYAP1-PTH1R binding or activation evidence	ligand_receptor_binding_or_activation	PACAP canonical PAC1/VPAC branch; PTH1R branch unresolved	low		reviewed_unresolved	PTH1R belongs to the same broad class-B GPCR superfamily, but homology and common Gs coupling are not evidence of PACAP binding or activation at PTH1R.
M20A-EXT-0691	adcyap1 ramp2	Adcyap1 Ramp2		M21A-PAIR-EVID-2210	PMID:17470425; PMID:24115156; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=PACAP+RAMP2	human; mouse	RAMP/CLR receptor-complex studies; no PACAP-RAMP2 receptor-complex assay located	PubMed/PMC/publisher exact-pair search; RAMP2 canonical adrenomedullin/CALCRL complex used as boundary control	no qualifying direct ADCYAP1-RAMP2 binding or activation evidence	ligand_receptor_binding_or_activation	PACAP canonical PAC1/VPAC branch; RAMP2-containing receptor branch unresolved	low		reviewed_unresolved	RAMP2 is a receptor activity-modifying cofactor whose established peptide selectivity is defined in CALCRL/RAMP complexes; no direct PACAP-RAMP2 complex or PACAP-dependent signaling was found.
M20A-EXT-0692	adcyap1 ramp3	Adcyap1 Ramp3		M21A-PAIR-EVID-2211	PMID:17470425; PMID:24115156; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=PACAP+RAMP3	human; mouse	RAMP/CLR receptor-complex studies; no PACAP-RAMP3 receptor-complex assay located	PubMed/PMC/publisher exact-pair search; RAMP3 canonical adrenomedullin/CALCRL complex used as boundary control	no qualifying direct ADCYAP1-RAMP3 binding or activation evidence	ligand_receptor_binding_or_activation	PACAP canonical PAC1/VPAC branch; RAMP3-containing receptor branch unresolved	low		reviewed_unresolved	RAMP3 is a receptor activity-modifying cofactor with established CALCRL-dependent adrenomedullin pharmacology; no exact PACAP-RAMP3 binding or receptor activation evidence was found.
