evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-4162	M20A-LIANA-REMAINING-0007	bdnf ngfr	M21A-REUSE-1947	medium	high	PMID:9472042; PMID:15930396; PMCID:PMC6724992; DOI:10.1523/JNEUROSCI.5123-04.2005	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4163	M20A-LIANA-REMAINING-0008	bmp3 acvr2b	M21A-REUSE-1948	medium-high	high	PMID:22074949; PMCID:PMC3248326	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4173	M20A-LIANA-REMAINING-0018	bmp8a bmpr1a_bmpr2	M21A-REUSE-1954	medium-high	high	PMID:28465413; DOI:10.1126/scisignal.aal1910	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4175	M20A-LIANA-REMAINING-0020	btla tnfrsf14	M21A-REUSE-1955	medium	high	PMID:38831106; PMID:38676311; PMCID:PMC3381650	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4181	M20A-LIANA-REMAINING-0026	ccl1 ccr8	M21A-REUSE-1958	medium-high	high	PMID:38040762; PMID:23878309	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4184	M20A-LIANA-REMAINING-0029	ccl12 ccr2	M21A-REUSE-1961	medium-high	high	PMID:18334747; PMID:24890717	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4185	M20A-LIANA-REMAINING-0030	ccl17 ccr4	M21A-REUSE-1962	medium	high	PMID:24339934; PMID:35113652	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4187	M20A-LIANA-REMAINING-0032	ccl20 ccr6	M21A-REUSE-1963	medium-high	high	PMID:15483227; PMID:32541785; PMID:29788995	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4190	M20A-LIANA-REMAINING-0035	ccl22 ccr4	M21A-REUSE-1964	medium	high	PMID:26683175; PMID:35113652; PMID:38717443	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4191	M20A-LIANA-REMAINING-0036	ccl24 ccr3	M21A-REUSE-1965	medium	high	PMID:12884299; PMID:40975172; https://pubmed.ncbi.nlm.nih.gov/?term=CCL24+AND+CCR3	Exact pair-associated receptor-complex or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
