review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-3116	Serpine2 Lrp1	reviewed_relay_candidate	PMID:36439874; https://pubmed.ncbi.nlm.nih.gov/36439874/	Mus musculus	Primary cardiac fibroblasts; TAC mouse hearts	Exogenous SerpinE2 uptake; LRP1/uPAR knockdown; co-immunoprecipitation; collagen, ERK1/2 and beta-catenin readouts	SerpinE2 is internalized through an LRP1/uPAR-associated route and is linked to profibrotic ERK1/2 and beta-catenin responses	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LRP1/uPAR endocytosis; ERK1/2; beta-catenin	medium-high	The study supports an LRP1-associated uptake route rather than a purified binary SerpinE2-LRP1 interaction; uPAR is a required co-receptor/context; cardiac fibrosis is not a spinal-cord-injury model; pathway readouts do not establish a terminal TF.	null
M20A-EXT-3119	Serping1 Lrp1	reviewed_binding_only	PMID:9388254; DOI:10.1074/jbc.272.49.31043; https://pubmed.ncbi.nlm.nih.gov/9388254/	Homo sapiens; Mus musculus	HepG2 cells; human neutrophils/monocytes; murine fibroblasts	C1-INH-C1s complex internalization/degradation; receptor-associated protein blockade; LRP-deficient fibroblast comparison	C1-INH-C1s complexes are recognized and internalized through LRP1; free SERPING1-LRP1 activation is not demonstrated	ligand_receptor_binding_or_activation	LRP1-mediated endocytosis/clearance; no activation established	medium	Evidence is for a C1-INH-C1s complex, not necessarily free Serping1; clearance does not demonstrate receptor activation or downstream relay; no pair-specific pathway/function assay.	null
M20A-EXT-3120	Serping1 Selp	reviewed_binding_only	PMID:14568956; https://pubmed.ncbi.nlm.nih.gov/14568956/	Homo sapiens	Endothelial adhesion and leukocyte-rolling models	Reported C1 inhibitor association with endothelial P-selectin and adhesion/rolling observations	C1 inhibitor is associated with P-selectin-linked endothelial adhesion, but an isolated binary ligand-receptor interaction is not established	ligand_receptor_binding_or_activation	Selectin-mediated adhesion; no intracellular relay established	low-medium	The bounded primary record does not establish purified Serping1-P-selectin binding, receptor activation, or a downstream pathway; adhesion phenotypes may involve additional endothelial and leukocyte factors; no SCI-specific model.	null
M20A-EXT-3121	Sertad1 Ar	reviewed_relay_candidate	PMID:30230528; DOI:10.1002/ijc.31877; https://pubmed.ncbi.nlm.nih.gov/30230528/	Homo sapiens	Human prostate cancer cells; HEK/heterologous AR expression models	Yeast two-hybrid; GST pull-down; immunoprecipitation/co-localization; DHT exposure; SERTAD1 knockdown and proliferation assays	SERTAD1 binds the androgen-receptor ligand-binding domain and modulates an AR-associated cancer phenotype	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	Androgen-receptor transcriptional program; prostate-cancer proliferation	medium-high	AR is a nuclear receptor/TF rather than a classical cell-surface receptor; the study does not justify assigning a terminal TF downstream of AR; proliferation is context-specific and does not by itself prove a complete AR relay.	null
M20A-EXT-3122	Sfrp1 Fzd2	reviewed_unresolved	PMID:10347172; https://pubmed.ncbi.nlm.nih.gov/10347172/; https://pubmed.ncbi.nlm.nih.gov/?term=SFRP1+FZD2	Not established for the exact pair	Recombinant FRP/Frizzled family assays; exact FZD2 edge not resolved	General FRP/SFRP-Frizzled interaction work was located, but the bounded primary evidence did not independently establish the exact SFRP1-FZD2 edge	No qualifying exact-pair interaction located	none_established	WNT signaling is family-level context only; exact pair branch unresolved	low	Frizzled-family interaction or WNT pathway evidence cannot be transferred to FZD2 without an exact pair assay; no receptor-proximal relay, downstream function, or terminal TF was established for this pair.	null
M20A-EXT-3123	Sfrp1 Fzd6	reviewed_binding_only	PMID:10347172; https://pubmed.ncbi.nlm.nih.gov/10347172/	Mammalian recombinant/heterologous system	Recombinant FRP/SFRP and Frizzled proteins; heterologous receptor assays	Affinity-capture/ligand-binding experiments for FRP interaction with Frizzled-family receptor material	SFRP1/FRP can physically associate with FZD6-family receptor material; pair-level downstream activation is not shown	ligand_receptor_binding_or_activation	WNT/Frizzled modulation; no pair-specific relay established	medium	The primary study supports FRP-Frizzled binding but subtype and cellular context are limited for a strong FZD6-specific call; inhibition/modulation is not equivalent to activation; no downstream function or terminal TF assignment.	null
M20A-EXT-3126	Sftpd Lair1	reviewed_relay_candidate	PMID:24585933; https://pubmed.ncbi.nlm.nih.gov/24585933/	Homo sapiens	LAIR1 reporter cells; human myeloid leukemia cells	SP-D multimer/collagenous-domain binding; LAIR1 cross-linking; Fc-alpha-receptor-induced reactive-oxygen readout	SP-D binds and activates inhibitory LAIR1, suppressing an Fc-alpha-receptor inflammatory response	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LAIR1 ITIM inhibitory signaling; Fc-alpha-receptor ROS response	medium-high	Evidence is primarily human in vitro and uses multimeric/domain-defined SP-D; the downstream assay is an Fc-alpha-receptor context rather than a standalone LAIR1 pathway; no SCI model or terminal TF readout.	null
M20A-EXT-3127	Sftpd Ly96	reviewed_binding_only	PMID:18991397; https://pubmed.ncbi.nlm.nih.gov/18991397/	Homo sapiens recombinant proteins; innate-immune receptor context	Recombinant SP-D and MD-2/LY96; LPS-TLR4/MD-2 context	Carbohydrate-recognition-domain binding to MD-2; modulation of LPS receptor-complex activity	SP-D binds LY96/MD-2; any TLR4 response is a multicomponent complex effect and is not assigned to LY96 alone	ligand_receptor_binding_or_activation	TLR4/MD-2 inflammatory signaling; complex-level comparator only	medium	The exact binding evidence is to MD-2/LY96, while functional modulation depends on the TLR4-MD-2 complex and ligand context; no LY96-proximal intracellular relay or terminal TF was established for the pair.	null
M20A-EXT-3130	Shank1 Sstr2	reviewed_binding_only	PMID:10551867; https://pubmed.ncbi.nlm.nih.gov/10551867/	Homo sapiens; Rattus norvegicus	Human and rodent brain-derived/heterologous protein-interaction models	Yeast two-hybrid and interaction assays using the SSTR2 C-terminal region	Shank1/SSTR2 C-terminal association is a receptor-proximal scaffold interaction	receptor_proximal_relay	Somatostatin-receptor scaffold/trafficking; no downstream branch established	medium	The evidence is an intracellular scaffold interaction, not somatostatin-evoked SSTR2 activation; no direct downstream pathway or functional perturbation was established; tissue and isoform context are limiting.	null
M20A-EXT-3131	Shank2 Cftr	reviewed_relay_candidate	PMID:14679199; DOI:10.1074/jbc.M312871200; PMID:24445315; PMCID:PMC4001754; https://pubmed.ncbi.nlm.nih.gov/14679199/; https://pubmed.ncbi.nlm.nih.gov/24445315/	Homo sapiens; Mus musculus	NIH3T3 heterologous cells; T84 intestinal epithelial cells; Shank2-mutant mouse intestine	Yeast two-hybrid/co-immunoprecipitation; PDZ-mutant analysis; cAMP-induced CFTR currents; antisense and mutant-mouse short-circuit-current assays	Shank2 binds CFTR and restrains CFTR anion transport through a CFTR-Shank2-PDE4D regulatory complex	receptor_proximal_relay;downstream_pathway_function	cAMP/CFTR chloride-bicarbonate transport	medium-high	This is a membrane-transporter/scaffold edge rather than an extracellular ligand-receptor interaction; PDE4D and additional complex components are required context; epithelial transport phenotypes do not imply a terminal TF.	null
