review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-0364	lama1 itgav_itgb8	Lama1 ITGAV_ITGB8		M21A-PAIR-EVID-382	PMID:7542940; DOI:10.1091/mbc.6.4.419	chick	embryonic DRG sensory neurons	anti-β8 inhibition on laminin-1; neurite outgrowth	β8-family laminin binding/function; αv subunit unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction; neurite outgrowth	low		reviewed_binding_only	family-level β8 evidence; exact αvβ8 molecular edge not established
M20A-EXT-0365	lama2 cd44	Lama2 Cd44		M21A-PAIR-EVID-383	PMID:10694938; PMCID:PMC2712347	mouse/human	radial glia and general epithelial models	laminin adhesion; anti-CD44 blocking	laminin–CD44 reported generally, not LAMA2-specific	ligand_receptor_binding_or_activation	ECM adhesion	low		reviewed_unresolved	general laminin/CD44 claims do not resolve LAMA2
M20A-EXT-0368	lama2 itga3_itgb1	Lama2 ITGA3_ITGB1	M21A-REUSE-0284	M21A-PAIR-EVID-384	PMID:15030550; PMCID:PMC6496726; DOI:10.1111/j.1365-2184.2004.00292.x	human	HC0597 conjunctival epithelial cells	integrin-blocking antibodies; adhesion; pERK1/2, pAKT; BrdU	α3β1-dependent relay from laminin-2 to ERK/Akt and proliferation	receptor_proximal_relay	integrin adhesion → ERK1/2-AKT → proliferation	medium		reviewed_relay_candidate	exact pair is functionally supported, but purified-protein binding was not the main assay; no TF activation
M20A-EXT-0372	lama2 itga9_itgb1	Lama2 ITGA9_ITGB1		M21A-PAIR-EVID-385	PMID:18230652; PMID:16413178	human	α9SW480 cells; recombinant integrin panel	cell adhesion/ELISA for unrelated α9β1 ligands; laminin panel	α9β1 laminin interaction not established	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	α9β1 evidence concerns NGF, VCAM1, TNC, OPN; no exact LAMA2 support
M20A-EXT-0373	lama2 itgav_itgb8	Lama2 ITGAV_ITGB8		M21A-PAIR-EVID-386	PMID:9187084; PMID:7542940	rat/chick	Schwann cells; embryonic DRG	laminin-2 migration assays; anti-β1/β3/β8 perturbation	β8 expression/family evidence does not establish LAMA2–αvβ8	ligand_receptor_binding_or_activation	ECM-receptor interaction; migration	low		reviewed_unresolved	laminin-2 migration was β1-dependent; αvβ8 exact edge unresolved
M20A-EXT-0374	lama3 cd44	Lama3 Cd44		M21A-PAIR-EVID-387	PMID:10694938; PMID:9111868	human/general	CD44 literature and ECM models	review/search boundary; no exact LAMA3–CD44 assay located	exact LAMA3–CD44 molecular edge unresolved	ligand_receptor_binding_or_activation	ECM adhesion	low		reviewed_unresolved	general laminin/CD44 statements are not chain-specific
M20A-EXT-0375	lama3 dag1	Lama3 Dag1		M21A-PAIR-EVID-388	PMID:15383318; PMCID:PMC165099	human/mouse	GD25 β1-null cells; laminin isoform preparations	affinity chromatography and adhesion across laminin isoforms	laminin-5/α3–dystroglycan binding not supported in the tested preparation	ligand_receptor_binding_or_activation	ECM-dystroglycan adhesion	low		reviewed_unresolved	laminin-1, -2/4, and -10/11 bound dystroglycan; laminin-5 did not
M20A-EXT-0380	lama3 itga7_itgb1	Lama3 ITGA7_ITGB1		M21A-PAIR-EVID-389	PMID:16413178	human	recombinant laminin/integrin panel	purified integrin binding	α7β1 did not bind laminin-332 in the comparative panel	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	exact LAMA3–α7β1 edge lacks support
M20A-EXT-0381	lama3 itga9_itgb1	Lama3 ITGA9_ITGB1		M21A-PAIR-EVID-390	PMID:18230652; PMID:16413178	human	recombinant α9β1 and laminin panels	binding/adhesion assays for nonmatching ligands	α9β1 laminin-332 interaction unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	no exact primary support
M20A-EXT-0382	lama3 itgav_itgb8	Lama3 ITGAV_ITGB8		M21A-PAIR-EVID-391	PMID:11970960; PMID:16413178	human/mouse	αvβ8 epithelial models; recombinant laminin panel	αvβ8–LAP/TGFβ binding; no exact laminin-332 assay	αvβ8 signaling evidence is TGFβ-LAP-centered, not LAMA3-centered	ligand_receptor_binding_or_activation	αvβ8–TGFβ activation; not LAMA3	low		reviewed_unresolved	do not transfer αvβ8 TGFβ evidence to laminin-332
M20A-EXT-0383	lama4 cd44	Lama4 Cd44		M21A-PAIR-EVID-392	PMID:31343575; PMID:10694938	mouse/human	CD4 T cells; general CD44 models	laminin-411 functional assays with α6/αDG blockade; no CD44-specific assay	laminin-411 function does not establish LAMA4–CD44	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	CD44 was not the implicated receptor
M20A-EXT-0384	lama4 dag1	Lama4 Dag1		M21A-PAIR-EVID-393	PMID:36878377; PMCID:PMC6923227	mouse	LAMA2-null muscular dystrophy models	laminin-411 rescue/linker experiments	laminin-411 is unable to bind α-dystroglycan without engineered linker	ligand_receptor_binding_or_activation	ECM-dystroglycan adhesion	low		reviewed_unresolved	negative exact-pair boundary; engineered miniagrin restores linkage indirectly
M20A-EXT-0385	lama4 itga2_itgb1	Lama4 ITGA2_ITGB1		M21A-PAIR-EVID-394	PMID:16413178; PMID:9361014	human/mouse	recombinant laminin/integrin assays	purified binding and adhesion panels	α2β1 evidence maps to LAMA2/LAMA1 short arms, not LAMA4	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	laminin-family transfer excluded
M20A-EXT-0388	lama4 itga6_itgb4	Lama4 ITGA6_ITGB4		M21A-PAIR-EVID-395	PMID:16413178; PMID:8143784	human	recombinant laminin/integrin assays; K562 transfectants	purified binding/adhesion	α6β4 binds selected laminins, but exact laminin-411 support is absent	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	comparative panel identifies laminin-332/511 preference, not LAMA4
M20A-EXT-0390	lama4 itga9_itgb1	Lama4 ITGA9_ITGB1		M21A-PAIR-EVID-396	PMID:18230652; PMID:16413178	human	recombinant α9β1 and laminin panels	binding assays for nonmatching ligands	α9β1 laminin-411 interaction unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	no exact primary support
M20A-EXT-0391	lama4 itgav_itgb8	Lama4 ITGAV_ITGB8		M21A-PAIR-EVID-397	PMID:9187084; PMID:11970960	mouse/rat	Schwann and epithelial αvβ8 models	laminin migration; LAP/TGFβ binding	αvβ8 pathway evidence does not establish LAMA4 binding	ligand_receptor_binding_or_activation	αvβ8–TGFβ activation; not LAMA4	low		reviewed_unresolved	laminin-family transfer excluded
M20A-EXT-0399	lama5 itga9_itgb1	Lama5 ITGA9_ITGB1		M21A-PAIR-EVID-398	PMID:18230652; PMID:16413178	human	recombinant α9β1 and laminin panels	binding assays for nonmatching ligands	α9β1 laminin-511 interaction unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	no exact primary support
M20A-EXT-0400	lama5 itgav_itgb8	Lama5 ITGAV_ITGB8		M21A-PAIR-EVID-399	PMID:11741585; PMID:11970960	mouse/human	α5 domain and αvβ8 models	α5-domain binding to αvβ3; αvβ8 binding to LAP/TGFβ	αvβ3/αvβ8 evidence cannot be transferred to LAMA5–αvβ8	ligand_receptor_binding_or_activation	ECM-receptor interaction; TGFβ activation	low		reviewed_unresolved	β3 and β8 are distinct receptors
M20A-EXT-0401	lamb1 cd44	Lamb1 Cd44		M21A-PAIR-EVID-400	PMID:10694938; KEGG:ko04512	human/general	ECM-receptor pathway resources and CD44 literature	pathway/database co-membership; no exact assay	β1-chain-only/CD44 edge unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	KEGG pathway membership is not pair-specific evidence
M20A-EXT-0408	lamb1 itga9_itgb1	Lamb1 ITGA9_ITGB1		M21A-PAIR-EVID-401	PMID:16413178; PMID:18230652	human	recombinant laminin isoform and α9β1 studies	binding assays with intact laminin isoforms or nonmatching ligands	β1-chain-only attribution to α9β1 unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	laminin trimer evidence cannot be assigned to LAMB1 alone
M20A-EXT-0409	lamb1 itgav_itgb8	Lamb1 ITGAV_ITGB8		M21A-PAIR-EVID-402	PMID:7542940; PMID:11970960	chick/human	β8-family sensory neuron and αvβ8 epithelial models	β8-family laminin-1 assay; αvβ8–LAP/TGFβ assay	β1-chain-only LAMB1 edge unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction; TGFβ activation	low		reviewed_unresolved	no exact LAMB1–αvβ8 evidence
M20A-EXT-0410	lamb2 cd44	Lamb2 Cd44		M21A-PAIR-EVID-403	PMID:10694938; KEGG:ko04512	human/general	ECM-receptor pathway resources and CD44 literature	pathway/database co-membership; no exact assay	β2-chain-only/CD44 edge unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	KEGG/pathway membership is not pair-specific evidence
M20A-EXT-0412	lamb2 itga2_itgb1	Lamb2 ITGA2_ITGB1		M21A-PAIR-EVID-404	PMID:7525287; PMID:9361014	human/mouse	purified α2β1; LAMA2 short-arm constructs	purified integrin binding	α2β1 evidence maps to LAMA2/LAMA1 domains, not LAMB2	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	β2-chain-only attribution unsupported
M20A-EXT-0417	lamb2 itga9_itgb1	Lamb2 ITGA9_ITGB1		M21A-PAIR-EVID-405	PMID:18230652; PMID:16413178	human	recombinant α9β1 and laminin panels	binding assays for nonmatching ligands	β2-chain-only/α9β1 edge unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction	low		reviewed_unresolved	no exact primary support
M20A-EXT-0418	lamb2 itgav_itgb8	Lamb2 ITGAV_ITGB8		M21A-PAIR-EVID-406	PMID:7542940; PMID:11970960	chick/human	β8-family sensory neuron and αvβ8 epithelial models	laminin-1 neurite assay; LAP/TGFβ binding	β2-chain-only/αvβ8 edge unresolved	ligand_receptor_binding_or_activation	ECM-receptor interaction; TGFβ activation	low		reviewed_unresolved	no exact LAMB2–αvβ8 evidence
M20A-EXT-0419	lamb3 cd44	Lamb3 Cd44		M21A-PAIR-EVID-407	PMID:22539223; PubMed search: https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+CD44	human	LNCaP prostate cells	expression/epigenetic perturbation; no pair assay	non-pair expression association	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	LAMB3 and CD44 changed independently; no binding, complex, or receptor-dependent function
M20A-EXT-0420	lamb3 dag1	Lamb3 Dag1		M21A-PAIR-EVID-408	PMID:10619025; https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+dystroglycan	human/mouse	no exact submitted-pair model	laminin LG-domain/DAG1 literature search; no LAMB3-specific assay	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	DAG1 binding is mapped mainly to laminin alpha-chain LG domains; beta3-chain evidence was not transferable
M20A-EXT-0425	lamb3 itga7_itgb1	Lamb3 ITGA7_ITGB1		M21A-PAIR-EVID-409	PMID:16413178; DOI:10.1016/j.matbio.2005.12.001	human	recombinant integrin and purified laminin isoforms	recombinant binding/adhesion survey; alpha7beta1 did not bind laminin-332	negative_binding_boundary	ligand_receptor_binding_or_activation	laminin-332 integrin specificity boundary	medium-high		reviewed_unresolved	This tests intact laminin-332, not LAMB3 alone; no downstream relay
M20A-EXT-0426	lamb3 itga9_itgb1	Lamb3 ITGA9_ITGB1		M21A-PAIR-EVID-410	https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+integrin+alpha9beta1	human/mouse	no exact submitted-pair model	exact-pair PubMed/PMC/publisher search; no qualifying assay located	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	No exact alpha9beta1 binding, reconstitution, or receptor-dependent perturbation found
M20A-EXT-0427	lamb3 itgav_itgb8	Lamb3 ITGAV_ITGB8		M21A-PAIR-EVID-411	https://pubmed.ncbi.nlm.nih.gov/?term=LAMB3+integrin+alphaVbeta8	human/mouse	no exact submitted-pair model	exact-pair literature/database search; no qualifying assay located	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	AlphaVbeta8/TGF-beta literature was not transferable to LAMB3
M20A-EXT-0428	lamc1 cd44	Lamc1 Cd44		M21A-PAIR-EVID-412	https://pubmed.ncbi.nlm.nih.gov/?term=LAMC1+CD44	human/mouse	no exact submitted-pair model	exact-pair literature search; expression/pathway hits only	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	Laminin-family or LAMC2-CD44 associations were not transferred to LAMC1
M20A-EXT-0435	lamc1 itga9_itgb1	Lamc1 ITGA9_ITGB1		M21A-PAIR-EVID-413	https://pubmed.ncbi.nlm.nih.gov/?term=LAMC1+integrin+alpha9beta1	human/mouse	no exact submitted-pair model	exact-pair binding/relay search; no qualifying assay	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	No exact LAMC1-alpha9beta1 evidence
M20A-EXT-0436	lamc1 itgav_itgb8	Lamc1 ITGAV_ITGB8		M21A-PAIR-EVID-414	https://pubmed.ncbi.nlm.nih.gov/?term=LAMC1+integrin+alphaVbeta8	human/mouse	no exact submitted-pair model	exact-pair binding/relay search; no qualifying assay	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	No exact LAMC1-alphaVbeta8 evidence
M20A-EXT-0437	lamc2 cd44	Lamc2 Cd44		M21A-PAIR-EVID-415	https://pubmed.ncbi.nlm.nih.gov/?term=LAMC2+CD44	human/mouse	no exact submitted-pair model	exact-pair literature search; pathway/expression hits only	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	Recent disease studies are associative; no purified or receptor-dependent pair assay
M20A-EXT-0438	lamc2 dag1	Lamc2 Dag1		M21A-PAIR-EVID-416	https://pubmed.ncbi.nlm.nih.gov/?term=LAMC2+dystroglycan	human/mouse	no exact submitted-pair model	laminin/DAG1 search; alpha-chain evidence only	no qualifying exact binding	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	DAG1 binding cannot be assigned to LAMC2 without intact-complex evidence
