review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-1725	Tenm3 Adgrl3	reviewed_binding_only	PMID:24273166; PMCID:PMC3879561; PMID:31928845	mouse; rat; human proteins	HEK293/heterologous adhesion systems; neuronal trans-synaptic models	Teneurin/latrophilin pulldown and ectodomain binding; cell-adhesion and neuronal guidance assays	Direct TENM3–ADGRL3 heterophilic adhesion/ligand binding	ligand_receptor_binding_or_activation	TENM3–ADGRL3 trans-synaptic adhesion and neural guidance	high	The studies establish extracellular binding and adhesion, with splice/domain dependence; ligand-evoked intracellular ADGRL3 signaling and a terminal TF were not resolved for this exact pair.	
M20A-CELLCHAT-REMAINING-1726	TENM3_FLRT1 Adgrl3	reviewed_unresolved	PMID:24273166; PMID:22405201; PMID:32358586	mouse; rat; human proteins	HEK293 ectodomain-binding systems; neuronal co-culture/structural models	Separate TENM/ADGRL and FLRT/ADGRL binding assays; ternary-complex literature review	No validated direct TENM3–FLRT1–ADGRL3 composite edge was isolated	ligand_receptor_binding_or_activation	ADGRL3 teneurin/FLRT adhesion-complex boundary	low	TENM3–ADGRL3 and FLRT1–ADGRL3 component interactions are supported, but the exact TENM3_FLRT1 composite was not directly tested as a defined ternary ligand in the searched primary literature.	
M20A-CELLCHAT-REMAINING-1727	TENM3_FLRT3 Adgrl3	reviewed_unresolved	PMID:24273166; PMID:22405201; PMID:32358586	mouse; rat; human proteins	HEK293 ectodomain-binding systems; neuronal co-culture/structural models	Separate TENM/ADGRL and FLRT/ADGRL binding assays; ternary-complex literature review	No validated direct TENM3–FLRT3–ADGRL3 composite edge was isolated	ligand_receptor_binding_or_activation	ADGRL3 teneurin/FLRT adhesion-complex boundary	low	A defined TEN2–ADGRL3–FLRT3 complex is reported, but the exact TENM3_FLRT3 composite requested here was not isolated; component-level evidence was not promoted to a composite molecular edge.	
M20A-CELLCHAT-REMAINING-1728	Tenm4 Adgrl1	reviewed_binding_only	PMID:24273166; PMCID:PMC3879561	mouse; rat; human proteins	HEK293 transfected binding/adhesion systems	Teneurin pulldown, recombinant ectodomain binding, and cell-aggregation assays	Direct TENM4–ADGRL1 heterophilic adhesion/ligand binding	ligand_receptor_binding_or_activation	TENM4–ADGRL1 trans-synaptic adhesion	high	TENM4 binding to ADGRL1 is established, but the cited work does not demonstrate a unique ligand-triggered intracellular relay or terminal TF for this exact pair.	
M20A-CELLCHAT-REMAINING-1729	Tenm4 Adgrl2	reviewed_unresolved	PMID:24273166; PMCID:PMC3879561	mouse; rat; human proteins	HEK293 transfected binding/adhesion systems	Teneurin/latrophilin subtype pulldown and ectodomain binding comparison	No exact direct TENM4–ADGRL2 edge validated	ligand_receptor_binding_or_activation	Latrophilin teneurin subtype boundary	low	The primary subtype study supports TENM4–ADGRL1, while evidence for TENM4–ADGRL2 was not demonstrated; related teneurin or latrophilin family evidence was not transferred.	
M20A-CELLCHAT-REMAINING-1730	Tenm4 Adgrl3	reviewed_unresolved	PMID:24273166; PMID:31928845	mouse; rat; human proteins	HEK293 transfected binding/adhesion systems; neuronal structural models	Teneurin/latrophilin subtype binding comparison	No exact direct TENM4–ADGRL3 edge validated	ligand_receptor_binding_or_activation	Latrophilin teneurin subtype boundary	low	The searched primary studies support selected TEN/ADGRL subtype combinations but did not establish TENM4–ADGRL3; family-level binding and ADGRL3 signaling were not treated as exact-pair evidence.	
M20A-CELLCHAT-REMAINING-1731	TENM4_FLRT1 Adgrl1	reviewed_unresolved	PMID:24273166; PMID:22405201; PMID:32358586	mouse; rat; human proteins	HEK293 ectodomain-binding systems; neuronal co-culture/structural models	Separate TENM/ADGRL and FLRT/ADGRL binding assays; composite boundary review	No validated direct TENM4–FLRT1–ADGRL1 composite edge was isolated	ligand_receptor_binding_or_activation	ADGRL1 teneurin/FLRT adhesion-complex boundary	low	TENM4–ADGRL1 and FLRT1–ADGRL1 component interactions are supported, but the exact composite was not directly tested as a defined ternary ligand; no composite relay was inferred.	
M20A-CELLCHAT-REMAINING-1732	TENM4_FLRT3 Adgrl1	reviewed_unresolved	PMID:24273166; PMID:22405201; PMID:32358586	mouse; rat; human proteins	HEK293 ectodomain-binding systems; neuronal co-culture/structural models	Separate TENM/ADGRL and FLRT/ADGRL binding assays; composite boundary review	No validated direct TENM4–FLRT3–ADGRL1 composite edge was isolated	ligand_receptor_binding_or_activation	ADGRL1 teneurin/FLRT adhesion-complex boundary	low	TENM4–ADGRL1 and FLRT3–ADGRL1 component interactions are supported, but the exact composite was not directly tested as a defined ternary ligand; no composite relay was inferred.	
M20A-CELLCHAT-REMAINING-1733	Testosterone-AKR1D1 Ar	reviewed_relay_candidate	PMID:1730684; PMID:16210377; PMID:21255593	human; rat; mouse	COS/CV1 androgen-receptor reporter cells; 3T3-L1 preadipocytes; purified human AKR1D1	Radioligand/receptor binding and androgen-responsive reporter assays; testosterone-induced AR nuclear translocation; AKR1D1 steroid-substrate enzyme assay	Mature testosterone activates AR; AKR1D1 is retained as steroid-metabolism/source context, not a direct AR ligand	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	Testosterone–AR nuclear-receptor transcription; androgen-responsive gene program	medium-high	The exact composite label does not mean AKR1D1 binds AR; AKR1D1 metabolizes steroids and can alter ligand availability. The cited AR work supports testosterone-driven nuclear activation, while downstream genes are cell-context dependent.	AR
M20A-CELLCHAT-REMAINING-1734	Testosterone-HSD17B12 Ar	reviewed_relay_candidate	PMID:1730684; PMID:16210377; PMID:32557858	human; mouse	COS/CV1 androgen-receptor reporter cells; 3T3-L1 preadipocytes; HSD17B3/HSD17B12-deficient mouse testis models	Androgen receptor binding/transactivation and nuclear-translocation assays; genetic and biochemical testosterone-production studies	Mature testosterone activates AR; HSD17B12 is testosterone-biosynthesis/source context, not a direct AR ligand	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	Testosterone–AR nuclear-receptor transcription; testicular androgen biosynthesis context	medium-high	HSD17B12 affects testosterone availability rather than directly engaging AR. The receptor endpoint is supported, but the enzyme-to-AR edge is not a direct molecular interaction and species-specific biosynthesis differs.	AR
