review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-1069	ccl21b ccr10	Ccl21b Ccr10		M21A-PAIR-EVID-2499	PMID:10725697; PMID:30158126; https://pubmed.ncbi.nlm.nih.gov/?term=CCL21B+CCR10	mouse; fish; human comparator	CCR7/CCL21 lymphoid-homing models; CCR10/CCL27 comparator transfectants	targeted PubMed/PMC/publisher search for exact CCL21B-CCR10 binding, chemotaxis, calcium, or G-protein assay; no exact pair-specific assay located	no_exact_CCL21B_CCR10_support	ligand_receptor_binding_or_activation	CCL21B-CCR7/ACKR4 lymphoid chemokine branch versus CCL27/28-CCR10 epithelial GPCR branch	low		reviewed_unresolved	Primary CCR10 evidence supports CCL27, not CCL21B; CCL21-family signaling through CCR7 and atypical-receptor annotations were not transferred to CCR10.
M20A-EXT-1070	ccl21b grm7	Ccl21b Grm7		M21A-PAIR-EVID-2500	PMID:37546908; https://pubmed.ncbi.nlm.nih.gov/?term=CCL21B+GRM7	mouse; fish; human mGlu7 comparator	not established; lymphoid chemokine and recombinant mGlu7 systems searched separately	exact-pair PubMed/PMC/publisher search; no direct binding, receptor activation, or perturbation assay located	no_exact_pair_support	ligand_receptor_binding_or_activation	CCL21B-CCR7 chemokine branch versus glutamate-GRM7 Gi/o GPCR branch	low		reviewed_unresolved	No evidence supports CCL21B as a GRM7 ligand; shared GPCR architecture or co-expression is not evidence of direct interaction.
M20A-EXT-1071	ccl21b mtnr1a	Ccl21b Mtnr1a		M21A-PAIR-EVID-2501	PMID:30158126; https://pubmed.ncbi.nlm.nih.gov/?term=CCL21B+MTNR1A	mouse; fish; human melatonin-receptor comparator	not established; CCL21/CCR7 and melatonin/MT1 pharmacology searched separately	exact-pair PubMed/PMC/publisher search; no direct CCL21B-MTNR1A binding, activation, or perturbation assay located	no_exact_pair_support	ligand_receptor_binding_or_activation	CCL21B-CCR7 lymphoid-homing branch versus melatonin-MTNR1A Gi/o branch	low		reviewed_unresolved	CCL21B/CCR7 biology and MTNR1A signaling were not conflated; no exact receptor-subtype evidence or terminal TF was found.
M20A-EXT-1072	ccl22 dpp4	Ccl22 Dpp4		M21A-PAIR-EVID-2502	PMID:15067078; PMID:12101279; https://pubmed.ncbi.nlm.nih.gov/?term=CCL22+DPP4	mouse; human	D6/ACKR2 transfectants; CCR4 transfectants; purified or cell-associated CD26/DPP4 processing systems	DPP4/CD26 N-terminal cleavage of intact CCL22 to CCL22(3-69) and CCL22(5-69); truncated products lose CCR4 interaction and D6 recognition; chemotaxis/scavenging assays	direct_chemokine_processing_changes_receptor_activity	receptor_proximal_relay	DPP4/CD26 processing -> CCL22 N-terminal truncation -> loss of CCR4 agonism and ACKR2 scavenging	high		reviewed_binding_only	Direct molecular evidence is for extracellular peptide processing, not DPP4 as a signaling receptor; no exact CCR4-to-TF endpoint was assayed and DPP4 was not promoted as a ligand-receptor node.
M20A-EXT-1073	ccl24 ccr2	Ccl24 Ccr2		M21A-PAIR-EVID-2503	PMID:11559700; https://pubmed.ncbi.nlm.nih.gov/?term=CCL24+CCR2	mouse; human	CCR3 transfectants and eosinophil chemotaxis models; CCR2 ligand comparator systems	CCL24/CCR3 binding and chemotaxis literature searched against CCR2-specific assays; no qualifying exact CCL24-CCR2 activation assay located	no_exact_CCL24_CCR2_support	ligand_receptor_binding_or_activation	CCL24-CCR3 eosinophil chemokine branch versus CCR2-MCP ligand branch	low		reviewed_unresolved	CCL24 is supported as a CCR3 ligand; CCR2 activity of other MCP-family chemokines cannot be transferred to CCL24.
M20A-EXT-1074	ccl25 ackr2	Ccl25 Ackr2		M21A-PAIR-EVID-2504	PMID:15004236; PMCID:PMC4007430; https://pubmed.ncbi.nlm.nih.gov/?term=CCL25+ACKR2	mouse; human	ACKR2/D6 scavenging transfectants; CCL25/CCR9 and ACKR4 comparator systems	broad ACKR2 ligand/scavenging searches and exact CCL25 pair search; no direct CCL25-ACKR2 binding or internalization assay located	no_exact_ACKR2_pair_support	ligand_receptor_binding_or_activation	ACKR2 inflammatory-chemokine scavenging versus CCL25-CCR9/ACKR4 homeostatic chemokine branch	low		reviewed_unresolved	ACKR2 promiscuity is not evidence for every CC chemokine; homeostatic CCL25 receptor annotations were not promoted without an exact ACKR2 assay.
M20A-EXT-1075	ccl25 adra2a	Ccl25 Adra2a		M21A-PAIR-EVID-2505	PMID:9605427; https://pubmed.ncbi.nlm.nih.gov/?term=CCL25+ADRA2A	mouse; human	CCR9/CCL25 mucosal-homing models; cloned alpha2A-adrenergic receptor systems searched as comparator	exact-pair PubMed/PMC/publisher search; no CCL25-ADRA2A binding, heteromer, second-messenger, or chemotaxis assay located	no_exact_ADRA2A_pair_support	ligand_receptor_binding_or_activation	CCL25-CCR9 mucosal branch versus norepinephrine-ADRA2A Gi/o branch	low		reviewed_unresolved	CCL25 is a chemokine ligand for CCR9, not evidence for ADRA2A activation; receptor-family overlap and co-expression were not promoted.
M20A-EXT-1076	ccl25 ccr10	Ccl25 Ccr10		M21A-PAIR-EVID-2506	PMID:10725697; PMID:9605427; https://pubmed.ncbi.nlm.nih.gov/?term=CCL25+CCR10	mouse; human	CCR9/CCL25 and CCR10/CCL27-28 transfectant and chemotaxis models	Cognate-receptor subtype comparison; no direct CCL25-CCR10 binding, calcium, G-protein, or chemotaxis assay located	no_exact_CCL25_CCR10_support	ligand_receptor_binding_or_activation	CCL25-CCR9 mucosal-homing branch versus CCL27/28-CCR10 epithelial branch	low		reviewed_unresolved	Primary CCR10 evidence supports CCL27 and CCL28, whereas CCL25 evidence supports CCR9; the subtype distinction was retained.
M20A-EXT-1077	ccl25 grm7	Ccl25 Grm7		M21A-PAIR-EVID-2507	PMID:37546908; https://pubmed.ncbi.nlm.nih.gov/?term=CCL25+GRM7	mouse; human	CCR9/CCL25 mucosal models; recombinant mGlu7 receptor assays searched separately	exact-pair PubMed/PMC/publisher search; no direct CCL25-GRM7 binding, activation, or perturbation assay located	no_exact_pair_support	ligand_receptor_binding_or_activation	CCL25-CCR9 chemokine branch versus glutamate-GRM7 Gi/o branch	low		reviewed_unresolved	No primary evidence supports CCL25 as a GRM7 ligand; generic GPCR pathway overlap is not a direct molecular edge.
M20A-EXT-1078	ccl25 mtnr1a	Ccl25 Mtnr1a		M21A-PAIR-EVID-2508	PMID:9605427; https://pubmed.ncbi.nlm.nih.gov/?term=CCL25+MTNR1A	mouse; human	CCR9/CCL25 mucosal models; MT1/MTNR1A pharmacology searched separately	exact-pair PubMed/PMC/publisher search; no direct CCL25-MTNR1A binding, activation, or perturbation assay located	no_exact_pair_support	ligand_receptor_binding_or_activation	CCL25-CCR9 mucosal branch versus melatonin-MTNR1A Gi/o branch	low		reviewed_unresolved	CCL25 and melatonin have distinct cognate receptor systems; no exact receptor-subtype evidence or terminal TF was found.
