review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-1185	Clcf1_Crlf1 Cntfr_Il6st	reviewed_relay_candidate	PMID:23818941; PMID:30632962	human; mouse	SH-SY5Y human neuroblastoma cells; human lung adenocarcinoma cells; mouse lung-tumor models	CLCF1/CRLF1 heterodimer stimulation; gp130-neutralizing antibody or JAK1/2 inhibitor; CNTFR knockdown; STAT phosphorylation, viability, clonogenic and tumor-growth assays	Secreted CLCF1-CRLF1 forms a composite ligand for the CNTFR signaling complex containing CNTFR, LIFR and IL6ST/gp130; receptor engagement activates JAK/STAT signaling and contributes to ERK/AKT and cell-survival outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	CLCF1-CRLF1 -> CNTFR/LIFR/IL6ST-gp130 -> JAK1/2-STAT3 with ERK/AKT crosstalk -> survival and tumor-growth outputs	high	The submitted ligand and receptor are composite entities; the strongest direct receptor-complex and pSTAT evidence is in engineered or tumor-cell contexts, and the studies do not establish an SCI-specific receiver state. STAT3 is a provisional endpoint for Module22A rather than a fully resolved terminal program.	STAT3
M20A-EXT-1187	Clec11a Itga11	reviewed_relay_candidate	PMID:30632962; PMCID:PMC6349404	mouse; human	mouse LepR-positive skeletal stem/progenitor cells and osteoblasts; human bone-marrow stromal cells; C2C12 integrin-expression models	Recombinant Osteolectin/CLEC11A binding and cell-adhesion assays; Itga11 deletion or knockdown; Wnt reporter and osteogenic differentiation assays; conditional mouse genetics	CLEC11A/Osteolectin binds integrin alpha11beta1 and is required for the osteogenic response; integrin engagement promotes Wnt-pathway activation and osteoblast differentiation	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	CLEC11A -> ITGA11/ITGB1 -> integrin-dependent Wnt activation -> osteogenic differentiation and adult bone-mass maintenance	medium-high	The receptor is the alpha11beta1 heterodimer although the submitted label contains ITGA11 alone; the intracellular integrin relay is functionally inferred from receptor loss and Wnt readouts rather than a single defined adaptor chain, and no terminal TF was assigned.	null
M20A-EXT-1192	Clec1b Pdpn	reviewed_relay_candidate	PMID:17944973; PMCID:PMC2749330; PMID:21693546	mouse; human; recombinant proteins	mouse and human platelets; lymphatic endothelial cells; podoplanin-expressing tumor cells; 293T and CHO transfectants	CLEC-2-Fc and podoplanin-Fc binding; surface plasmon resonance; blocking antibodies; platelet aggregation and phosphorylation assays; Clec1b-deficient mouse models	Podoplanin directly binds and clusters CLEC-2/CLEC1B, whose hemITAM recruits Src/Syk and PLCgamma2 to activate platelets and regulate blood-lymphatic separation	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PDPN -> CLEC1B/CLEC-2 hemITAM -> Src-Syk-LAT/SLP76-PLCgamma2 -> calcium/PKC-dependent platelet activation and lymphatic-vessel separation	high	CLEC1B is the receptor gene product commonly named CLEC-2; the exact glycosylated podoplanin epitope and platelet versus lymphatic endothelial context affect activity, and no terminal TF endpoint was established.	null
M20A-EXT-1195	Clec4g Lag3	reviewed_relay_candidate	PMID:40810102; PMCID:PMC12341605; DOI:10.1016/j.jhepr.2025.101482	mouse; human	mouse primary liver sinusoidal endothelial cells and differentiated Th17 cells; cirrhotic mouse liver; human cirrhotic liver samples	LSECtin/CLEC4G-Fc treatment; LAG-3 blockade; TCR/CD3 stimulation; phospho-STAT3, ERK1/2 and AKT assays; Th17 differentiation and cytokine measurements; Clec4g knock-in cirrhosis model	LSECtin/CLEC4G engagement of LAG-3 suppresses early T-cell signaling and Th17 expansion, with blockade of LAG-3 reversing the relay and functional effect	receptor_proximal_relay;downstream_pathway_function	CLEC4G/LSECtin -> LAG-3 -> inhibition of TCR-linked STAT3/ERK/AKT signaling -> reduced IL-17-positive Th17 expansion and hepatic inflammation	medium	The 2025 study establishes LAG-3 dependence and receptor-proximal signaling but does not provide a purified ligand-affinity measurement in the exact pair; species, cirrhosis and T-cell differentiation context limit generalization, and no terminal TF endpoint was assigned.	null
M20A-EXT-1201	Cntn1 Nrcam	reviewed_function_only	PMID:9049255; PMCID:PMC2132488; PMID:11564762	chicken; mouse	primary chick tectal neurons; mouse cerebellar granule neurons and NrCAM-null cells; NIH3T3 receptor-expression models	Contactin/F3-Fc or RPTPbeta extracellular-region substrates; anti-contactin and anti-NrCAM blocking antibodies; cell adhesion, neurite-outgrowth and differentiation assays; NrCAM knockout comparison	CNTN1/F3 and NrCAM participate in an extracellular adhesion/signaling complex required for RPTPbeta-dependent neurite outgrowth and cerebellar contactin responses; the pair-specific intracellular transducer is not isolated	ligand_receptor_binding_or_activation;downstream_pathway_function	CNTN1/F3-NrCAM complex -> RPTPbeta-associated neuronal adhesion/signaling -> neurite extension and progenitor differentiation	medium	The primary studies support a functional CNTN1-NrCAM receptor complex and antibody-sensitive association, but do not define a purified binary affinity or a unique intracellular relay from NrCAM; contactin nomenclature varies across species and no terminal TF endpoint was established.	null
M20A-EXT-1202	Cntn1 Ptprz1	reviewed_relay_candidate	PMID:21969550; PMID:7628014	mouse; rat; recombinant proteins	mouse oligodendrocyte precursor cells and glial populations; primary tectal neurons; COS7 and neuroblastoma models	PTPRZ1 ectodomain/CNTN1 co-complex structure and binding assays; PTPRZ deficiency; cell proliferation, differentiation and neurite-growth assays	PTPRZ1 binds CNTN1 through its extracellular carbonic-anhydrase-like domain and the complex regulates oligodendrocyte precursor proliferation and maturation	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	CNTN1 -> PTPRZ1 ectodomain -> receptor-tyrosine-phosphatase-associated glial signaling -> reduced OPC proliferation and oligodendrocyte maturation	medium-high	PTPRZ1 can act as a receptor or extracellular ligand depending on membrane orientation and splice form; the paper resolves the complex and cellular output but not a single downstream kinase cascade or terminal TF.	null
M20A-EXT-1205	Cntn2 Nrp1	reviewed_relay_candidate	PMID:22836270	mouse; rat	primary mouse dorsal-root-ganglion neurons and growth cones; COS7 cells transfected with TAG1/CNTN2, NRP1 and L1; mouse Cntn2 perturbation models	NRP1 co-immunoprecipitation with TAG1/CNTN2; Sema3A stimulation; receptor endocytosis and lipid-raft trafficking assays; CRMP2 phosphorylation and axon-repulsion assays	CNTN2/TAG1 directly associates with NRP1 in the Sema3A receptor complex and regulates receptor trafficking and Sema3A-evoked signaling without being the catalytic receptor	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	CNTN2/TAG1-NRP1/PlexinA4-Sema3A complex -> endocytic trafficking and CRMP2 phosphorylation -> sensory-axon guidance	medium-high	The exact interaction is a cis coreceptor association and the principal signaling receptor is the NRP1/PlexinA4 semaphorin complex; the study does not establish CNTN2 as an independent catalytic receptor or a terminal TF.	null
M20A-EXT-1206	Cntn3 Ptprg	reviewed_binding_only	PMID:27539848; PMCID:PMC5076805	mouse; recombinant proteins	HEK293 and HEK293F transfectants; mouse rod photoreceptor outer segments; purified PTPRG and CNTN3 ectodomains	PTPRG-Fc binding to cell-surface CNTN3; AlphaScreen competition; crystallography; cell aggregation; proximity ligation in mouse retina	PTPRG directly binds CNTN3 through the PTPRG carbonic-anhydrase-like domain and forms cis/trans cell-surface complexes	ligand_receptor_binding_or_activation	CNTN3 -> PTPRG extracellular complex; intracellular phosphatase relay and downstream cellular output were not resolved for this exact pair	medium-high	The paper establishes direct molecular binding and an in vivo retinal association but does not selectively perturb the CNTN3-PTPRG pair to define a downstream pathway; receptor orientation and cis/trans configuration remain context dependent.	null
M20A-EXT-1207	Cntn4 Aplp1	reviewed_binding_only	PMID:34958801; PMCID:PMC8808184	zebrafish; chicken; mouse; human recombinant proteins	zebrafish embryos; recombinant CNTN4 and APLP1 ectodomains; purified protein assays	AlphaScreen and biolayer-interferometry binding; X-ray structural analysis of CNTN-amyloid interfaces; embryonic expression mapping	APLP1 directly binds the CNTN4 ectodomain through the conserved CNTN FN-region/amyloid Cu-binding-domain interface	ligand_receptor_binding_or_activation	CNTN4-APLP1 cell-surface adhesion/coreceptor association; no pair-specific receptor-proximal relay or downstream pathway was established	medium-high	The study directly resolves binding but not a CNTN4-APLP1 intracellular signaling output; the proteins are cell-adhesion/coreceptor components and the exact in vivo signaling orientation remains unresolved.	null
M20A-EXT-1208	Cntn4 Ptprg	reviewed_binding_only	PMID:20133774; PMID:27539848; PMCID:PMC5076805	mouse; recombinant proteins	HEK293 transfectants; purified PTPRG/CNTN4 ectodomains; neuronal and retinal comparator systems	PTPRG-Fc binding, crystallography and AlphaScreen competition; cell-surface association assays	PTPRG directly binds CNTN4 through its extracellular carbonic-anhydrase-like domain	ligand_receptor_binding_or_activation	CNTN4 -> PTPRG ectodomain complex; no exact-pair intracellular phosphatase readout or terminal functional output was demonstrated	medium-high	The evidence is strong for direct extracellular binding, but functional claims about neurite extension or cancer-cell phenotypes rely on broader contactin-family or comparator contexts and were not transferred to this exact pair.	null
