review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-3205	Sptan1 Ptpra	reviewed_unresolved	DOI:10.1172/jci.insight.199050; https://insight.jci.org/articles/view/199050; https://pubmed.ncbi.nlm.nih.gov/?term=SPTAN1+PTPRA	human	Human PBMC T- and B-cell single-cell transcriptomic cohorts; no purified pair model	Single-cell RNA-seq and computational ligand-receptor inference; no biochemical binding, receptor activation, or selective perturbation of SPTAN1/PTPRA	computational_communication_candidate	no_qualifying_exact_pair_evidence	SPTAN1-PTPRA computationally inferred communication; PTPRA Src-family phosphatase signaling remains a comparator	low	The cited primary study reports an inferred communication edge, not direct extracellular SPTAN1-PTPRA binding or activation. SPTAN1 is a cytoskeletal scaffold and PTPRA is a receptor-type phosphatase; pathway/co-expression inference cannot establish a ligand-receptor edge or relay. No exact-pair cell model or terminal TF assay was located.	null
M20A-EXT-3206	Sptbn2 Ptpra	reviewed_unresolved	PMCID:PMC6880150; https://pubmed.ncbi.nlm.nih.gov/?term=SPTBN2+PTPRA; https://pubmed.ncbi.nlm.nih.gov/?term=Sptbn2+Ptpra	human; mouse comparator	Spectrin interactome and neuronal/cytoskeletal comparator systems; no exact SPTBN2-PTPRA extracellular model	Protein-interaction/co-expression database and spectrinome evidence; no direct ligand binding, receptor activation, or pair-selective perturbation	computational_communication_candidate	no_qualifying_exact_pair_evidence	spectrin/PTPRA cytoskeletal signaling context; exact SPTBN2-to-PTPRA extracellular branch unresolved	low	The spectrinome and co-expression evidence concerns intracellular scaffold associations and does not demonstrate that SPTBN2 is a PTPRA ligand. PTPRA signaling through Src-family kinases cannot be transferred to this exact pair, and no receptor-proximal or downstream functional assay was found.	null
M20A-EXT-3207	Sst Adra2a	reviewed_unresolved	PMID:1360663; PMID:8100352; https://pubmed.ncbi.nlm.nih.gov/?term=SST+ADRA2A	rat; human comparator	Rat brain somatostatin-receptor cloning systems and heterologous SSTR expression; no SST-ADRA2A model	Somatostatin receptor subtype cloning, ligand binding, and second-messenger characterization; exact ADRA2A assay not established	ligand_receptor_binding_or_activation	no_qualifying_exact_pair_evidence	SST-SSTR subtype branch; ADRA2A is an adrenergic receptor boundary	low	Primary receptor studies support SST action through SSTR subtypes, not ADRA2A. Adrenergic receptor expression or shared Gi/o coupling does not establish SST binding or activation of ADRA2A, and no exact-pair relay or function was identified.	null
M20A-EXT-3208	Sst Grm7	reviewed_unresolved	PMID:1360663; https://pubmed.ncbi.nlm.nih.gov/?term=SST+GRM7	rat; mouse; human comparator	Somatostatin-receptor and mGlu7 recombinant/neuronal comparator systems; no exact SST-GRM7 model	SST receptor pharmacology and separate GRM7 glutamate-coupling studies; no exact-pair binding or perturbation	ligand_receptor_binding_or_activation	no_qualifying_exact_pair_evidence	SST-SSTR and glutamate-GRM7 branches kept separate	low	The cited primary literature assigns somatostatin to SSTRs and GRM7 to glutamate pharmacology. GPCR family membership, neuronal co-expression, and convergent Gi/o signaling are not evidence for direct SST-GRM7 interaction or downstream relay.	null
M20A-EXT-3209	Sst Mtnr1a	reviewed_unresolved	PMID:1360663; https://pubmed.ncbi.nlm.nih.gov/?term=SST+MTNR1A	rat; mouse; human comparator	Somatostatin-receptor and melatonin-receptor comparator systems; no exact SST-MTNR1A model	SST receptor subtype cloning/pharmacology and separate melatonin-receptor studies; no exact-pair activation assay	ligand_receptor_binding_or_activation	no_qualifying_exact_pair_evidence	SST-SSTR branch versus melatonin-MTNR1A branch	low	Somatostatin receptor studies do not support MTNR1A as an SST receptor. Circadian/endocrine co-expression or shared GPCR signaling components cannot substitute for an exact ligand-activation assay, and no receptor-proximal or downstream pair evidence was found.	null
M20A-EXT-3215	St6gal1 Cd22	reviewed_function_only	PMID:9539767; PMCID:PMC22519; PMID:16782884; DOI:10.1038/ni1283; https://pubmed.ncbi.nlm.nih.gov/25173345/	mouse; human comparator	Mouse ST6Gal1-deficient and Cd22/St6gal1 double-deficient primary B cells; endothelial CD22-ligand display comparator	St6Gal1 knockout, Cd22 double knockout, CD22-ligand/glycan staining, BCR signaling, endocytosis, and SHP-1 recruitment assays	glycan_ligand_generation	ligand_processing_or_glycan_modification;downstream_pathway_function	ST6GAL1 -> alpha2,6-sialylated glycans -> CD22 engagement -> BCR inhibitory trafficking/signaling	medium	The primary studies show that ST6GAL1 generates or controls alpha2,6-sialylated CD22 ligands and that CD22 mediates the resulting B-cell phenotype; they do not show ST6GAL1 protein binding to CD22 or a conventional ST6GAL1-initiated receptor relay. Cell-surface glycan context and B-cell specificity are essential, and no terminal TF was directly assigned.	null
M20A-EXT-3216	St6gal1 Egfr	reviewed_relay_candidate	PMID:29402301; PMCID:PMC5800010; DOI:10.1186/s13048-018-0385-0; PMCID:PMC10520885; https://pubmed.ncbi.nlm.nih.gov/?term=ST6GAL1+EGFR	human; mouse comparator	OV4, SKOV3, BxPC3 and additional epithelial cancer cell models; mouse pancreatic acinar/organoid comparator	ST6GAL1 overexpression/knockdown, EGFR alpha2,6-sialylation, basal and EGF-induced EGFR phosphorylation, receptor trafficking, AKT/NF-kappaB, and gefitinib-response assays	glycosylation_dependent_receptor_modulation	receptor_proximal_relay;downstream_pathway_function	ST6GAL1-mediated EGFR sialylation -> EGFR dimerization/activation -> AKT/NF-kappaB and survival/trafficking outputs	medium	The evidence supports enzymatic modification of EGFR and altered receptor activation, not a conventional ST6GAL1 ligand-receptor binding event. Results are dominated by cancer-cell models and can depend on EGF availability, glycosylation state, and ST6GAL1 expression; no SCI receiver-cell assay or terminal TF occupancy was reported.	null
M20A-EXT-3217	Tac1 Dpp4	reviewed_binding_only	PMID:24516103; PMCID:PMC3984385; PMID:6200141; https://pubmed.ncbi.nlm.nih.gov/?term=TAC1+DPP4	human; rat comparator	Human vascular/plasma substance-P systems and rat tissue degradation comparator	DPP4 inhibition, substance-P degradation/inactivation, and vascular/fibrinolytic response assays	ligand_processing_or_degradation	ligand_processing	DPP4 cleaves and inactivates substance P, altering the amount of mature peptide available for canonical tachykinin-receptor signaling	medium	The evidence is direct peptide processing, not DPP4 binding to or activation by a receptor and not a downstream intracellular relay. TAC1 is a precursor that produces multiple mature tachykinins; the cited assays do not establish a TAC1-isoform-specific effect in an SCI cell type or a terminal TF.	null
M20A-EXT-3218	Tac1 Fap	reviewed_binding_only	PMID:21314817; DOI:10.1111/j.1742-4658.2011.08051.x; PMCID:PMC6317473; https://pubmed.ncbi.nlm.nih.gov/?term=TAC1+FAP	human; mouse comparator	Recombinant human FAP, human peptide/plasma assays, and FAP-active versus FAP-null mouse embryonic fibroblast secretomes	Purified-enzyme peptide hydrolysis, degradomics/proteomics, and comparison of active/inactive FAP secretomes	ligand_processing_or_degradation	ligand_processing	FAP post-proline cleavage of substance P; possible loss or remodeling of mature tachykinin activity	medium	FAP directly hydrolyzes substance P in biochemical assays, but this is proteolytic processing rather than canonical ligand-receptor activation. FAP substrate usage is context- and sequence-dependent, DPP4 can also process substance P, and no FAP-dependent receptor relay or terminal TF was measured.	null
M20A-EXT-3219	Tac1 Tacr3	reviewed_relay_candidate	PMID:38065934; PMCID:PMC10709327; DOI:10.1038/s41467-023-43857-0; https://pubmed.ncbi.nlm.nih.gov/?term=TAC1+TACR3	human; mouse peptide comparator	CHO-K1 cells expressing human TACR3; mouse TAC1-derived peptide preparation	PathHunter beta-arrestin assays with substance P, substance P(6-11), and TAC1-derived capped peptide; plasma stability comparison	ligand_receptor_activation	receptor_proximal_relay	TAC1-derived tachykinin -> TACR3/NK3R -> GPCR beta-arrestin signaling	medium	TACR3 activation is supported for mature TAC1-derived peptides, including substance P, but the TAC1 gene/precursor and peptide processing were not selectively perturbed in the receptor assay. Potency is lower than for the preferred TACR3 ligand NKB, and no downstream kinase, cell phenotype, or terminal TF was assigned to the exact source annotation.	null
