review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-2092	Icam4 Itgb2	reviewed_relay_candidate	https://pubmed.ncbi.nlm.nih.gov/16985175/;https://doi.org/10.1182/blood-2006-04-014878	human	human erythrocytes, monocyte/macrophage cells, and integrin-transfectant models	ICAM-4-Fc binding to CD11c/CD18 transfectants, ICAM4 domain deletion/point-mutant mapping, peptide competition, and antibody inhibition of erythrophagocytosis	Receptor-complex edge: ICAM-4 binds beta2-containing alphaL/alphaM/alphaX integrins; the queue names the shared beta2 subunit	receptor_proximal_relay	beta2-integrin adhesion, erythrocyte clearance, and phagocytic-cell contact	high	The primary study directly characterized CD11c/CD18 and discusses CD11a/CD18 and CD11b/CD18; beta2 is a shared subunit and is not claimed to act alone. No terminal TF was measured.	null
M20A-EXT-2093	Icam4 Itgb3	reviewed_relay_candidate	https://pubmed.ncbi.nlm.nih.gov/12477717/;https://doi.org/10.1074/jbc.M211282200	human	human red blood cells, activated human platelets, and alphaIIb/beta3-expressing CHO transfectants	ICAM-4-Fc adhesion assays, GRGDSP/dithiothreitol integrin activation, beta3- and complex-specific antibody blockade, Glanzmann thrombasthenia platelets, and ICAM4 domain/peptide mapping	Receptor-complex edge: activated alphaIIb/beta3 is the measured ICAM-4 receptor; the queue names the beta3 subunit	receptor_proximal_relay	alphaIIb/beta3 platelet adhesion and thrombus-related erythrocyte contact	high	The evidence is for activated alphaIIb/beta3 rather than autonomous ITGB3. The study establishes adhesion and receptor specificity but does not assign a downstream TF.	null
M20A-EXT-2094	Icam4 Rhag	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=ICAM4+RHAG;https://pmc.ncbi.nlm.nih.gov/articles/PMC4443426/	human	human erythrocyte membrane/Rh-complex studies; no exact pairwise ligand-receptor model recovered	Bounded exact-pair PubMed, PMC, publisher, and Reactome searches; erythrocyte membrane complex-composition and immunoaffinity studies screened	No exact ICAM4-RHAG ligand-receptor or receptor-proximal relay edge established	ligand_receptor_binding_or_activation	Rh/RhAG erythrocyte membrane complex context and erythroid-cell adhesion are comparator biology only	low	ICAM4 is reported as a component of the broader erythrocyte Rh complex, but the reviewed sources do not resolve a direct ICAM4-RHAG contact or a ligand-receptor activation event; co-complex membership and blocking phenotypes were not promoted.	null
M20A-EXT-2097	Icosl Cd28	reviewed_relay_candidate	https://pubmed.ncbi.nlm.nih.gov/21530327/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3103603/;https://doi.org/10.1016/j.immuni.2011.03.014	human	human receptor-array assays and primary human CD4 T-cell costimulation models	B7-H2/ICOSL-Fc receptor-array binding, human CD28/CTLA-4 transfectant assays, allogeneic and memory-recall T-cell costimulation, Bcl-xL/p27 measurements, and ERK/AKT pathway assays	Direct human B7-H2/ICOSL-CD28 binding with receptor-proximal costimulatory relay	receptor_proximal_relay	B7-H2/CD28 costimulation with ERK-AKT signaling, survival-factor induction, and T-cell activation	high	The interaction is human-specific in the primary study and was not conserved in mouse. CD28 signaling outputs were measured, but no terminal TF activation was assigned.	null
M20A-EXT-2098	Icosl Ctla4	reviewed_binding_only	https://pubmed.ncbi.nlm.nih.gov/21530327/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3103603/;https://doi.org/10.1016/j.immuni.2011.03.014	human	human receptor-array and recombinant receptor assays	B7-H2/ICOSL-Fc receptor-array binding and validation with human CD28/CTLA-4 transfectants and fusion proteins	Direct human B7-H2/ICOSL-CTLA-4 binding	ligand_receptor_binding_or_activation	B7-H2/CD28-family receptor binding; CTLA-4 functional branch not resolved in the primary study	medium	Yao et al. report human B7-H2 binding to CTLA-4, but the interaction was not conserved in mouse and CTLA-4-specific downstream signaling was not separately demonstrated. Do not transfer the CD28 ERK/AKT output to CTLA-4.	null
M20A-EXT-2100	Ifng Mpl	reviewed_function_only	https://pubmed.ncbi.nlm.nih.gov/30803992/;https://pubmed.ncbi.nlm.nih.gov/?term=IFN-gamma+c-MPL+thrombopoietin	human	human CD34-positive hematopoietic stem/progenitor cells and purified recombinant cytokine/receptor systems	IFN-gamma plus thrombopoietin treatment, microscale thermophoresis of TPO-c-MPL binding with or without IFN-gamma, TPO-induced c-MPL internalization, signaling, and HSPC survival assays	Functional cytokine cross-talk that disrupts TPO-MPL engagement; not an IFN-gamma-MPL binding edge	downstream_pathway_function	IFN-gamma-mediated steric interference with TPO-c-MPL signaling and HSPC survival	medium	The primary study explicitly reports no measurable IFN-gamma-c-MPL interaction. IFN-gamma forms heteromers with TPO and disrupts the low-affinity TPO-c-MPL site; this is functional/pathway evidence only and no terminal TF was assigned.	null
M20A-EXT-2102	Igf1 Igf2r	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/2963636/;https://pubmed.ncbi.nlm.nih.gov/?term=IGF1+IGF2R	human and rat	human/rat purified IGF2R and fibroblast or placental receptor-binding models; no exact IGF1 condition recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway searches; canonical IGF2R studies were screened as comparator evidence	No exact IGF1-IGF2R binding, relay, or functional edge established	ligand_receptor_binding_or_activation	IGF2R/CI-MPR binding to IGF2 and mannose-6-phosphate is distinct from IGF1R-mediated IGF1 signaling	low	The cited primary work demonstrates IGF-II, not IGF-I, binding to IGF2R. Canonical IGF1R evidence and IGF2R ligand-trafficking evidence were not transferred to this exact pair.	null
M20A-EXT-2104	Igf1 ITGA6_ITGB4	reviewed_relay_candidate	https://pubmed.ncbi.nlm.nih.gov/22351760/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3320998/;https://doi.org/10.1074/jbc.M111.304170	human	human alpha6/beta4-expressing CHO cells and anchorage-independent epithelial/cancer-cell models	Adhesion and soluble-integrin binding to wild-type or integrin-binding-defective IGF1, ternary-complex/co-immunoprecipitation assays with IGF1R, reduced-adhesion culture, phosphosignaling, survival, and soft-agar colony assays	Direct IGF1-alpha6/beta4 binding with an alpha6/beta4-IGF1-IGF1R receptor-complex relay	receptor_proximal_relay	alpha6/beta4-IGF1-IGF1R cross-talk with survival and anchorage-independent growth	high	The mapped interaction is with the alpha6/beta4 complex and is strongest under reduced-adhesion conditions. The evidence supports IGF1R/integrin relay outputs but no terminal TF was directly measured.	null
M20A-EXT-2105	Igf1 ITGAV_ITGB3	reviewed_relay_candidate	https://pubmed.ncbi.nlm.nih.gov/19578119/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2782004/;https://doi.org/10.1074/jbc.M109.013201	human and hamster	human IGF1, recombinant alphaV/beta3, and CHO cells expressing human alphaV/beta3 with IGF1R	Cell adhesion, ELISA-type binding, surface plasmon resonance, IGF1 C-domain mutagenesis, co-precipitation of alphaV/beta3-IGF1-IGF1R, phospho-IGF1R/AKT/ERK assays, and proliferation assays	Direct IGF1-alphaV/beta3 binding with an alphaV/beta3-IGF1-IGF1R receptor-complex relay	receptor_proximal_relay	alphaV/beta3-IGF1-IGF1R cross-talk through PI3K-AKT/ERK and cell proliferation	high	The direct molecular edge and ternary-complex mechanism were measured in recombinant and engineered-cell systems; integrin occupancy and IGF1R signaling are distinct evidence components. No terminal TF was measured.	null
M20A-EXT-2106	Igf2 Gpr152	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=IGF2+GPR152;https://reactome.org/content/query?q=IGF2%20GPR152	mammalian	no exact IGF2-GPR152 cell or biochemical model recovered	Bounded exact-pair PubMed, PMC, publisher, and Reactome searches; IGF2R, IGF1R, insulin-receptor, and orphan-GPCR comparator studies screened	No exact IGF2-GPR152 binding, activation, relay, or functional edge established	ligand_receptor_binding_or_activation	IGF2 signaling through IGF1R/INSR/IGF2R and orphan-GPCR annotation remain separate contexts	low	No stable primary source was found for IGF2 binding or activating GPR152. Comparator IGF receptor evidence and generic GPR152 annotation were not promoted.	null
