review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-1772	gdf11 bmpr1a	Gdf11 Bmpr1a		M21A-PAIR-EVID-2849	PMID:28257634;PMCID:PMC5336696;DOI:10.1186/s12915-017-0350-1;https://pubmed.ncbi.nlm.nih.gov/?term=GDF11+BMPR1A	mouse;human	HEK293;HepG2;primary skeletal myoblasts;exact BMPR1A model not recovered	GDF11 dose-response and receptor-utilization comparison; structural/type-I receptor analysis identified ALK4/5/7 rather than an exact BMPR1A relay	no exact GDF11-BMPR1A binding or activation edge established	ligand_receptor_binding_or_activation	GDF11 activin-like ALK4/5/7 SMAD2/3 comparator branch; BMPR1A unresolved	low		reviewed_unresolved	Primary structural and signaling work supports ALK4/5/7 utilization, not BMPR1A. Family similarity, co-expression, or generic BMP receptor annotations were not transferred to this exact pair.
M20A-EXT-1773	gdf11 bmpr1b	Gdf11 Bmpr1b		M21A-PAIR-EVID-2850	PMID:28257634;PMCID:PMC5336696;DOI:10.1186/s12915-017-0350-1;https://pubmed.ncbi.nlm.nih.gov/?term=GDF11+BMPR1B	mouse;human	HEK293;HepG2;primary skeletal myoblasts;exact BMPR1B model not recovered	GDF11 dose-response and receptor-utilization comparison; structural/type-I receptor analysis identified ALK4/5/7 rather than an exact BMPR1B relay	no exact GDF11-BMPR1B binding or activation edge established	ligand_receptor_binding_or_activation	GDF11 activin-like ALK4/5/7 SMAD2/3 comparator branch; BMPR1B unresolved	low		reviewed_unresolved	GDF11 signaling through ALK4/5/7 was not generalized to BMPR1B. No pair-specific affinity, receptor phosphorylation, or perturbation assay was recovered.
M20A-EXT-1774	gdf11 bmpr2	Gdf11 Bmpr2		M21A-PAIR-EVID-2851	PMID:35643319;PMCID:PMC9234707;DOI:10.1016/j.jbc.2022.102076;PMID:28257634;https://pubmed.ncbi.nlm.nih.gov/?term=GDF11+BMPR2	mouse;human	purified human BMPR2 and ACVR2A ectodomains;HEK293 and HepG2 comparator systems	SPR receptor-Fc binding spectrum and GDF11 structural/signaling comparison; GDF11 showed strong ACVR2A binding but was excluded from the tested BMPR2-binding set	no validated GDF11-BMPR2 binding or receptor-complex activation established	ligand_receptor_binding_or_activation	GDF11-ACVR2A/ACVR2B-ALK4/5 SMAD2/3 branch; BMPR2 negative boundary	low		reviewed_unresolved	The 2022 receptor-Fc screen reported GDF11 binding to ACVR2A and no binding in the BMPR2 test condition. Earlier pathway annotations cannot substitute for an exact BMPR2 assay; species, construct, and assay conditions limit a universal negative claim.
M20A-EXT-1775	gdf15 ret	Gdf15 Ret	M21A-REUSE-1533	M21A-PAIR-EVID-2852	PMID:28846097;DOI:10.1038/nm.4392;PMID:28953886;DOI:10.1038/nature24042;https://pubmed.ncbi.nlm.nih.gov/?term=GDF15+GFRAL+RET	mouse;human;nonhuman primate	GFRAL-positive mouse area postrema and nucleus of solitary tract neurons; recombinant GFRAL/RET cell systems; obese nonhuman primates	GDF15 binding to GFRAL, GFRAL deletion, RET-dependence of signaling, receptor-complex interaction and in vivo GDF15 treatment	GDF15 activates the GFRAL-RET receptor complex; RET is a required signaling coreceptor and is not treated as the direct ligand-binding receptor	receptor_proximal_relay	GDF15-GFRAL-RET ERK/PI3K/PLC and brainstem metabolic-response branch	high		reviewed_relay_candidate	The exact ligand-binding interface is GFRAL, while RET supplies the signaling kinase in the complex. This row preserves the receptor-complex edge and does not infer direct GDF15-RET binding or a terminal TF.
M20A-EXT-1776	gdf2 acvr1	Gdf2 Acvr1		M21A-PAIR-EVID-2853	PMID:17311849;DOI:10.1038/sj.bjp.0707481;https://pubmed.ncbi.nlm.nih.gov/?term=BMP9+ALK2+ACVR1	human;monkey	recombinant human BMP9; COS-7 cells expressing human receptor constructs; endothelial-cell comparator assays	receptor-Fc/transfected-cell binding and endothelial BMP9 response; BMP9 bound weakly to ALK2/ACVR1 compared with high-affinity ALK1	weak direct GDF2-ACVR1/ALK2 biochemical binding without an exact ACVR1 cellular activation relay	ligand_receptor_binding_or_activation	BMP9/GDF2 ALK1-endoglin endothelial SMAD1/5 comparator branch; ACVR1 weak-binding branch	medium		reviewed_binding_only	The primary study established high-affinity signaling through ALK1 and only weak binding to ALK2. No ACVR1-specific phosphorylation, loss-of-function, or cellular functional endpoint was isolated for this pair.
M20A-EXT-1784	gdf5 acvr1	Gdf5 Acvr1		M21A-PAIR-EVID-2854	PMID:8702914;DOI:10.1074/jbc.271.35.21345;https://pubmed.ncbi.nlm.nih.gov/?term=GDF5+ACVR1	rat;human;monkey	ROB-C26 osteoprogenitor-like cells; COS-1 cells expressing type I/II receptor constructs	125I-GDF5 binding and transcriptional activation across type I and type II receptor panels	no clean exact GDF5-ACVR1 edge established; the primary panel favored BMPR1B with BMPR2 or activin type II receptors	ligand_receptor_binding_or_activation	GDF5-BMPR1B-BMPR2/ActRII SMAD1/5 and osteogenic comparator branch; ACVR1 unresolved	low		reviewed_unresolved	The primary paper reported strongest GDF5 binding and signaling through BMPR1B and type II receptors, while ACVR1 was not established as an isolated cognate receptor. Later hypotheses and family annotations were not promoted to exact evidence.
M20A-EXT-1797	gdf9 acvr2a	Gdf9 Acvr2a		M21A-PAIR-EVID-2855	PMID:16603567;DOI:10.1016/j.mce.2006.02.006;PMID:16926195;DOI:10.1111/j.1365-2605.2006.00687.x;https://pubmed.ncbi.nlm.nih.gov/?term=GDF9+ACVR2A	mouse;human	mouse and human granulosa-cell assays; GDF9-nonresponsive cell line; exact ACVR2A model not recovered	BMPR2 ectodomain blockade, ALK5 gain-of-function and receptor knockdown; ACVR2A/ACVR2B ectodomains did not neutralize GDF9 activity in the primary granulosa assays	no exact GDF9-ACVR2A binding or activation edge established	ligand_receptor_binding_or_activation	GDF9-BMPR2-ALK5 SMAD2/3 granulosa-cell branch; ACVR2A unresolved	low		reviewed_unresolved	The primary receptor studies support BMPR2 with ALK5 and did not establish ACVR2A as the GDF9 type II receptor. Related activin/GDF11 receptor promiscuity was not transferred to GDF9.
M20A-EXT-1798	gdf9 bmpr1a	Gdf9 Bmpr1a		M21A-PAIR-EVID-2856	PMID:16603567;DOI:10.1016/j.mce.2006.02.006;PMID:16926195;DOI:10.1111/j.1365-2605.2006.00687.x;https://pubmed.ncbi.nlm.nih.gov/?term=GDF9+BMPR1A	mouse;human	mouse and human granulosa-cell assays; GDF9-nonresponsive cell line; exact BMPR1A model not recovered	BMPR2 ectodomain blockade, ALK5 overexpression and receptor knockdown; overexpression of ALK5, but not the tested alternate type I receptors, conferred GDF9 responsiveness	no exact GDF9-BMPR1A activation edge established	ligand_receptor_binding_or_activation	GDF9-BMPR2-ALK5 SMAD2/3 granulosa-cell branch; BMPR1A unresolved	low		reviewed_unresolved	The receptor panel did not establish BMPR1A as a GDF9 type I receptor. GDF9 activity and receptor-family similarity were not used to infer BMPR1A signaling.
M20A-EXT-1799	gdf9 bmpr1b	Gdf9 Bmpr1b		M21A-PAIR-EVID-2857	PMID:16603567;DOI:10.1016/j.mce.2006.02.006;PMID:16926195;DOI:10.1111/j.1365-2605.2006.00687.x;https://pubmed.ncbi.nlm.nih.gov/?term=GDF9+BMPR1B	mouse;human	mouse and human granulosa-cell assays; GDF9-nonresponsive cell line; exact BMPR1B model not recovered	BMPR2 ectodomain blockade, ALK5 overexpression and receptor knockdown; overexpression of ALK5, but not the tested alternate type I receptors, conferred GDF9 responsiveness	no exact GDF9-BMPR1B activation edge established	ligand_receptor_binding_or_activation	GDF9-BMPR2-ALK5 SMAD2/3 granulosa-cell branch; BMPR1B unresolved	low		reviewed_unresolved	BMP15 uses BMPR1B/BMPR2, but that related-ligand complex was not transferred to GDF9. No exact GDF9-BMPR1B affinity or perturbation result was recovered.
M20A-EXT-1801	gdf9 fxyd6	Gdf9 Fxyd6		M21A-PAIR-EVID-2858	PMID:16603567;DOI:10.1016/j.mce.2006.02.006;PMID:10379900;DOI:10.1210/mend.13.6.0310;https://pubmed.ncbi.nlm.nih.gov/?term=GDF9+FXYD6	mouse;human	mouse granulosa cells and oocyte-cumulus complexes; no exact FXYD6 model recovered	GDF9 treatment, granulosa-cell proliferation/cumulus expansion assays and BMPR2/ALK5 pathway studies; no FXYD6 binding, phosphorylation, or perturbation assay	no exact GDF9-FXYD6 molecular, receptor-proximal, or functional edge established	ligand_receptor_binding_or_activation	GDF9 ovarian paracrine SMAD2/3 and cumulus-expansion comparator branch; FXYD6 unresolved	low		reviewed_unresolved	GDF9 ovarian function does not establish an ion-transport regulator as a receptor or downstream mediator. No exact-pair PubMed, PMC, publisher, or pathway record with a mechanistic assay was recovered.
