review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-2983	Rtn4 Rtn4rl1	reviewed_unresolved	PMID:34995515; PMCID:PMC8620742; https://pubmed.ncbi.nlm.nih.gov/34995515/; https://pubmed.ncbi.nlm.nih.gov/?term=RTN4+RTN4RL1	human; mouse comparator	primary human neurons; recombinant RTN4-receptor/BAI ectodomain systems	bounded exact-pair search; BAI1/BAI3-RTN4RL1 binding and neuronal deletion/rescue studies used as receptor-family boundary	no qualifying direct RTN4-RTN4RL1 binding or RTN4RL1 activation established	ligand_receptor_binding_or_activation	RTN4RL1-BAI adhesion-GPCR binding is a distinct receptor-ligand axis; RTN4/Nogo-A ligand assignment remains unresolved	low	The primary study establishes BAI1/BAI3 as ligands for RTN4RL1 and explicitly questions prior RTN4/NoGo-receptor ligand assignments; receptor-family identity, expression, or pathway similarity cannot be transferred to an RTN4-RTN4RL1 edge. No receptor-proximal relay or TF is assigned.	null
M20A-EXT-2985	Rtn4 Tnfrsf19	reviewed_unresolved	PMID:15694322; PMID:17239012; https://pubmed.ncbi.nlm.nih.gov/15694322/; https://pubmed.ncbi.nlm.nih.gov/17239012/; https://pubmed.ncbi.nlm.nih.gov/?term=RTN4+TNFRSF19	rat; human comparator	NgR1/TROY/LINGO-1 transfected cells and primary neuronal/glial systems	TROY-NgR1 co-receptor binding, Nogo-66 inhibition, and axon-outgrowth assays; no direct RTN4-TROY ligand assay	no qualifying direct RTN4-TNFRSF19 binding or exact-pair activation established	ligand_receptor_binding_or_activation	Nogo-66/RTN4 -> NgR1 complex with TROY/LINGO-1 co-receptor; TROY is not established as the RTN4-binding subunit	low	The primary evidence supports TROY association with NgR1 and a Nogo-receptor complex, while Nogo-66 binding is assigned to NgR1. Co-receptor participation and Nogo-dependent function do not prove direct RTN4-TNFRSF19 binding; no exact relay or TF is assigned.	null
M20A-EXT-2986	S100a1 Ager	reviewed_relay_candidate	PMID:11007787; DOI:10.1074/jbc.M006993200; https://pubmed.ncbi.nlm.nih.gov/11007787/; https://doi.org/10.1074/jbc.M006993200	rat; human comparator	RAGE-expressing neural cells and transfected receptor systems	S100A1/amphoterin stimulation, RAGE cytoplasmic-deletion controls, neurite-outgrowth, survival, and NF-kappaB assays	S100A1-associated RAGE activation with receptor-dependent neurite and survival outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	S100A1 plus amphoterin -> AGER/RAGE -> NF-kappaB and trophic/survival outputs	medium	The study supports S100A1 activity through RAGE in concert with amphoterin, not a purified S100A1-AGER binary binding measurement. Concentration, co-ligand, cell context, and comparator-species limitations remain; NF-kappaB is a pathway readout and not a terminal TF handoff.	null
M20A-EXT-2987	S100a1 Ryr1	reviewed_relay_candidate	PMID:18650434; PMCID:PMC2546546; https://pubmed.ncbi.nlm.nih.gov/18650434/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2546546/	rat; rabbit/pig skeletal-muscle comparator	isolated skeletal-muscle sarcoplasmic-reticulum RyR1; recombinant S100A1 and channel preparations	RyR1/S100A1 binding, peptide competition, FRET/channel assays, and electrical-stimulation Ca2+ release	S100A1 directly associates with intracellular RyR1 and modulates channel Ca2+ release	receptor_proximal_relay;downstream_pathway_function	S100A1 -> RyR1 -> sarcoplasmic-reticulum Ca2+ release -> excitation-contraction coupling	medium-high	This is an intracellular channel-regulator interaction rather than an extracellular ligand-receptor event. Binding-site competition with calmodulin and assay-dependent effects do not establish a universal activation polarity or SCI-cell relay; no terminal TF is assigned.	null
M20A-EXT-2988	S100a1 Ryr2	reviewed_relay_candidate	PMID:16236309; PMID:15578088; PMCID:PMC4817858; https://pubmed.ncbi.nlm.nih.gov/16236309/; https://pubmed.ncbi.nlm.nih.gov/15578088/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4817858/	rabbit; rat; mouse comparator	ventricular cardiomyocytes, failing myocardium, and cardiac sarcoplasmic-reticulum preparations	co-immunoprecipitation/PLA, recombinant S100A1 delivery or gene transfer, ryanodine binding, Ca2+ transients, and SR-leak assays	S100A1 associates with RyR2 and changes cardiac SR Ca2+ release behavior	receptor_proximal_relay;downstream_pathway_function	S100A1 -> RyR2 -> SR Ca2+ release/leak -> cardiomyocyte excitation-contraction function	medium-high	The evidence is strong for cardiac intracellular regulation but is tissue- and concentration-dependent, with reports of systolic stimulation and diastolic stabilization. It is not a secreted-signal receptor relay and does not establish SCI receiver-cell weighting or a TF endpoint.	null
M20A-EXT-2990	S100a1 Trpm3	reviewed_relay_candidate	PMID:22451665; PMCID:PMC3351314; DOI:10.1074/jbc.M112.350686; https://pubmed.ncbi.nlm.nih.gov/22451665/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3351314/; https://doi.org/10.1074/jbc.M112.350686	human recombinant protein domains; channel-domain comparator	purified TRPM3 N-terminal fragments and recombinant S100A1/calmodulin systems	biophysical binding, mutagenesis, SPR, and Ca2+-dependent competition assays	S100A1 directly binds defined TRPM3 N-terminal regions and competes with calmodulin	receptor_proximal_relay	S100A1/Ca2+-dependent TRPM3 N-terminal regulatory interaction; channel gating consequence remains incompletely defined	medium	The primary study maps binding to isolated TRPM3 N-terminal domains but does not establish full-length cellular channel gating by S100A1. This is an intracellular auxiliary interaction, not ligand-receptor activation; activation versus inhibition and downstream TF output remain unresolved.	null
M20A-EXT-2991	S100a10 Cftr	reviewed_relay_candidate	PMID:17581860; PMCID:PMC1951747; https://pubmed.ncbi.nlm.nih.gov/17581860/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1951747/	human	16HBE14o- and primary human nasal epithelial cells; intestinal biopsy epithelium	co-immunoprecipitation, CFTR NBD1 binding, PKA/calcineurin inhibition, blocking peptide, and CFTR-current assays	S100A10 within the annexin-2 complex associates with CFTR and regulates channel function	receptor_proximal_relay;downstream_pathway_function	cAMP/PKA/calcineurin -> annexin-2/S100A10-CFTR complex -> epithelial Cl- channel function	medium-high	The direct interaction is reported for S100A10/p11 with CFTR NBD1 and in an annexin-2/S100A10 complex; it is not an extracellular ligand-receptor event. Epithelial context, complex composition, and channel-function endpoints do not support a terminal TF assignment.	null
M20A-EXT-2992	S100a10 Htr1b	reviewed_relay_candidate	PMID:19211900; PMCID:PMC6666274; https://pubmed.ncbi.nlm.nih.gov/19211900/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6666274/	mouse; human comparator	mouse brain regions; HeLa cells; receptor-expressing neuronal and heterologous systems	yeast two-hybrid, co-immunoprecipitation, cell-surface localization, p11 manipulation, HTR1B agonist signaling, and behavioral assays	S100A10/p11 directly associates with HTR1B and modulates agonist-evoked receptor signaling	receptor_proximal_relay;downstream_pathway_function	HTR1B agonism -> HTR1B-Gi/o signaling modulated by intracellular S100A10/p11 -> neuronal/behavioral outputs	medium-high	S100A10 is an intracellular receptor-associated adaptor, not the extracellular HTR1B ligand. The study supports modulation of serotonin-receptor signaling but not S100A10-evoked HTR1B activation, and behavioral effects do not establish a terminal TF.	null
M20A-EXT-2993	S100a10 Trpv6	reviewed_relay_candidate	PMID:12855708; PMCID:PMC152906; https://pubmed.ncbi.nlm.nih.gov/12855708/; https://pmc.ncbi.nlm.nih.gov/articles/PMC152906/	human; Xenopus comparator	Xenopus oocytes; epithelial TRPV5/TRPV6 channel systems	yeast two-hybrid, GST pull-down, radiolabeled full-length channel binding, trafficking, and electrophysiology	S100A10 within the annexin-2 complex binds TRPV6 and supports plasma-membrane channel function	receptor_proximal_relay;downstream_pathway_function	annexin-2/S100A10 -> TRPV6 trafficking -> epithelial Ca2+ influx	medium-high	The study addresses an intracellular auxiliary protein complex and often analyzes TRPV5 and TRPV6 together. It does not establish an extracellular ligand-receptor interaction, a ligand-triggered activation event, or an SCI-specific downstream TF.	null
M20A-EXT-2994	S100a4 Ccr5	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=S100A4+CCR5; https://europepmc.org/search?query=S100A4%20CCR5	mouse; human comparator	S100A4 extracellular/RAGE and CCR5 chemokine-receptor systems; no matched S100A4-CCR5 model	bounded exact-pair PubMed, PMC, and receptor-family searches; S100A4-RAGE and chemokine-CCR5 studies were not treated as exact-pair evidence	no qualifying exact S100A4-CCR5 binding, activation, receptor-proximal relay, or pair-specific function established	ligand_receptor_binding_or_activation	S100A4/RAGE and chemokine/CCR5 branches remain distinct	low	S100A4 family or RAGE evidence, CCR5 expression, and shared inflammatory outputs do not establish direct S100A4-CCR5 binding or signaling. No exact pair evidence or terminal TF was located in the bounded search.	null
