evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-961	M20A-CELLCHAT-REMAINING-0503	gaba-gad1_slc6a1 gabr_a1b3	M21A-REUSE-0554	medium	high	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:7815361	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-962	M20A-CELLCHAT-REMAINING-0504	gaba-gad1_slc6a1 gabr_a1b3g2	M21A-REUSE-0555	medium-high	high	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:16339017	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-963	M20A-CELLCHAT-REMAINING-0505	gaba-gad1_slc6a1 gabr_a2b3g2	M21A-REUSE-0556	medium-high	high	PMID:22711532; PMCID:PMC3425235; DOI:10.3389/fnmol.2012.00035; PMID:9370445	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-964	M20A-CELLCHAT-REMAINING-0506	gaba-gad1_slc6a1 gabr_a3b3e	M21A-REUSE-0557	medium	high	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-965	M20A-CELLCHAT-REMAINING-0507	gaba-gad1_slc6a1 gabr_a3b3g2	M21A-REUSE-0558	medium-high	high	PMID:20038526; PMCID:PMC2806416; DOI:10.1085/jgp.200910317; PMID:22319471	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-966	M20A-CELLCHAT-REMAINING-0508	gaba-gad1_slc6a1 gabr_a3b3q	M21A-REUSE-0559	medium	high	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001; PMID:16412217; PMCID:PMC1363348	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-967	M20A-CELLCHAT-REMAINING-0509	gaba-gad1_slc6a1 gabr_a4b2d	M21A-REUSE-0560	medium-high	high	PMID:18227274; DOI:10.1016/j.neuropharm.2007.11.011; PMID:22319471; PMCID:PMC3262152	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-968	M20A-CELLCHAT-REMAINING-0510	gaba-gad1_slc6a1 gabr_a4b3d	M21A-REUSE-0561	medium-high	high	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:12145096; PMCID:PMC1573424; PMID:22319471	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-969	M20A-CELLCHAT-REMAINING-0511	gaba-gad1_slc6a1 gabr_a4b3g2	M21A-REUSE-0562	medium-high	high	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:20176630; PMCID:PMC2872731	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-970	M20A-CELLCHAT-REMAINING-0512	gaba-gad1_slc6a1 gabr_a5b3g2	M21A-REUSE-0563	medium	high	PMID:15199051; DOI:10.1074/jbc.M405653200; PMID:14667209; DOI:10.1021/jm034164c	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
