review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0283	Col6a6-Gp6	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+GP6	mouse/human COL6A6 alternative-chain literature	no qualifying platelet or receptor model	Exact-symbol and collagen-VI/GPVI searches; no chain-resolved assay	No exact COL6A6–GP6 interaction recovered	ligand_receptor_binding_or_activation	GPVI–FcRγ platelet activation branch; exact ligand unresolved	Low	Collagen-VI platelet reactivity and GPVI signaling cannot be assigned to COL6A6 specifically	—
M20A-EXT-0284	Col6a6-ITGA10_ITGB1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/11572855/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+ITGA10	mouse/human COL6A6 alternative-chain literature	no qualifying exact-pair receptor model	COL6A6 assembly studies; collagen-VI/α10β1 studies did not isolate COL6A6	No exact COL6A6–α10β1 interaction recovered	ligand_receptor_binding_or_activation	α10β1 collagen-VI adhesion branch; exact chain unresolved	Low	Native collagen-VI binding cannot be transferred to the alternative α6 chain	—
M20A-EXT-0285	Col6a6-ITGA11_ITGB1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+ITGA11	mouse/human COL6A6 assembly literature	no qualifying exact-pair model	Exact-symbol and collagen-receptor searches	No exact COL6A6–α11β1 interaction recovered	ligand_receptor_binding_or_activation	α11β1 collagen-remodeling branch; exact ligand unresolved	Low	α11β1 evidence with other collagen types is not transferable	—
M20A-EXT-0286	Col6a6-ITGA1_ITGB1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/8387021/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+ITGA1	mouse/human collagen-VI literature	no qualifying COL6A6-specific model	Native collagen-VI adhesion studies; no α6-chain attribution	No exact COL6A6–α1β1 interaction recovered	ligand_receptor_binding_or_activation	α1β1 collagen-VI adhesion branch; chain unresolved	Low	Classic collagen-VI receptor studies do not resolve the α6 chain	—
M20A-EXT-0287	Col6a6-ITGA2_ITGB1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/8387021/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+ITGA2	mouse/human collagen-VI literature	no qualifying COL6A6-specific model	Native collagen-VI/α2β1 binding studies; no α6-chain attribution	No exact COL6A6–α2β1 interaction recovered	ligand_receptor_binding_or_activation	α2β1 collagen-VI adhesion branch; chain unresolved	Low	Family-level collagen-VI evidence is insufficient for COL6A6	—
M20A-EXT-0288	Col6a6-ITGA3_ITGB1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+ITGA3	mouse/human COL6A6 assembly literature	no qualifying exact-pair model	Exact-symbol, collagen-VI, and integrin searches	No exact COL6A6–α3β1 interaction recovered	ligand_receptor_binding_or_activation	α3β1 collagen-VI adhesion candidate; relay unresolved	Low	α3β1 studies with laminins or other collagen material cannot be reassigned	—
M20A-EXT-0289	Col6a6-ITGA9_ITGB1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+ITGA9	mouse/human COL6A6 assembly literature	no qualifying exact-pair model	Exact-symbol and collagen-receptor searches	No exact COL6A6–α9β1 interaction recovered	ligand_receptor_binding_or_activation	α9β1 ECM adhesion candidate; relay unresolved	Low	No chain-resolved collagen-VI/α9β1 evidence recovered	—
M20A-EXT-0290	Col6a6-ITGAV_ITGB8	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/27033701/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+ITGAV+ITGB8	mouse/human COL6A6 assembly literature	no qualifying exact-pair model	αvβ8 latent-TGFβ studies and collagen-VI studies were non-exact	No exact COL6A6–αvβ8 interaction recovered	ligand_receptor_binding_or_activation	αvβ8 latent-TGFβ branch is unrelated to this frozen pair	Low	αvβ3 and αvβ8 are not interchangeable; no COL6A6 assay recovered	—
M20A-EXT-0291	Col6a6-Sdc1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/18276594/; https://pubmed.ncbi.nlm.nih.gov/?term=COL6A6+SDC1	mouse/human COL6A6 assembly literature	no qualifying exact-pair model	Exact-symbol and collagen-VI/SDC1 searches	No exact COL6A6–SDC1 interaction recovered	ligand_receptor_binding_or_activation	Syndecan-mediated collagen-VI ECM association; relay unresolved	Low	General syndecan signaling cannot establish COL6A6 binding	—
M20A-EXT-0292	Col9a1-Cd44	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/15383545/; https://pubmed.ncbi.nlm.nih.gov/?term=COL9A1+CD44	human/bovine collagen-IX literature	no qualifying CD44 receptor model	Exact-symbol, collagen-IX, PMC, and publisher searches	No exact COL9A1–CD44 interaction recovered	ligand_receptor_binding_or_activation	Collagen-IX/CD44 matrix-adhesion candidate; relay unresolved	Low	CD44 evidence with hyaluronan or other matrix ligands was not transferred	—
