evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-4630	M20A-EXT-3211	sst sstr2	M21A-REUSE-2120	medium	high	PMID:24587133; PMCID:PMC3937410; DOI:10.1371/journal.pone.0089932; PMID:18653781	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4631	M20A-EXT-3212	sst sstr3	M21A-REUSE-2121	medium	high	PMID:24587133; PMCID:PMC3937410; DOI:10.1371/journal.pone.0089932; PMID:35595746	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4652	M20A-EXT-3233	tff2 muc6		medium-high	high	PMCID:PMC4183777; PMCID:PMC6928932; PMID:11076877	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4663	M20A-EXT-3244	tgfa erbb4	M21A-REUSE-2139	medium	high	PMCID:PMC22644; URL:https://pubmed.ncbi.nlm.nih.gov/?term=TGFA+ERBB4	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4669	M20A-EXT-3250	tgfb1 eng	M21A-REUSE-2144	medium-high	high	PMID:1326540; PMID:8655583; PMCID:PMC2120857; DOI:10.1083/jcb.133.5.1109	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4670	M20A-EXT-3251	tgfb1 itgav_itgb6	M21A-REUSE-2145	medium-high	high	PMID:10025398; DOI:10.1016/S0092-8674(00)80545-0; URL:https://pubmed.ncbi.nlm.nih.gov/10025398/	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4678	M20A-CELLCHAT-REMAINING-0248	ccl19 ccr7	M21A-REUSE-2151	medium-high	high	PMID:15054093; PMID:20508603; PMID:12147625; URL:https://www.ncbi.nlm.nih.gov/gene/24047	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4679	M20A-CELLCHAT-REMAINING-0249	ccl21 ccr7	M21A-REUSE-2152	medium-high	high	PMID:15054093; PMID:28018341; PMID:23449735; PMID:12147625	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4684	M20A-CELLCHAT-REMAINING-0254	ccl26 ccr3	M21A-REUSE-2154	medium-high	high	PMID:35742962; PMID:20974991; PMID:15039444; DOI:10.1074/jbc.M309283200	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4687	M20A-CELLCHAT-REMAINING-0257	ccl3 ccr5	M21A-REUSE-2155	medium-high	high	PMID:11404385; PMID:27834679; PMID:9334377; DOI:10.1074/jbc.M010867200	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4695	M20A-CELLCHAT-REMAINING-0265	ccl7 ccr1	M21A-REUSE-2157	medium-high	high	PMID:30567735; PMID:27956527; PMID:12147625; DOI:10.1093/intimm/dxf054	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4697	M20A-CELLCHAT-REMAINING-0267	ccl7 ccr2	M21A-REUSE-2158	medium-high	high	PMID:28536301; PMID:20696123; PMID:12147625; DOI:10.1126/scisignal.aai8529	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4701	M20A-CELLCHAT-REMAINING-0271	ccl8 ccr1	M21A-REUSE-2159	medium-high	high	PMID:9115216; DOI:10.1074/jbc.272.18.11682; PMID:30567735	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4703	M20A-CELLCHAT-REMAINING-0273	ccl8 ccr2	M21A-REUSE-2160	medium-high	high	PMID:9115216; PMID:11966759; PMID:28536301; DOI:10.1074/jbc.272.18.11682	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4707	M20A-CELLCHAT-REMAINING-0277	cd160 tnfrsf14	M21A-REUSE-2163	medium	high	URL:https://www.nature.com/articles/ni1554; PMCID:PMC7477951; PMID:21920726	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-4708	M20A-CELLCHAT-REMAINING-0370	cntn2 cntn2_cntnap2		medium-high	high	PMID:27621318; PMCID:PMC5104938; DOI:10.1074/jbc.M116.748236; DOI:10.1093/hmg/ddy102	Local-register lineage supports exact-pair qualified-high evidence at the recorded layer; molecular form, topology, context, and TF boundaries remain unchanged.	true	true	false
