review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-0420	dopa-ddc_slc18a1 drd1	DOPA-DDC_SLC18A1 Drd1	M21A-REUSE-0509	M21A-PAIR-EVID-884	PMID:38481695; PMID:7838121; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD1; cloned human D1-receptor HEK293 cells	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, CAMYEN cAMP, and receptor-selective cAMP/Ca2+ assays	mature dopamine DRD1 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A1 context→vesicular storage; mature dopamine→DRD1→Gs/olf→adenylyl cyclase/cAMP/PKA	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0421	dopa-ddc_slc18a1 drd2	DOPA-DDC_SLC18A1 Drd2	M21A-REUSE-0510	M21A-PAIR-EVID-885	PMID:38481695; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD2	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, and CAMYEN cAMP assays	mature dopamine DRD2 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A1 context→vesicular storage; mature dopamine→DRD2→Gi/o→adenylyl cyclase inhibition/cAMP	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0422	dopa-ddc_slc18a1 drd3	DOPA-DDC_SLC18A1 Drd3	M21A-REUSE-0511	M21A-PAIR-EVID-886	PMID:38481695; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD3	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, and CAMYEN cAMP assays	mature dopamine DRD3 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A1 context→vesicular storage; mature dopamine→DRD3→Gi/o-family relay and cAMP modulation	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0423	dopa-ddc_slc18a1 drd4	DOPA-DDC_SLC18A1 Drd4	M21A-REUSE-0512	M21A-PAIR-EVID-887	PMID:38481695; PMID:20873719; DOI:10.1021/acs.jmedchem.3c02161	human; rhesus macaque	HEK293T cells transiently expressing human DRD4; cloned DRD4 assays; rhesus retina/brain imaging	dopamine and D4-selective agonists; miniG/G-CASE BRET, CAMYEN cAMP, cloned-receptor cAMP, and receptor-selective PET binding	mature dopamine DRD4 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A1 context→vesicular storage; mature dopamine→DRD4→Gi/o→adenylyl cyclase inhibition/cAMP	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0424	dopa-ddc_slc18a1 drd5	DOPA-DDC_SLC18A1 Drd5	M21A-REUSE-0513	M21A-PAIR-EVID-888	PMID:38481695; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD5	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, and CAMYEN cAMP assays	mature dopamine DRD5 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A1 context→vesicular storage; mature dopamine→DRD5→Gs/olf-family relay and cAMP	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0425	dopa-ddc_slc18a2 drd1	DOPA-DDC_SLC18A2 Drd1	M21A-REUSE-0514	M21A-PAIR-EVID-889	PMID:38481695; PMID:7838121; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD1; cloned human D1-receptor HEK293 cells	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, CAMYEN cAMP, and receptor-selective cAMP/Ca2+ assays	mature dopamine DRD1 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A2 context→vesicular storage; mature dopamine→DRD1→Gs/olf→adenylyl cyclase/cAMP/PKA	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0426	dopa-ddc_slc18a2 drd2	DOPA-DDC_SLC18A2 Drd2	M21A-REUSE-0515	M21A-PAIR-EVID-890	PMID:38481695; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD2	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, and CAMYEN cAMP assays	mature dopamine DRD2 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A2 context→vesicular storage; mature dopamine→DRD2→Gi/o→adenylyl cyclase inhibition/cAMP	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0427	dopa-ddc_slc18a2 drd3	DOPA-DDC_SLC18A2 Drd3	M21A-REUSE-0516	M21A-PAIR-EVID-891	PMID:38481695; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD3	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, and CAMYEN cAMP assays	mature dopamine DRD3 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A2 context→vesicular storage; mature dopamine→DRD3→Gi/o-family relay and cAMP modulation	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0428	dopa-ddc_slc18a2 drd4	DOPA-DDC_SLC18A2 Drd4	M21A-REUSE-0517	M21A-PAIR-EVID-892	PMID:38481695; PMID:20873719; DOI:10.1021/acs.jmedchem.3c02161	human; rhesus macaque	HEK293T cells transiently expressing human DRD4; cloned DRD4 assays; rhesus retina/brain imaging	dopamine and D4-selective agonists; miniG/G-CASE BRET, CAMYEN cAMP, cloned-receptor cAMP, and receptor-selective PET binding	mature dopamine DRD4 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A2 context→vesicular storage; mature dopamine→DRD4→Gi/o→adenylyl cyclase inhibition/cAMP	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M20A-CELLCHAT-REMAINING-0429	dopa-ddc_slc18a2 drd5	DOPA-DDC_SLC18A2 Drd5	M21A-REUSE-0518	M21A-PAIR-EVID-893	PMID:38481695; DOI:10.1021/acs.jmedchem.3c02161	human	HEK293T cells transiently expressing human DRD5	dopamine and subtype-selective agonists; miniG recruitment, G-CASE BRET, and CAMYEN cAMP assays	mature dopamine DRD5 GPCR activation; precursor/biosynthesis/vesicular-transport composite context	receptor_proximal_relay	DOPA→dopamine (DDC); SLC18A2 context→vesicular storage; mature dopamine→DRD5→Gs/olf-family relay and cAMP	medium		reviewed_relay_candidate	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
