review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0155	ADO-NT5E_SLC29A2 Adora3	reviewed_relay_candidate	PMID:8234299; PMID:8996189; PMID:25691808; DOI:10.1007/BF00171076	human; rabbit; rat	CHO cells expressing cloned human or rabbit ADORA3; rat neuromuscular preparation	adenosine/agonist radioligand binding and forskolin-cAMP assays; AMP-to-adenosine CD73 metabolism	mature adenosine activates ADORA3; source composite is not the receptor ligand	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition; context-dependent PLC/Ca2+ branch	medium	ADORA3 pharmacology and CD73-mediated adenosine formation are supported separately; NT5E-SLC29A2 production/transport was not coupled to the receptor assay; no terminal TF	—
M20A-CELLCHAT-REMAINING-0156	ADO-NT5E_SLC29A3 Adora1	reviewed_relay_candidate	PMID:1857334; PMID:23843511; PMID:25691808; DOI:10.1016/S0028-3908(01)00074-0	rat; mouse	A9-L cells, CHO cells and mouse striatal tissue expressing or containing ADORA1	adenosine agonist binding; forskolin-cAMP inhibition; CD73 knockout/metabolism studies	mature adenosine activates ADORA1; source composite is not the receptor ligand	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition→reduced cAMP; K+ and Ca2+ modulation	medium	The ADORA1 receptor relay and extracellular CD73-to-adenosine step are distinct; SLC29A3 handling and the submitted composite were not tested; no terminal TF	—
M20A-CELLCHAT-REMAINING-0157	ADO-NT5E_SLC29A3 Adora2a	reviewed_relay_candidate	PMID:8065518; PMID:23843511; PMID:25691808; DOI:10.1007/BF00971338	guinea pig; mouse; rat	Guinea-pig brain ADORA2A clone in mammalian cells; mouse striatum and rat neuromuscular model	receptor binding, GTPase/cAMP assays; CD73 knockout, proximity ligation and A2A-dependent behavioral assays	mature adenosine activates ADORA2A; source composite is not the receptor ligand	receptor_proximal_relay	Gs→adenylyl cyclase→cAMP/PKA; CD73-generated adenosine supports striatal A2A function	medium	CD73-to-adenosine/A2A coupling is supported in striatum, but SLC29A3 transport and the submitted composite were not manipulated; no terminal TF	—
M20A-CELLCHAT-REMAINING-0158	ADO-NT5E_SLC29A3 Adora2b	reviewed_relay_candidate	PMID:1333049; PMID:21484089; PMID:25691808; DOI:10.1210/mend.6.10.1333049	rat; human	CHO cells stably expressing RFL9/ADORA2B; human hCMEC/D3 brain endothelial cells	cAMP concentration-response assays; receptor agonist stimulation in CD73-positive endothelial cells	mature adenosine activates ADORA2B; source composite is not the receptor ligand	receptor_proximal_relay	Gs→adenylyl cyclase→cAMP; cell-context-dependent Gq/PLC branch	medium	The cloned ADORA2B relay is direct, while CD73 and SLC29A3 source/handling are separate; no SLC29A3-to-receptor experiment and no terminal TF	—
M20A-CELLCHAT-REMAINING-0159	ADO-NT5E_SLC29A3 Adora3	reviewed_relay_candidate	PMID:8234299; PMID:8996189; PMID:25691808; DOI:10.1007/BF00171076	human; rabbit; rat	CHO cells expressing cloned human or rabbit ADORA3; rat neuromuscular preparation	adenosine/agonist radioligand binding and forskolin-cAMP assays; AMP-to-adenosine CD73 metabolism	mature adenosine activates ADORA3; source composite is not the receptor ligand	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition; context-dependent PLC/Ca2+ branch	medium	ADORA3 pharmacology and CD73-mediated adenosine formation are supported separately; NT5E-SLC29A3 production/transport was not coupled to the receptor assay; no terminal TF	—
M20A-CELLCHAT-REMAINING-0160	ADO-NT5E_SLC29A4 Adora1	reviewed_relay_candidate	PMID:1857334; PMID:23843511; PMID:25691808; DOI:10.1210/mend-5-8-1037	rat; mouse	Rat A1 clone in COS-6M/NIH-3T3 cells; mouse striatal tissue	adenosine agonist binding and forskolin-cAMP inhibition; CD73 knockout/metabolism studies	mature adenosine activates ADORA1; source composite is not the receptor ligand	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition→reduced cAMP; K+ and Ca2+ modulation	medium	ADORA1 relay and CD73-to-adenosine formation are separate evidence layers; SLC29A4 handling and the submitted composite were not tested; no terminal TF	—
M20A-CELLCHAT-REMAINING-0161	ADO-NT5E_SLC29A4 Adora2a	reviewed_relay_candidate	PMID:8065518; PMID:23843511; PMID:25691808; DOI:10.1007/BF00971338	guinea pig; mouse; rat	Guinea-pig brain ADORA2A clone in mammalian cells; mouse striatum and rat neuromuscular model	receptor binding, GTPase/cAMP assays; CD73 knockout, proximity ligation and A2A-dependent behavioral assays	mature adenosine activates ADORA2A; source composite is not the receptor ligand	receptor_proximal_relay	Gs→adenylyl cyclase→cAMP/PKA; CD73-generated adenosine supports striatal A2A function	medium	CD73-to-adenosine/A2A coupling is supported in striatum, but SLC29A4 transport and the submitted composite were not manipulated; no terminal TF	—
M20A-CELLCHAT-REMAINING-0162	ADO-NT5E_SLC29A4 Adora2b	reviewed_relay_candidate	PMID:1333049; PMID:21484089; PMID:25691808; DOI:10.1210/mend.6.10.1333049	 rat; human	CHO cells stably expressing RFL9/ADORA2B; human hCMEC/D3 brain endothelial cells	cAMP concentration-response assays; receptor agonist stimulation in CD73-positive endothelial cells	mature adenosine activates ADORA2B; source composite is not the receptor ligand	receptor_proximal_relay	Gs→adenylyl cyclase→cAMP; cell-context-dependent Gq/PLC branch	medium	The cloned ADORA2B relay is direct, while CD73 and SLC29A4 source/handling are separate; no SLC29A4-to-receptor experiment and no terminal TF	—
M20A-CELLCHAT-REMAINING-0163	ADO-NT5E_SLC29A4 Adora3	reviewed_relay_candidate	PMID:8234299; PMID:8996189; PMID:25691808; DOI:10.1007/BF00171076	human; rabbit; rat	CHO cells expressing cloned human or rabbit ADORA3; rat neuromuscular preparation	adenosine/agonist radioligand binding and forskolin-cAMP assays; AMP-to-adenosine CD73 metabolism	mature adenosine activates ADORA3; source composite is not the receptor ligand	receptor_proximal_relay	Gi/o→adenylyl cyclase inhibition; context-dependent PLC/Ca2+ branch	medium	ADORA3 pharmacology and CD73-mediated adenosine formation are supported separately; NT5E-SLC29A4 production/transport was not coupled to the receptor assay; no terminal TF	—
M20A-CELLCHAT-REMAINING-0164	ADR-PNMT_SLC18A1 Adra1a	reviewed_relay_candidate	PMID:7815325; PMID:12690424; PMID:23224622; PMID:8643547	human; rat; bovine	Human/rat alpha1A/D, alpha1B and alpha1D clones in Rat-1 fibroblasts or CHO cells; bovine chromaffin context	catecholamine agonist radioligand binding; norepinephrine-stimulated inositol phosphate and arachidonic-acid assays	mature norepinephrine/epinephrine activates ADRA1A; PNMT and VMAT1 are biosynthesis/storage context	receptor_proximal_relay	Gq/11→PLCβ→IP3/DAG→Ca2+/PKC; subtype-dependent arachidonic-acid branch	medium	Adrenergic receptor relay is supported with mature catecholamines; PNMT synthesis and SLC18A1 storage were not linked to receptor activation and no terminal TF was measured	—
