review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0474	Flrt3 Adgrl2	reviewed_unresolved	PMID:27091502; PMID:32358586; https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+ADGRL2	human; mouse; Xenopus	purified ectodomain and adhesion-GPCR complex studies; neuronal synapse models	exact FLRT3–ADGRL2 pair search; ternary latrophilin/FLRT studies; no qualifying exact ADGRL2–FLRT3 reconstitution located	no qualifying exact receptor interaction	ligand_receptor_binding_or_activation	FLRT–latrophilin adhesion/guidance; exact ADGRL2 pair unresolved	low	Latrophilin/ADGRL and FLRT family interactions are supported, but the primary structural/function studies are centered on ADGRL3/LPHN3 with FLRT2/3 or on teneurin–latrophilin complexes; family evidence was not transferred to exact ADGRL2–FLRT3. No terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0476	Flrt3 Flrt3	reviewed_function_only	PMID:16872596; PMID:25374360; PMCID:PMC4210639; PMID:15485775; DOI:10.1016/j.neuron.2014.10.008	mouse; rat; Xenopus	FLRT3 overexpression/sorting and aggregate adhesion; purified FLRT ectodomain structural studies; sensory-neuron neurite-outgrowth assay	homophilic cell-adhesion/guidance edge	ligand_receptor_binding_or_activation	FLRT3–FLRT3 homophilic adhesion → cell sorting and neuronal/vascular guidance	medium	Evidence supports FLRT3 homophilic adhesion and functional guidance in later structural/functional studies, but an earlier sensory-neuron study reported no homophilic binding. No intracellular relay or terminal TF was directly measured.	—
M20A-CELLCHAT-REMAINING-0477	Flrt3 Unc5a	reviewed_binding_only	PMID:25374360; PMCID:PMC4210639; DOI:10.1016/j.neuron.2014.10.008	human; mouse	recombinant FLRT2/3 LRR and Unc5A/B/D ectodomains; surface-plasmon-resonance binding panel	purified ectodomain binding edge	ligand_receptor_binding_or_activation	FLRT3–UNC5A ectodomain interaction; guidance-receptor branch	low	The SPR panel tested the exact protein pair but did not establish a productive FLRT3–UNC5A cellular guidance relay; strongest functional FLRT3 evidence was associated with UNC5B. No terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0479	Flrt3 Unc5c	reviewed_unresolved	PMID:21673655; PMID:25374360; PMCID:PMC3160250; PMCID:PMC4210639	human; mouse; rat	FLRT3 ectodomain guidance assays; Unc5 receptor binding searches; no qualifying exact UNC5C–FLRT3 reconstitution or receptor-dependent perturbation located	no qualifying exact receptor interaction	ligand_receptor_binding_or_activation	FLRT–UNC5 repulsive guidance; exact UNC5C branch unresolved	low	Primary FLRT3 guidance studies support UNC5B and some FLRT/UNC5 structural combinations, whereas UNC5C was not resolved as the exact receptor. UNC5-family evidence was not transferred to UNC5C. No terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0480	Flrt3 Unc5d	reviewed_binding_only	PMID:25374360; PMCID:PMC4210639; DOI:10.1016/j.neuron.2014.10.008	human; mouse	recombinant FLRT3 LRR and UNC5D ectodomain SPR; FLRT/UNC5 mutant structural panel	purified ectodomain binding edge	ligand_receptor_binding_or_activation	FLRT3–UNC5D binding; repulsive-guidance receptor-complex branch	low	The exact FLRT3–UNC5D interaction is represented in the recombinant binding panel, but the strongest in vivo UNC5D guidance phenotype was linked to FLRT2 rather than FLRT3. No exact FLRT3–UNC5D terminal pathway or TF was measured.	—
M20A-CELLCHAT-REMAINING-0481	GABA-GAD1_SLC32A1 Gabbr1	reviewed_relay_candidate	PMID:11588177; PMCID:PMC6763845; PMID:10751439; PMCID:PMC6772195; PMID:17582742; DOI:10.1016/j.cellsig.2007.05.004	rat; mouse	GABAB1/GABAB2 recombinant and neuronal systems; cultured cerebellar granule neurons; sympathetic neurons	GABA or baclofen stimulation; GABAB1/GABAB2 coexpression and receptor-coupling assays; PTX, ERK1/2, and CREB phosphorylation perturbations	receptor-complex/pathway edge	receptor_proximal_relay	mature GABA → GABAB1/GABAB2 → Gi/o/Gβγ → ERK1/2 → CREB; GAD1/SLC32A1 source-processing branch not directly tested	medium	GABBR1 is the ligand-binding component but functional surface signaling requires the GABBR1–GABBR2 heterodimer. The assays used exogenous GABA or baclofen and did not perturb the queued GAD1/SLC32A1 composite. CREB phosphorylation was measured downstream of GABAB activation, not as a direct GAD1/SLC32A1 effect.	CREB
M20A-CELLCHAT-REMAINING-0482	GABA-GAD1_SLC32A1 Gabbr2	reviewed_relay_candidate	PMID:11588177; PMCID:PMC6763845; PMID:10751439; PMCID:PMC6772195; PMID:17582742; DOI:10.1016/j.cellsig.2007.05.004	rat; mouse	GABAB1/GABAB2 recombinant and neuronal systems; cultured cerebellar granule neurons; sympathetic neurons	GABA or baclofen stimulation; GABAB1/GABAB2 coexpression; G-protein coupling, calcium-current inhibition, ERK1/2 and CREB phosphorylation assays	receptor-complex/pathway edge	receptor_proximal_relay	mature GABA → GABAB1/GABAB2 → Gi/o/Gβγ → ERK1/2 → CREB; GAD1/SLC32A1 source-processing branch not directly tested	medium	GABBR2 supplies surface trafficking and G-protein coupling but is not a standalone mature GABA receptor. The assays used exogenous GABA or baclofen and did not perturb GAD1 or SLC32A1. CREB phosphorylation was measured downstream of GABAB receptor activation.	CREB
M20A-CELLCHAT-REMAINING-0483	GABA-GAD1_SLC32A1 GABR_A1B2	reviewed_relay_candidate	PMID:16339017; PMID:9423172; DOI:10.1111/j.1469-7793.1997.283bb.x	rat; human; mouse	HEK293 cells with α1β2 tandem receptors; mouse L929 fibroblasts with recombinant α1β3/related receptors	rapid GABA application; whole-cell and outside-out patch-clamp recordings; GABA concentration-response and channel kinetics	receptor-complex/channel activation edge	receptor_proximal_relay	mature GABA → α1β2 GABAA channel → Cl− conductance and inhibitory current	medium	The exact α1β2 receptor is supported by recombinant tandem-subunit electrophysiology, but the queued GAD1/SLC32A1 source label was not manipulated. GABA receptor activation was measured; no downstream TF was measured.	—
M20A-CELLCHAT-REMAINING-0484	GABA-GAD1_SLC32A1 GABR_A1B2D	reviewed_relay_candidate	PMID:18204487; PMCID:PMC2267270; DOI:10.1038/sj.bjp.0707665; PMID:18227274	rat; human	Xenopus laevis oocytes expressing α1β2δ; recombinant outside-out membrane patches	GABA concentration-response and two-electrode voltage-clamp/patch-clamp recordings; tracazolate and neurosteroid modulation	 receptor-complex/channel activation edge	receptor_proximal_relay	mature GABA → α1β2δ GABAA channel → low-efficacy Cl− current; modulator-dependent recruitment	medium	The exact α1β2δ receptor is directly tested, including very small basal GABA currents and potentiation by tracazolate/neurosteroid. GAD1/SLC32A1 processing and vesicular release were not perturbed. No terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0485	GABA-GAD1_SLC32A1 GABR_A1B2G2	reviewed_relay_candidate	PMID:20038526; PMCID:PMC2806416; PMID:12324466; DOI:10.1074/jbc.M207663200	rat; human	HEK293 cells and Xenopus laevis oocytes expressing α1β2γ2S receptors	rapid GABA application; single-channel/outside-out patch-clamp and forced subunit assembly; GABA binding, gating, and channel kinetics	receptor-complex/channel activation edge	receptor_proximal_relay	mature GABA → α1β2γ2 GABAA channel → synaptic Cl− current	 high	The exact α1β2γ2 complex is directly characterized, but the queued GAD1/SLC32A1 source-processing label was not experimentally perturbed. No downstream TF was measured.	—
