review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0644	Adam10 Tspan10	reviewed_relay_candidate	PMID:23091066; PMCID:PMC3501075; DOI:10.1083/jcb.201201133	human; fly	human cell lines; Drosophila oogenesis/border cells	co-immunoprecipitation, trafficking/localization assays, TspanC8 RNAi and ligand-induced Notch assays	Direct ADAM10-TSPAN10 complex association regulates ADAM10 maturation/trafficking and substrate-selective sheddase activity	ligand_receptor_binding_or_activation;receptor_proximal_relay	TSPAN10-ADAM10 scissor regulation of Notch and other ADAM10 substrates	medium-high	TSPAN10 is a regulatory tetraspanin/cofactor rather than a ligand or signaling receptor; the strongest Notch functional effects were shown for selected TspanC8 members, so no TSPAN10-specific terminal TF is assigned.	—
M20A-EXT-0645	Adam10 Tspan12	reviewed_relay_candidate	PMID:19587294; PMCID:PMC2775005	human	human MCF7 breast-cancer and SH-SY5Y neuroblastoma cells	mass-spectrometry partner identification, reciprocal co-immunoprecipitation, TSPAN12 overexpression and APP shedding assays	TSPAN12 directly associates with ADAM10 and increases ADAM10-dependent APP ectodomain shedding	ligand_receptor_binding_or_activation;receptor_proximal_relay	TSPAN12-ADAM10 maturation/alpha-secretase processing of APP	medium-high	This is a tumor-cell model and a protease-cofactor interaction, not a ligand-receptor binding event; it does not establish TSPAN12 as a canonical TspanC8 member or assign a terminal TF.	—
M20A-EXT-0646	Adam10 Tspan14	reviewed_relay_candidate	PMID:23091066; PMCID:PMC3501075; DOI:10.1083/jcb.201201133	human; fly	human cell lines; Drosophila border cells	co-immunoprecipitation, ADAM10 surface-trafficking assays, Tspan14 perturbation and ligand-induced Notch assays	Direct ADAM10-TSPAN14 complex association promotes ADAM10 trafficking and ligand-dependent Notch receptor processing	ligand_receptor_binding_or_activation;receptor_proximal_relay	TSPAN14-ADAM10 scissor complex and Notch activation	medium-high	TSPAN14 regulates a sheddase complex rather than binding a soluble ligand; the study does not measure direct TF occupancy downstream of Notch.	—
M20A-EXT-0647	Adam10 Tspan15	reviewed_relay_candidate	PMID:32111735; PMCID:PMC7476718; DOI:10.1074/jbc.RA120.012601	human; mouse	human cell lines and primary cells; ADAM10-knockout mouse cells	endogenous co-localization/co-immunoprecipitation, ADAM10 knockout/rescue, antibody perturbation and synthetic ADAM10-TSPAN15 fusion-scissor assays	Direct TSPAN15-ADAM10 functional scissor complex controls ADAM10 maturation and substrate cleavage	ligand_receptor_binding_or_activation;receptor_proximal_relay	TSPAN15-ADAM10 scissor regulation of Notch, APP, cadherin and other ectodomain substrates	medium-high	The evidence is for a protease-cofactor complex and substrate processing, not a ligand-receptor pair; substrate selectivity is context-dependent and no terminal TF is assigned.	—
M20A-EXT-0648	Adam10 Tspan17	reviewed_relay_candidate	PMID:23091066; PMCID:PMC3501075; DOI:10.1083/jcb.201201133	human; fly	human cell lines; Drosophila TspanC8 genetic models	co-immunoprecipitation, ADAM10 maturation/surface-expression assays and TspanC8 genetic perturbation	Direct ADAM10-TSPAN17 association regulates ADAM10 trafficking and the TspanC8-dependent sheddase branch	ligand_receptor_binding_or_activation;receptor_proximal_relay	TSPAN17-ADAM10 trafficking and substrate-selective ectodomain shedding	medium	Direct interaction is established, but the cited functional work does not isolate a TSPAN17-specific receptor substrate or terminal transcriptional response; Notch effects cannot be transferred from Tspan5/Tspan14.	—
M20A-EXT-0649	Adam10 Tspan5	reviewed_relay_candidate	PMID:23091066; PMCID:PMC3501075; PMID:26686862	human; fly	human cell lines; Drosophila border cells	co-immunoprecipitation, trafficking and surface-expression assays, Tspan5 perturbation, ligand-induced Notch activation and substrate-shedding assays	Direct TSPAN5-ADAM10 complex association regulates ADAM10 trafficking and promotes ligand-dependent Notch processing	ligand_receptor_binding_or_activation;receptor_proximal_relay	TSPAN5-ADAM10 scissor regulation of Notch and substrate-selective shedding	medium-high	The pair is a protease/cofactor complex; TSPAN5 changes ADAM10 localization and substrate access but is not itself the Notch ligand or receptor, and no direct TF occupancy is reported.	—
M20A-EXT-0650	Adam11 Itga4	reviewed_binding_only	PMID:28913673	human	human recombinant ADAM11 disintegrin-like domain and integrin-expressing adhesion cells	recombinant-domain cell-adhesion assays with integrin-blocking/competition controls	ADAM11 disintegrin-like domain supports integrin-alpha4-dependent cell adhesion	ligand_receptor_binding_or_activation	ADAM11-alpha4 integrin adhesion	medium-high	The study establishes alpha4-dependent adhesion but does not resolve a unique alpha4beta1 versus other alpha4-containing complex in every assay; no intracellular relay or terminal TF is measured.	—
M20A-EXT-0651	Adam12 Itga9	reviewed_relay_candidate	PMID:10944520; PMID:15574885; PMID:16061220	human; mouse	human myogenic precursor/rhabdomyosarcoma cells; tumor-cell adhesion models; recombinant ADAM12 domains	co-immunoprecipitation, disintegrin-domain binding, blocking antibodies/antisense, adhesion-spreading and PI3K perturbation assays	ADAM12 disintegrin domain binds the alpha9beta1 integrin complex and supports adhesion, spreading and myogenic cell fusion	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	ADAM12-alpha9beta1 adhesion-to-PI3K spreading and myogenic fusion	medium-high	The exact molecular receptor is alpha9beta1, not ITGA9 in isolation; alternate beta1 integrins can support adhesion in some tumor models, and no terminal TF was directly measured.	—
M20A-EXT-0652	Adam12 Itgb1	reviewed_relay_candidate	PMID:10944520; PMID:16061220	human; mouse	human myogenic precursor/rhabdomyosarcoma cells; tumor-cell adhesion models; recombinant ADAM12 domains	disintegrin-domain adhesion assays, integrin activation-state perturbation, PI3K inhibition and cell-spreading readouts	ADAM12 binds an ITGB1-containing alpha9beta1 receptor complex; beta1-dependent replacement/adhesion is context-specific and can engage PI3K-linked spreading	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	ADAM12-beta1 integrin adhesion and PI3K-dependent cell spreading	medium	The evidence is complex-level and does not demonstrate ADAM12 binding to ITGB1 independently of an alpha subunit; full-length ADAM12 can recruit alternate beta1 integrins in tumor cells, and no terminal TF is assigned.	—
M20A-EXT-0654	Adam15 Itga5	reviewed_relay_candidate	PMID:18387333; PMID:12858346	human; mouse	human ADAM15/CHO and B16F10 melanoma models; human vascular smooth-muscle cells	ADAM15 expression, integrin knockdown, adhesion/migration assays, immunoprecipitation/immunofluorescence and Erk1/2 inhibitor/siRNA perturbation	ADAM15-alpha5beta1 recognition is reported, while ADAM15 expression modulates alpha5 surface organization and adhesion through Erk1/2 inactivation	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	ADAM15-alpha5beta1 adhesion and ERK-dependent cell-motility branch	medium	The functional CHO study did not detect direct ADAM15-alpha5beta1 co-immunoprecipitation, so the binding and ERK-mediated modulation must remain distinct; ITGA5 is interpreted only as part of the alpha5beta1 complex and no terminal TF is assigned.	—
