evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5417	M20A-EXT-2438	matn1 itgb1	M21A-REUSE-2553	medium	high	PMID:10196235;DOI:10.1074/jbc.274.16.11417	MATN1-dependent adhesion through alpha1-beta1 supports high at the exact ITGB1-containing matrix-receptor layer; autonomous ITGB1 and an intracellular pathway are not inferred.	true	true	false
M21A-PAIR-EVID-5424	M20A-EXT-2452	mdk sdc1		medium-high	high	PMID:15226297;DOI:10.1074/jbc.M403031200	Direct glycosaminoglycan/core-protein-dependent MDK-SDC1 association supports high at the exact proteoglycan-binding layer; no SDC1 cytoplasmic relay is claimed.	true	true	false
M21A-PAIR-EVID-5425	M20A-EXT-2455	mdk sdc4	M21A-REUSE-2560	medium	high	PMID:15226297;DOI:10.1074/jbc.M403031200;DOI:10.1002/advs.202409987	Direct MDK-SDC4 binding and SDC4-dependent Ras-linked function support high at the exact proteoglycan/function layer; no universal MDK-to-Ras relay is inferred.	true	true	false
M21A-PAIR-EVID-5433	M20A-EXT-2493	mmrn2 cd248		medium-high	high	PMCID:PMC5671938	Direct MMRN2-CD248 extracellular receptor-complex association supports high at the exact binding layer; no CD248-specific intracellular relay is inferred.	true	true	false
M21A-PAIR-EVID-5434	M20A-EXT-2494	mmrn2 cd93		medium-high	high	PMCID:PMC5671938	Direct MMRN2-CD93 extracellular receptor-complex association supports high at the exact binding layer; shared MMRN2-site and no CD93-specific relay boundaries remain explicit.	true	true	false
M21A-PAIR-EVID-5440	M20A-EXT-2519	ncam1 robo3		medium	high	PMID:16226035;DOI:10.1016/j.mcn.2005.07.014	Direct heterophilic NCAM1-ROBO3 association supports high at the exact adhesion-binding layer; no ROBO3-specific downstream relay or TF is inferred.	true	true	false
M21A-PAIR-EVID-5444	M20A-EXT-2529	ngf sorcs3		medium-high	high	PMID:15710408;DOI:10.1016/j.febslet.2004.12.088	Direct NGF/proNGF binding to SORCS3 supports high at the exact Vps10p-domain binding/trafficking layer; p75NTR/TrkA pathways are not transferred.	true	true	false
M21A-PAIR-EVID-5445	M20A-EXT-2536	nid1 ptprf		medium-high	high	PMID:9647658;PMCID:PMC2133008;DOI:10.1083/jcb.141.7.1675	Direct binding of the laminin-nidogen complex containing NID1 to PTPRF supports high at the exact extracellular matrix-complex layer; purified NID1-alone and PTPRF relay claims are excluded.	true	true	false
M21A-PAIR-EVID-5464	M20A-EXT-2587	nptx1 nptxr	M21A-REUSE-2593	medium	high	PMCID:PMC5296791;PMID:9501082;PMID:28440221	NPTX1 association with NPTXR-containing neuronal pentraxin complexes and AMPAR clustering supports high at the exact synaptic-complex/function layer; no unique NPTXR cytosolic relay is inferred.	true	true	false
M21A-PAIR-EVID-5467	M20A-EXT-2590	npvf npffr2	M21A-REUSE-2596	medium	high	PMID:23911743;PMID:34534716;PMCID:PMC4018085	NPVF activation of NPFFR2 and Gi/o-linked receptor function support high at the exact cross-reactive RFamide GPCR layer; lower selectivity and no TF endpoint remain explicit.	true	true	false
