expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-3552	M21B-DOWNSTREAM:00836	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|gene_expression_or_transcription|secreted_protein_or_release	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE06719	MAIR-II	M21B-E001929	NODE03533	FCER1G/FcRgamma					MAIR-II-FcRgamma adaptor assembly and macrophage cytokine output	MAIR-II-FcRgamma-dual-adaptor-assembly	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-001872; PMID:17202337	M21B-DOWNSTREAM-EVID:001382	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3552	mechanism_evidence_v1	supports	not_evaluated	source_claim	secreted_protein_or_release	mouse	PMID:17202337	Primary MAIR-II FcRgamma association and cytokine-output evidence	The primary demonstrates MAIR-II association with FcRgamma-chain homodimers as well as DAP12 in mouse peritoneal macrophages, with receptor cross-linking and cytokine-secretion readouts.	Preserve MAIR-II dual-adaptor and LPS-enhanced FcRgamma-expression semantics; do not collapse this branch into DAP12 or infer a physiological ligand, SCI branch, or terminal-TF effect.	curated_primary_route	LITEXP:003602
M21B-LITEXP-3553	M21B-DOWNSTREAM:00840	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|gene_expression_or_transcription	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01860	CD300H	M21B-E001934	NODE02768	DAP12/TYROBP					CD300H-DAP12 adaptor-dependent surface and chemoattractant output	CD300H-DAP12-activating-receptor-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-001877; PMID:26221034	M21B-DOWNSTREAM-EVID:001390	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3553	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	human	PMID:26221034	Primary CD300H-DAP12 adaptor association and functional assay evidence	The primary demonstrates CD300H association with DAP12 in receptor immunoprecipitation and adaptor-dependent expression and antibody-ligation chemoattractant systems.	Preserve human CD300H, CD16-positive monocyte/myeloid-DC and adaptor-coexpression context; no defined endogenous ligand, SCI branch, or terminal-TF effect is inferred.	curated_primary_route	LITEXP:003603
M21B-LITEXP-3554	M21B-DOWNSTREAM:00841	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|gene_expression_or_transcription	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01860	CD300H	M21B-E001935	NODE02766	DAP10/HCST					CD300H-DAP10 adaptor-dependent surface and chemoattractant output	CD300H-DAP10-activating-receptor-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-001878; PMID:26221034	M21B-DOWNSTREAM-EVID:001391	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3554	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	human	PMID:26221034	Primary CD300H-DAP10 adaptor association and functional assay evidence	The primary demonstrates CD300H association with DAP10 in receptor immunoprecipitation and adaptor-dependent expression and antibody-ligation chemoattractant systems.	Preserve human CD300H and dual DAP12/DAP10 adaptor semantics; do not select one adaptor as exclusive or infer a physiological ligand, SCI branch, or terminal-TF effect.	curated_primary_route	LITEXP:003604
M21B-LITEXP-3555	M21B-DOWNSTREAM:00852	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|reporter_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01824	CD229/LY9 pY606	M21B-E001962	NODE04426	GRB2					CD229 pY606-GRB2 endocytic and TCR-reporter output	CD229-pY606-GRB2-endocytic-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-001905; PMID:15879090; DOI:10.4049/jimmunol.174.10.5977	M21B-DOWNSTREAM-EVID:001410	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3555	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	human	PMID:15879090; DOI:10.4049/jimmunol.174.10.5977	Primary CD229 Y606 Grb2 docking and endocytosis evidence	The primary maps Y606-dependent Grb2 SH2 binding and shows that this interaction controls CD229 endocytosis and partially attenuates TCR signaling.	Preserve Y606 as distinct from the two SAP-binding tyrosines and encode the bounded endocytic/attenuating relay; no generic SLAM-family, SCI, or terminal-TF inference is asserted.	curated_primary_route	LITEXP:003605
M21B-LITEXP-3556	M21B-DOWNSTREAM:00853	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01823	CD229/LY9 ITSM site-set	M21B-E001964	NODE10248	SH2D1A/SAP					CD229 ITSM-SAP-Fyn phosphorylation output	CD229-ITSM-SAP-Fyn-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-001907; PMID:11389028; PMID:15096483; DOI:10.1182/blood.V97.8.2438	M21B-DOWNSTREAM-EVID:001411	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3556	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; mouse	PMID:11389028; PMID:15096483; DOI:10.1182/blood.V97.8.2438	Primary CD229 SAP association and Fyn-bridging evidence	The primary maps Ly9/CD229-SAP association and shows SAP is required for Ly9 phosphorylation while directly activating FynT.	Preserve the two-ITSM/site context and SAP-to-Fyn bridging semantics; do not collapse CD229 into SLAMF1 or infer a terminal TF or SCI effect.	curated_primary_route	LITEXP:003606
M21B-LITEXP-3557	M21B-DOWNSTREAM:00856	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|second_messenger_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01963	CD84 pY299 ITSM	M21B-E001970	NODE09450	PTPN11/SHP2					CD84 pY299-SHP2 mast-cell signaling output	CD84-pY299-SHP2-mast-cell-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-001913; DOI:10.1016/j.molimm.2007.12.006	M21B-DOWNSTREAM-EVID:001414	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3557	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	human; rat	DOI:10.1016/j.molimm.2007.12.006	Primary CD84 Y299 SHP2 association and mast-cell signaling evidence	The primary uses CD84 Y299F mutants to map SHP2 binding to Y299 and defines associated degranulation and MAPK readouts in mast-cell systems.	Preserve Y299 as distinct from Y262-SAP and Y279/Y324 inhibitory motifs; do not infer that Y299 is necessary for the full phenotype or transfer the model to SCI.	curated_primary_route	LITEXP:003607
M21B-LITEXP-3558	M21B-DOWNSTREAM:01082	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout|second_messenger_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE03561	FCRL3 pY662 ITIM-like motif	M21B-E002648	NODE05588	INPP5D/SHIP1					FCRL3 pY662-SHIP1 BCR-inhibition output	FCRL3-pY662-SHIP1-BCR-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-002591; PMID:19843936; DOI:10.4049/jimmunol.0901982	M21B-DOWNSTREAM-EVID:001754	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3558	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	mouse; human receptor chimera	PMID:19843936; DOI:10.4049/jimmunol.0901982	Primary FCRL3 Y662 SHIP1 docking and BCR-inhibition evidence	The primary maps FCRL3 ITIM-like Y662 to SHIP1 association and inhibition of BCR calcium and tyrosine-phosphorylation responses in a receptor-chimera system.	Preserve the chimeric receptor and B-cell co-ligation context; Y662 is ITIM-like and distinct from Y692, with no native ligand, SCI, or terminal-TF inference.	curated_primary_route	LITEXP:003608
M21B-LITEXP-3559	M21B-DOWNSTREAM:01083	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout|second_messenger_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE03562	FCRL3 pY692 ITIM	M21B-E002649	NODE09466	PTPN6/SHP1					FCRL3 pY692-SHP1 BCR-inhibition output	FCRL3-pY692-SHP1-BCR-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-002592; PMID:19843936; DOI:10.4049/jimmunol.0901982	M21B-DOWNSTREAM-EVID:001756	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3559	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	mouse; human receptor chimera	PMID:19843936; DOI:10.4049/jimmunol.0901982	Primary FCRL3 Y692 SHP1 docking and BCR-inhibition evidence	The primary maps canonical FCRL3 ITIM Y692 to SHP1 association and inhibition of BCR calcium and tyrosine-phosphorylation responses in a receptor-chimera system.	Preserve canonical Y692, chimeric receptor and B-cell co-ligation boundaries; SHP1 is not the sole possible regulator and no native ligand, SCI, or terminal-TF inference is made.	curated_primary_route	LITEXP:003609
M21B-LITEXP-3560	M21B-DOWNSTREAM:01084	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout|second_messenger_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE03562	FCRL3 pY692 ITIM	M21B-E002650	NODE09450	PTPN11/SHP2					FCRL3 pY692-SHP2 BCR-inhibition output	FCRL3-pY692-SHP2-BCR-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-002593; PMID:19843936; DOI:10.4049/jimmunol.0901982	M21B-DOWNSTREAM-EVID:001758	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3560	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	mouse; human receptor chimera	PMID:19843936; DOI:10.4049/jimmunol.0901982	Primary FCRL3 Y692 SHP2 docking and BCR-inhibition evidence	The primary maps canonical FCRL3 ITIM Y692 to SHP2 association and inhibition of BCR calcium and tyrosine-phosphorylation responses in a receptor-chimera system.	Preserve canonical Y692, chimeric receptor and B-cell co-ligation boundaries; SHP2 is not the sole functional mediator and no native ligand, SCI, or terminal-TF inference is made.	curated_primary_route	LITEXP:003610
M21B-LITEXP-3561	M21B-DOWNSTREAM:01249	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|reporter_readout|translocation_or_localization_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01872	CD36 receptor complex	M21B-E003010	NODE11157	TLR4:TLR6 heterodimer					CD36-TLR4/TLR6 sterile-inflammation reporter output	CD36-TLR4-TLR6-heterodimer-assembly	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-EVID-002953; PMID:20037584; PMCID:PMC2809046; DOI:10.1038/ni.1836	M21B-DOWNSTREAM-EVID:002012	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3561	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	human; mouse	PMID:20037584; PMCID:PMC2809046; DOI:10.1038/ni.1836	Primary CD36-regulated TLR4/TLR6 assembly and inflammatory signaling evidence	The primary shows that oxidized LDL and amyloid-beta trigger inflammatory signaling through TLR4/TLR6 assembly regulated by CD36, with co-localization, knockout, ligand and NF-kappaB reporter evidence.	Represent CD36 as a coreceptor regulating TLR4/TLR6 assembly rather than as a universal direct ligand; preserve oxLDL/amyloid-beta and sterile-inflammation context with no terminal-TF inference.	curated_primary_route	LITEXP:003611
