pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
5-ht-tph1_slc6a4 htr7	5-HT-TPH1_SLC6A4 Htr7	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	human/rat HTR7 literature, but cited HTR7 item is a review; no exact primary assay for submitted composite	mature_5HT_receptor_pharmacology_only	The cited source set does not contain an exact primary assay for HTR7; related papers test mature 5-HT at other serotonin receptors, and none tests the submitted 5-HT-TPH1_SLC6A4 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH1_SLC6A4 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR7 separately if desired.
5-ht-tph2_slc18a1 htr1a	5-HT-TPH2_SLC18A1 Htr1a	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	rat recombinant HTR1A	mature_5HT_binding_and_cAMP_function	The cited primary papers test mature serotonin (5-HT) at HTR1A; none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR1A separately if desired.
5-ht-tph2_slc18a1 htr1b	5-HT-TPH2_SLC18A1 Htr1b	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	human recombinant HTR1B	mature_5HT_binding	The cited primary papers test mature serotonin (5-HT) at HTR1B; none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR1B separately if desired.
5-ht-tph2_slc18a1 htr1d	5-HT-TPH2_SLC18A1 Htr1d	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	not established for submitted composite; cited set lacks an exact primary assay for this subtype	mature_5HT_receptor_evidence_only	The cited source set does not contain an exact primary assay for HTR1D; related papers test mature 5-HT at other serotonin receptors, and none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR1D separately if desired.
5-ht-tph2_slc18a1 htr1e	5-HT-TPH2_SLC18A1 Htr1e	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	human recombinant HTR1E	mature_5HT_binding_and_cAMP_function	The cited primary papers test mature serotonin (5-HT) at HTR1E; none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR1E separately if desired.
5-ht-tph2_slc18a1 htr1f	5-HT-TPH2_SLC18A1 Htr1f	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	not established for submitted composite; cited set lacks an exact primary assay for this subtype	mature_5HT_receptor_evidence_only	The cited source set does not contain an exact primary assay for HTR1F; related papers test mature 5-HT at other serotonin receptors, and none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR1F separately if desired.
5-ht-tph2_slc18a1 htr2a	5-HT-TPH2_SLC18A1 Htr2a	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	human recombinant HTR2A/HTR2B/HTR2C	mature_5HT_receptor_Ca2_function	The cited primary papers test mature serotonin (5-HT) at HTR2A; none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR2A separately if desired.
5-ht-tph2_slc18a1 htr2b	5-HT-TPH2_SLC18A1 Htr2b	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	human recombinant HTR2A/HTR2B/HTR2C	mature_5HT_receptor_Ca2_function	The cited primary papers test mature serotonin (5-HT) at HTR2B; none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR2B separately if desired.
5-ht-tph2_slc18a1 htr2c	5-HT-TPH2_SLC18A1 Htr2c	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	human recombinant HTR2A/HTR2B/HTR2C	mature_5HT_receptor_Ca2_function	The cited primary papers test mature serotonin (5-HT) at HTR2C; none tests the submitted 5-HT-TPH2_SLC18A1 protein composite as the ligand.	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR2C separately if desired.
5-ht-tph2_slc18a1 htr3_complex	5-HT-TPH2_SLC18A1 HTR3_complex	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	Xenopus oocyte HTR3A; human HTR3A/HTR3B expression	mature_5HT_binding_and_ion_current_function	The cited primary papers test mature serotonin (5-HT) at HTR3_COMPLEX (HTR3A/HTR3B complex evidence).	Direct evidence is for the small-molecule neurotransmitter 5-HT and receptor subtype/complex pharmacology (binding, cAMP, Ca2+ or ion-current assays as applicable); TPH1/TPH2, SLC6A4 and SLC18A1/SLC18A2 are biosynthetic, uptake or vesicular-storage components, not ligand chains. No adhesion or receptor-dependent function of the submitted composite was shown.	reject_pair: 5-HT-TPH2_SLC18A1 is a source/handling composite rather than a ligand-receptor entity; curate mature 5-HT with HTR3_COMPLEX separately if desired.
