pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
2ag-dagla cnr1	2AG-DAGLA Cnr1	no_evidence	https://pubmed.ncbi.nlm.nih.gov/10779390/;https://pubmed.ncbi.nlm.nih.gov/21467997/	human CB2 recombinant systems;human neutrophils and HEK293/HL60	no_exact_CNR1_support	PMID 10779390 tested 2-AG binding and GTPgammaS/cAMP function at human CB2; PMID 21467997 tested 2-AG-driven CB2 responses in human neutrophils and cell models.	Neither cited paper tests CB1/CNR1; DAGLA is a 2-AG biosynthetic enzyme, not the receptor-binding ligand.	No exact submitted pair: cited evidence is CB2-only and mature 2-AG, not DAGLA-CNR1.
2ag-dagla cnr2	2AG-DAGLA Cnr2	retain_low	https://pubmed.ncbi.nlm.nih.gov/10779390/;https://pubmed.ncbi.nlm.nih.gov/21467997/	human;recombinant Sf9-hCB2 and CHO-hCB2;human neutrophils, HEK293 and HL60	direct_binding_and_receptor_function_contextual	PMID 10779390 used radioligand binding and GTPgammaS/cAMP assays and showed 2-AG is a full agonist at human CB2; PMID 21467997 showed CB2-dependent 2-AG responses in human neutrophils and cell models.	DAGLA is a biosynthetic source gene and not the mature ligand; the primary evidence is for 2-AG-CB2, not a DAGLA protein-receptor interaction.	Real mature-ligand/receptor evidence, but retain low because the submitted ligand complex is contextual biosynthesis rather than the tested ligand.
2ag-daglb cnr1	2AG-DAGLB Cnr1	no_evidence	https://pubmed.ncbi.nlm.nih.gov/10779390/;https://pubmed.ncbi.nlm.nih.gov/21467997/	human CB2 recombinant systems;human neutrophils and HEK293/HL60	no_exact_CNR1_support	PMID 10779390 tested 2-AG binding and GTPgammaS/cAMP function at human CB2; PMID 21467997 tested 2-AG-driven CB2 responses in human neutrophils and cell models.	Neither cited paper tests CB1/CNR1; DAGLB is a 2-AG biosynthetic enzyme, not the receptor-binding ligand.	No exact submitted pair: cited evidence is CB2-only and mature 2-AG, not DAGLB-CNR1.
2ag-daglb cnr2	2AG-DAGLB Cnr2	retain_low	https://pubmed.ncbi.nlm.nih.gov/10779390/;https://pubmed.ncbi.nlm.nih.gov/21467997/	human;recombinant Sf9-hCB2 and CHO-hCB2;human neutrophils, HEK293 and HL60	direct_binding_and_receptor_function_contextual	PMID 10779390 used radioligand binding and GTPgammaS/cAMP assays and showed 2-AG is a full agonist at human CB2; PMID 21467997 showed CB2-dependent 2-AG responses in human neutrophils and cell models.	DAGLB is a biosynthetic source gene and not the mature ligand; the primary evidence is for 2-AG-CB2, not a DAGLB protein-receptor interaction.	Real mature-ligand/receptor evidence, but retain low because the submitted ligand complex is contextual biosynthesis rather than the tested ligand.
5-ht-dopa-ddc drd1	5-HT-DOPA-DDC Drd1	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for DRD1 in cited sources	wrong_noncognate_receptor_relationship	The cited primary papers assay serotonin at HTR1A/1B/1E, HTR2A/B/C, and HTR3 receptors, not dopamine receptor D1.	DRD1 is a dopamine receptor, while DOPA/DDC are synthesis components; no cited binding, activation, or receptor-dependent function establishes 5-HT-DRD1.	Reject: submitted relationship is noncognate and unsupported as a ligand-receptor pair.
5-ht-dopa-ddc drd2	5-HT-DOPA-DDC Drd2	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for DRD2 in cited sources	wrong_noncognate_receptor_relationship	The cited primary papers assay serotonin at HTR1A/1B/1E, HTR2A/B/C, and HTR3 receptors, not dopamine receptor D2.	DRD2 is a dopamine receptor, while DOPA/DDC are synthesis components; no cited binding, activation, or receptor-dependent function establishes 5-HT-DRD2.	Reject: submitted relationship is noncognate and unsupported as a ligand-receptor pair.
5-ht-dopa-ddc drd3	5-HT-DOPA-DDC Drd3	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for DRD3 in cited sources	wrong_noncognate_receptor_relationship	The cited primary papers assay serotonin at HTR1A/1B/1E, HTR2A/B/C, and HTR3 receptors, not dopamine receptor D3.	DRD3 is a dopamine receptor, while DOPA/DDC are synthesis components; no cited binding, activation, or receptor-dependent function establishes 5-HT-DRD3.	Reject: submitted relationship is noncognate and unsupported as a ligand-receptor pair.
5-ht-dopa-ddc drd4	5-HT-DOPA-DDC Drd4	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for DRD4 in cited sources	wrong_noncognate_receptor_relationship	The cited primary papers assay serotonin at HTR1A/1B/1E, HTR2A/B/C, and HTR3 receptors, not dopamine receptor D4.	DRD4 is a dopamine receptor, while DOPA/DDC are synthesis components; no cited binding, activation, or receptor-dependent function establishes 5-HT-DRD4.	Reject: submitted relationship is noncognate and unsupported as a ligand-receptor pair.
5-ht-dopa-ddc drd5	5-HT-DOPA-DDC Drd5	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for DRD5 in cited sources	wrong_noncognate_receptor_relationship	The cited primary papers assay serotonin at HTR1A/1B/1E, HTR2A/B/C, and HTR3 receptors, not dopamine receptor D5.	DRD5 is a dopamine receptor, while DOPA/DDC are synthesis components; no cited binding, activation, or receptor-dependent function establishes 5-HT-DRD5.	Reject: submitted relationship is noncognate and unsupported as a ligand-receptor pair.
5-ht-dopa-ddc htr1a	5-HT-DOPA-DDC Htr1a	retain_low	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	rat;recombinant Ltk- and GH4C1 cells	direct_binding_and_receptor_activation_contextual	PMID 2156831 cloned rat HTR1A and showed 5-HT-displaceable binding plus agonist-dependent inhibition of cAMP in transfected cells.	DOPA and DDC are synthesis components, not the tested ligand; evidence is mature 5-HT at HTR1A and does not validate the composite source gene string.	Exact mature 5-HT-HTR1A primary evidence; retain low for contextual ligand representation.
