pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
il4 il4ra	Il4 Il4ra	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/10219247/;https://pubmed.ncbi.nlm.nih.gov/11874464/	human;recombinant receptor ectodomains	direct_binding_and_receptor_activation	Crystal structure and mutational analysis show IL-4 binding IL4R alpha and recruitment of the common gamma chain in the signaling receptor complex.	Mature IL-4 and assembled receptor complex are the tested entities; the submitted receptor label is the alpha-chain component.	Exact ligand and receptor-alpha evidence with a primary structural assay.
il5 il5ra_csf2rb	Il5 Il5ra_csf2rb	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/8496674/;https://pubmed.ncbi.nlm.nih.gov/8940197/	human;mouse;recombinant receptor systems	direct_binding_and_receptor_activation	Reconstitution, biosensor binding, mutagenesis, and proliferation assays show IL-5 binding IL5R alpha and signaling through the alpha/beta-c heteromer.	IL5R alpha provides ligand specificity while CSF2RB completes the high-affinity signaling receptor.	Exact receptor complex supported by primary binding and functional assays.
il6 il6r_il6st	Il6 Il6r_il6st	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/12829785/;https://pubmed.ncbi.nlm.nih.gov/2788034/;https://pubmed.ncbi.nlm.nih.gov/7744001/	human;recombinant proteins	direct_binding_and_receptor_activation	Structural, solution-binding, immunoprecipitation, and signaling studies show IL-6 first binds IL6R alpha and then recruits two gp130/IL6ST chains to form the hexameric signaling complex.	Hexameric stoichiometry and soluble versus membrane receptor context vary by assay.	Exact ligand, alpha receptor, and gp130 chain are directly tested.
il7 il7r_il2rg	Il7 IL7R_IL2RG	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/19141282/;https://pubmed.ncbi.nlm.nih.gov/7718508/	human;mouse;recombinant proteins	direct_binding_and_receptor_activation	Structural and biophysical studies show IL-7 binding IL7R alpha and recruiting the common gamma chain; functional receptor studies support the heteromeric complex.	The structural work is human and receptor ectodomain based, with species-dependent functional follow-up.	Exact receptor alpha and gamma-chain complex supported.
il9 il9r_il2rg	Il9 IL9R_IL2RG	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/1376929/;https://pubmed.ncbi.nlm.nih.gov/7718508/;https://pubmed.ncbi.nlm.nih.gov/9535918/	human;mouse;recombinant and cellular systems	direct_binding_and_receptor_activation	IL-9 receptor cloning used radiolabeled IL-9 binding, while cross-linking, immunoprecipitation, heteromerization, and signaling studies identify IL9R with the common gamma chain.	Some early studies establish receptor composition in murine or human systems separately.	Exact ligand and two-chain receptor complex supported by primary assays.
inhba acvr1b_acvr2a	Inhba Acvr1b_acvr2a	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin A/ACVR1B/ACVR2A binding or receptor-dependent assay; PMID 12385827 concerns inhibin binding, PMID 2457849 is an unrelated clinical case report, and PMID 22991378 is a review.	Biology of activin receptor complexes may be documented elsewhere, but the submitted citations do not establish this candidate.	No usable exact-pair primary citation in the submitted sources.
inhba acvr1b_acvr2b	Inhba Acvr1b_acvr2b	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin A/ACVR1B/ACVR2B binding or receptor-dependent assay; PMID 12385827 concerns inhibin binding, PMID 2457849 is unrelated, and PMID 22991378 is a review.	The candidate cannot be confirmed from the supplied citations.	No usable exact-pair primary citation in the submitted sources.
inhbb acvr1b_acvr2a	Inhbb Acvr1b_acvr2a	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin B/ACVR1B/ACVR2A binding or receptor-dependent assay; PMID 12385827 concerns inhibin, PMID 2457849 is unrelated, and PMID 22991378 is a review.	No exact-pair evidence is present in the submitted citations.	No usable exact-pair primary citation in the submitted sources.
inhbb acvr1b_acvr2b	Inhbb Acvr1b_acvr2b	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin B/ACVR1B/ACVR2B binding or receptor-dependent assay; PMID 12385827 concerns inhibin, PMID 2457849 is unrelated, and PMID 22991378 is a review.	No exact-pair evidence is present in the submitted citations.	No usable exact-pair primary citation in the submitted sources.
inhbb acvr1c_acvr2a	Inhbb Acvr1c_acvr2a	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin B/ACVR1C/ACVR2A binding or receptor-dependent assay; PMID 12385827 concerns inhibin, PMID 2457849 is unrelated, and PMID 22991378 is a review.	No exact-pair evidence is present in the submitted citations.	No usable exact-pair primary citation in the submitted sources.
