pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
ado-nt5e_slc29a4 adora2b	ADO-NT5E_SLC29A4 Adora2b	reject_pair	https://pubmed.ncbi.nlm.nih.gov/19141710/;https://pubmed.ncbi.nlm.nih.gov/9459566/	human;mouse;rat;recombinant receptor systems	direct adenosine agonist binding and function	The cited studies test mature adenosine at cloned ADORA2B/related adenosine receptors by radioligand and second-messenger assays, not the submitted source composite.	NT5E is an ectoenzyme and SLC29A4 is a transporter; neither is a ligand chain in the receptor assay.	Exact receptor evidence exists for adenosine-ADORA2B only; source/handling genes cannot be retained as one ligand.
ado-nt5e_slc29a4 adora3	ADO-NT5E_SLC29A4 Adora3	reject_pair	https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/11734617/	human;mouse;rat;recombinant receptor systems	direct adenosine agonist binding and function	The cited studies test mature adenosine and agonists at ADORA3 by receptor pharmacology, not NT5E-SLC29A4 as a ligand complex.	NT5E generates extracellular adenosine and SLC29A4 handles uptake; the composite is not the tested ligand.	Exact receptor evidence exists for adenosine-ADORA3 only; source/handling genes cannot be retained as one ligand.
adr-pnmt_slc18a1 adra1a	ADR-PNMT_SLC18A1 Adra1a	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2541947/;https://pubmed.ncbi.nlm.nih.gov/37563160/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRA1A or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
adr-pnmt_slc18a1 adra1b	ADR-PNMT_SLC18A1 Adra1b	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2541947/;https://pubmed.ncbi.nlm.nih.gov/37563160/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRA1B or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
adr-pnmt_slc18a1 adra1d	ADR-PNMT_SLC18A1 Adra1d	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2541947/;https://pubmed.ncbi.nlm.nih.gov/37563160/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRA1D or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
adr-pnmt_slc18a1 adra2a	ADR-PNMT_SLC18A1 Adra2a	reject_pair	https://pubmed.ncbi.nlm.nih.gov/7815325/;https://pubmed.ncbi.nlm.nih.gov/9605427/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRA2A or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
adr-pnmt_slc18a1 adra2b	ADR-PNMT_SLC18A1 Adra2b	reject_pair	https://pubmed.ncbi.nlm.nih.gov/7815325/;https://pubmed.ncbi.nlm.nih.gov/9605427/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRA2B or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
adr-pnmt_slc18a1 adra2c	ADR-PNMT_SLC18A1 Adra2c	reject_pair	https://pubmed.ncbi.nlm.nih.gov/7815325/;https://pubmed.ncbi.nlm.nih.gov/9605427/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRA2C or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
adr-pnmt_slc18a1 adrb1	ADR-PNMT_SLC18A1 Adrb1	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2541947/;https://pubmed.ncbi.nlm.nih.gov/37563160/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRB1 or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
adr-pnmt_slc18a1 adrb2	ADR-PNMT_SLC18A1 Adrb2	reject_pair	https://pubmed.ncbi.nlm.nih.gov/2541947/;https://pubmed.ncbi.nlm.nih.gov/37563160/	human;mouse;rat;recombinant receptor systems	direct epinephrine agonist binding and function	The cited pharmacology tests mature adrenaline/epinephrine at ADRB2 or related adrenergic receptors, not the submitted PNMT-SLC18A1 composite.	PNMT is a biosynthetic enzyme and SLC18A1 is a vesicular transporter, not a ligand chain.	Mature epinephrine-receptor evidence does not validate the source/storage composite.
