pair_key	pair_label_canonical	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
nectin1 cd96	Nectin1 Cd96	promote_candidate	PMID:30759143; https://pubmed.ncbi.nlm.nih.gov/30759143/; https://europepmc.org/article/MED/30759143	mouse;human	direct_primary_binding	Nectin-1/PVRL1 directly interacts with CD96 in vitro through the canonical nectin V-domain interface.	Mouse and human CD96 ligand specificities differ; functional consequence of mouse Nectin-1-CD96 binding remains incompletely defined.	Searched nectin-1/PVRL1, CD96, V-domain, SPR and NK receptors.
nectin1 nectin3	Nectin1 Nectin3	promote_candidate	PMID:12011057; https://pubmed.ncbi.nlm.nih.gov/12011057/; https://europepmc.org/article/MED/12011057	mouse;human	direct_primary_binding_adhesion	Purified nectin ectodomains and cell assays establish direct Nectin-1/Nectin-3 and Nectin-1/Nectin-4 heterophilic adhesion with measured affinities.	Nectin isoforms and cis/trans orientation affect affinity.	Searched PVRL1/nectin1, PVRL3/nectin3, PVRL4/nectin4 and heterophilic binding.
nectin1 nectin4	Nectin1 Nectin4	promote_candidate	PMID:12011057; https://pubmed.ncbi.nlm.nih.gov/12011057/; https://europepmc.org/article/MED/12011057	mouse;human	direct_primary_binding_adhesion	Purified nectin ectodomains and cell assays establish direct Nectin-1/Nectin-3 and Nectin-1/Nectin-4 heterophilic adhesion with measured affinities.	Nectin isoforms and cis/trans orientation affect affinity.	Searched PVRL1/nectin1, PVRL3/nectin3, PVRL4/nectin4 and heterophilic binding.
nectin2 cd226	Nectin2 Cd226	promote_candidate	PMID:33298247; https://pubmed.ncbi.nlm.nih.gov/33298247/; https://europepmc.org/article/MED/33298247	mouse;human	direct_primary_binding	CD226/DNAM-1 and TIGIT directly recognize Nectin-2/PVRL2 in the nectin checkpoint axis.	Relative affinity and signaling direction differ between mouse and human and by receptor context.	Searched nectin-2/PVRL2, CD226/DNAM1, TIGIT, binding and immune synapse.
nectin2 tigit	Nectin2 Tigit	promote_candidate	PMID:33298247; https://pubmed.ncbi.nlm.nih.gov/33298247/; https://europepmc.org/article/MED/33298247	mouse;human	direct_primary_binding	CD226/DNAM-1 and TIGIT directly recognize Nectin-2/PVRL2 in the nectin checkpoint axis.	Relative affinity and signaling direction differ between mouse and human and by receptor context.	Searched nectin-2/PVRL2, CD226/DNAM1, TIGIT, binding and immune synapse.
nectin3 nectin2	Nectin3 Nectin2	promote_candidate	PMID:10744716; https://pubmed.ncbi.nlm.nih.gov/10744716/; https://europepmc.org/article/MED/10744716; PMID:12011057; https://pubmed.ncbi.nlm.nih.gov/12011057/; https://europepmc.org/article/MED/12011057	mouse;human	direct_primary_binding_adhesion	Nectin-3 directly forms heterophilic adhesive interactions with Nectin-2 and PVR/CD155 in ectodomain and cell-adhesion assays.	The nomenclature PVR/PVRL2/PVRL3 is species and database dependent.	Searched nectin-2/3, PVR/CD155 and ectodomain adhesion.
nectin3 pvr	Nectin3 Pvr	promote_candidate	PMID:10744716; https://pubmed.ncbi.nlm.nih.gov/10744716/; https://europepmc.org/article/MED/10744716; PMID:12011057; https://pubmed.ncbi.nlm.nih.gov/12011057/; https://europepmc.org/article/MED/12011057	mouse;human	direct_primary_binding_adhesion	Nectin-3 directly forms heterophilic adhesive interactions with Nectin-2 and PVR/CD155 in ectodomain and cell-adhesion assays.	The nomenclature PVR/PVRL2/PVRL3 is species and database dependent.	Searched nectin-2/3, PVR/CD155 and ectodomain adhesion.
nectin3 tigit	Nectin3 Tigit	promote_candidate	PMID:33298247; https://pubmed.ncbi.nlm.nih.gov/33298247/; https://europepmc.org/article/MED/33298247	mouse;human	direct_primary_binding	TIGIT is reported to bind Nectin-3/PVRL3 within the nectin immune-checkpoint ligand network.	The evidence is weaker and more context-dependent than TIGIT-PVR or TIGIT-Nectin-2; receptor-ligand specificity can vary by species.	Searched TIGIT, PVRL3/Nectin-3, nectin checkpoint axis and binding.
negr1 negr1	Negr1 Negr1	promote_candidate	PMID:25057311; https://pubmed.ncbi.nlm.nih.gov/25057311/; https://europepmc.org/article/MED/25057311; https://pmc.ncbi.nlm.nih.gov/articles/PMC8997467/	mouse;human;rat	direct_primary_adhesion	NEGR1/IgLON4 supports homophilic cell adhesion in soluble-Fc binding and cell-aggregation assays.	NEGR1 is GPI-anchored and may also participate in heterophilic IgLON interactions.	Searched NEGR1, neuronal growth regulator 1, Kilon/IgLON4 and homophilic adhesion.
nodal acvr1c_acvr2b_cfc1	Nodal ACVR1C_ACVR2B_CFC1	promote_candidate	PMID:12052855; https://pubmed.ncbi.nlm.nih.gov/12052855/; https://europepmc.org/article/MED/12052855	mouse;human;frog	direct_primary_binding_complex	Nodal signaling requires the ACVR1C/ALK7 and ACVR2B receptor system with CFC1/Cripto as a ligand-binding coreceptor; binding and reporter assays support the composite complex.	Cripto/CFC1 can act as coreceptor or coligand and Nodal processing/species context matter.	Searched Nodal, ACVR1C/ALK7, ACVR2B, CFC1/Cripto and coreceptor function.
nppb npr1	Nppb Npr1	promote_candidate	PMID:25861778; https://pubmed.ncbi.nlm.nih.gov/25861778/; https://europepmc.org/article/MED/25861778	mouse;human;rat	direct_primary_activation	Mature NPPB/BNP activates NPR1/NPRA; mouse sensory-neuron work directly identifies Npr1 as the NPPB receptor.	NPPB is synthesized as propeptide and species-specific processing affects mature ligand abundance.	Searched NPPB/BNP, NPR1/NPRA, natriuretic peptide processing and activation.
npy npy4r	Npy Npy4r	promote_candidate	PMID:10215684; https://pubmed.ncbi.nlm.nih.gov/10215684/; https://europepmc.org/article/MED/10215684; PMID:19121371; https://pubmed.ncbi.nlm.nih.gov/19121371/; https://europepmc.org/article/MED/19121371	mouse;rat;human	direct_primary_pharmacology	NPY-family agonist and binding studies support NPY4R/Y4 receptor recognition and functional responses in mouse.	NPY4R has stronger preference for pancreatic polypeptide in some assays; ligand selectivity varies among Y-receptor subtypes.	Searched NPY, NPY4R/Y4, PP/PYY, receptor binding and mouse knockout.
nrg1 erbb2_erbb3	Nrg1 ERBB2_ERBB3	promote_candidate	PMID:16978839; https://pubmed.ncbi.nlm.nih.gov/16978839/; https://europepmc.org/article/MED/16978839; PMID:18478032; https://pubmed.ncbi.nlm.nih.gov/18478032/; https://europepmc.org/article/MED/18478032	mouse;human;rat	direct_primary_binding_activation	Mature NRG1/heregulin EGF-like domains bind ERBB3 or ERBB4 and activate ERBB2-containing heterodimers or ERBB4 homodimers; receptor phosphorylation is directly measured.	NRG1 isoform processing and ERBB splice forms alter membrane versus soluble signaling.	Searched NRG1/heregulin, ERBB2/3/4, receptor heterodimers, mature EGF domain.
nrg1 erbb2_erbb4	Nrg1 ERBB2_ERBB4	promote_candidate	PMID:16978839; https://pubmed.ncbi.nlm.nih.gov/16978839/; https://europepmc.org/article/MED/16978839; PMID:18478032; https://pubmed.ncbi.nlm.nih.gov/18478032/; https://europepmc.org/article/MED/18478032	mouse;human;rat	direct_primary_binding_activation	Mature NRG1/heregulin EGF-like domains bind ERBB3 or ERBB4 and activate ERBB2-containing heterodimers or ERBB4 homodimers; receptor phosphorylation is directly measured.	NRG1 isoform processing and ERBB splice forms alter membrane versus soluble signaling.	Searched NRG1/heregulin, ERBB2/3/4, receptor heterodimers, mature EGF domain.
nrg1 erbb3	Nrg1 Erbb3	promote_candidate	PMID:16978839; https://pubmed.ncbi.nlm.nih.gov/16978839/; https://europepmc.org/article/MED/16978839; PMID:18478032; https://pubmed.ncbi.nlm.nih.gov/18478032/; https://europepmc.org/article/MED/18478032	mouse;human;rat	direct_primary_binding_activation	Mature NRG1/heregulin EGF-like domains bind ERBB3 or ERBB4 and activate ERBB2-containing heterodimers or ERBB4 homodimers; receptor phosphorylation is directly measured.	NRG1 isoform processing and ERBB splice forms alter membrane versus soluble signaling.	Searched NRG1/heregulin, ERBB2/3/4, receptor heterodimers, mature EGF domain.
nrg1 erbb4	Nrg1 Erbb4	promote_candidate	PMID:16978839; https://pubmed.ncbi.nlm.nih.gov/16978839/; https://europepmc.org/article/MED/16978839; PMID:18478032; https://pubmed.ncbi.nlm.nih.gov/18478032/; https://europepmc.org/article/MED/18478032	mouse;human;rat	direct_primary_binding_activation	Mature NRG1/heregulin EGF-like domains bind ERBB3 or ERBB4 and activate ERBB2-containing heterodimers or ERBB4 homodimers; receptor phosphorylation is directly measured.	NRG1 isoform processing and ERBB splice forms alter membrane versus soluble signaling.	Searched NRG1/heregulin, ERBB2/3/4, receptor heterodimers, mature EGF domain.
nrg1 itga6_itgb4	Nrg1 ITGA6_ITGB4	promote_candidate	PMID:20682778; https://pubmed.ncbi.nlm.nih.gov/20682778/; https://europepmc.org/article/MED/20682778	human;mouse	direct_primary_binding_activation	The NRG1 EGF-like domain directly binds integrin alpha6beta4 and alphavbeta3; integrin binding promotes ternary integrin-NRG1-ERBB3 signaling.	Integrin binding is an auxiliary/co-receptor interaction and does not replace canonical ERBB receptor engagement.	Searched NRG1 EGF domain, ITGA6/ITGB4, ITGAV/ITGB3, SPR and signaling.
nrg1 itgav_itgb3	Nrg1 ITGAV_ITGB3	promote_candidate	PMID:20682778; https://pubmed.ncbi.nlm.nih.gov/20682778/; https://europepmc.org/article/MED/20682778	human;mouse	direct_primary_binding_activation	The NRG1 EGF-like domain directly binds integrin alpha6beta4 and alphavbeta3; integrin binding promotes ternary integrin-NRG1-ERBB3 signaling.	Integrin binding is an auxiliary/co-receptor interaction and does not replace canonical ERBB receptor engagement.	Searched NRG1 EGF domain, ITGA6/ITGB4, ITGAV/ITGB3, SPR and signaling.
nrg2 erbb3	Nrg2 Erbb3	promote_candidate	PMID:9168115; https://pubmed.ncbi.nlm.nih.gov/9168115/; https://europepmc.org/article/MED/9168115; DOI:10.1038/387512a0	mouse;human	direct_primary_binding_activation	The NRG2 EGF-like domain binds ErbB3/ERBB3 and stimulates receptor tyrosine phosphorylation and downstream biological responses.	NRG2 isoforms differ in receptor potency; the submitted pair abstracts over alpha/beta isoform-specific behavior.	Searched NRG2/neuregulin-2 aliases, ErbB3/HER3, EGF-like domain, binding and activation.
nrg2 erbb4	Nrg2 Erbb4	promote_candidate	PMID:9168115; https://pubmed.ncbi.nlm.nih.gov/9168115/; https://europepmc.org/article/MED/9168115; DOI:10.1038/387512a0; PMID:17945187; https://pubmed.ncbi.nlm.nih.gov/17945187/; PMCID:PMC2094732	mouse;human	direct_primary_binding_activation	The NRG2 EGF-like domain binds ErbB4/ERBB4; NRG2beta stimulates ErbB4 phosphorylation and biological responses, with isoform-dependent potency.	NRG2alpha and NRG2beta differ in ErbB4 signaling efficacy; the submitted pair abstracts over isoform-specific behavior.	Searched NRG2/neuregulin-2 aliases, ErbB4/HER4, EGF-like domain, binding, phosphorylation and activation.
nrg3 erbb4	Nrg3 Erbb4	promote_candidate	PMID:24991953; https://pubmed.ncbi.nlm.nih.gov/24991953/; https://europepmc.org/article/MED/24991953	mouse;human;rat	direct_primary_family_ligand_receptor	Neuregulin-2/3/4 mature EGF-like ligands are reported to activate the corresponding ERBB3/ERBB4 receptor repertoire, with ERBB4 as the principal receptor for NRG3/4.	Some exact ligand-receptor pairings rely on isoform-specific and receptor-expression studies; NRG family reviews consolidate the primary binding literature.	Searched NRG2/3/4 aliases, ERBB3/ERBB4, EGF-like domain, processing and activation.
nrg4 erbb4	Nrg4 Erbb4	promote_candidate	PMID:24991953; https://pubmed.ncbi.nlm.nih.gov/24991953/; https://europepmc.org/article/MED/24991953	mouse;human;rat	direct_primary_family_ligand_receptor	Neuregulin-2/3/4 mature EGF-like ligands are reported to activate the corresponding ERBB3/ERBB4 receptor repertoire, with ERBB4 as the principal receptor for NRG3/4.	Some exact ligand-receptor pairings rely on isoform-specific and receptor-expression studies; NRG family reviews consolidate the primary binding literature.	Searched NRG2/3/4 aliases, ERBB3/ERBB4, EGF-like domain, processing and activation.
nrxn1 clstn3	Nrxn1 Clstn3	promote_candidate	PMID:25352602; https://pubmed.ncbi.nlm.nih.gov/25352602/; https://europepmc.org/article/MED/25352602; PMCID:PMC4263861; PMID:32434929; https://pubmed.ncbi.nlm.nih.gov/32434929/; https://europepmc.org/article/MED/32434929; PMCID:PMC7335786	mouse;rat;human	direct_primary_binding_adhesion	Calsyntenin-3/CLSTN3 directly binds alpha- and beta-neurexins, including Nrxn1, and supports excitatory synaptic innervation.	Alternative splice-site 4 and calsyntenin domain composition determine affinity and synaptogenic activity.	Searched NRXN1/2, CLSTN3/calsyntenin-3, direct ectodomain binding and synaptogenesis.
nrxn1 dag1	Nrxn1 Dag1	promote_candidate	PMID:20471353; https://pubmed.ncbi.nlm.nih.gov/20471353/; https://europepmc.org/article/MED/20471353	mouse;rat	direct_primary_binding_adhesion	Neurexin-beta and dystroglycan participate in a direct synaptic complex; neurexin-2beta experiments support DAG1-associated receptor function.	Dystroglycan ligand binding depends on alpha-dystroglycan glycosylation and neurexin splice isoform.	Searched NRXN1/2, alpha/beta neurexin, DAG1/dystroglycan, synaptic binding.
nrxn1 lrrtm1	Nrxn1 Lrrtm1	promote_candidate	PMID:20064388; https://pubmed.ncbi.nlm.nih.gov/20064388/; https://europepmc.org/article/MED/20064388; PMID:30262834; https://pubmed.ncbi.nlm.nih.gov/30262834/; https://europepmc.org/article/MED/30262834	mouse;rat;human	direct_primary_binding_adhesion	LRRTM1/2 and related LRRTM proteins directly bind neurexin ectodomains in affinity, structural and synaptogenesis assays; the submitted NRXN1/2-LRRTM pairs are within the characterized neurexin-LRRTM system.	Binding is splice-site-4 and heparan-sulfate dependent, and evidence strength differs among LRRTM paralogs.	Searched neurexin-1/2, LRRTM1/2/3, Nrxn beta, S4 splice site and structural binding.
nrxn1 lrrtm2	Nrxn1 Lrrtm2	promote_candidate	PMID:20064388; https://pubmed.ncbi.nlm.nih.gov/20064388/; https://europepmc.org/article/MED/20064388; PMID:30262834; https://pubmed.ncbi.nlm.nih.gov/30262834/; https://europepmc.org/article/MED/30262834	mouse;rat;human	direct_primary_binding_adhesion	LRRTM1/2 and related LRRTM proteins directly bind neurexin ectodomains in affinity, structural and synaptogenesis assays; the submitted NRXN1/2-LRRTM pairs are within the characterized neurexin-LRRTM system.	Binding is splice-site-4 and heparan-sulfate dependent, and evidence strength differs among LRRTM paralogs.	Searched neurexin-1/2, LRRTM1/2/3, Nrxn beta, S4 splice site and structural binding.
nrxn1 lrrtm3	Nrxn1 Lrrtm3	promote_candidate	PMID:20064388; https://pubmed.ncbi.nlm.nih.gov/20064388/; https://europepmc.org/article/MED/20064388; PMID:30262834; https://pubmed.ncbi.nlm.nih.gov/30262834/; https://europepmc.org/article/MED/30262834	mouse;rat;human	direct_primary_binding_adhesion	LRRTM1/2 and related LRRTM proteins directly bind neurexin ectodomains in affinity, structural and synaptogenesis assays; the submitted NRXN1/2-LRRTM pairs are within the characterized neurexin-LRRTM system.	Binding is splice-site-4 and heparan-sulfate dependent, and evidence strength differs among LRRTM paralogs.	Searched neurexin-1/2, LRRTM1/2/3, Nrxn beta, S4 splice site and structural binding.
nrxn2 clstn3	Nrxn2 Clstn3	promote_candidate	PMID:25352602; https://pubmed.ncbi.nlm.nih.gov/25352602/; https://europepmc.org/article/MED/25352602; PMCID:PMC4263861; PMID:32434929; https://pubmed.ncbi.nlm.nih.gov/32434929/; https://europepmc.org/article/MED/32434929; PMCID:PMC7335786	mouse;rat;human	direct_primary_binding_adhesion	Calsyntenin-3/CLSTN3 directly binds alpha- and beta-neurexins, including Nrxn1, and supports excitatory synaptic innervation.	Alternative splice-site 4 and calsyntenin domain composition determine affinity and synaptogenic activity.	Searched NRXN1/2, CLSTN3/calsyntenin-3, direct ectodomain binding and synaptogenesis.
nrxn2 dag1	Nrxn2 Dag1	promote_candidate	PMID:20471353; https://pubmed.ncbi.nlm.nih.gov/20471353/; https://europepmc.org/article/MED/20471353	mouse;rat	direct_primary_binding_adhesion	Neurexin-beta and dystroglycan participate in a direct synaptic complex; neurexin-2beta experiments support DAG1-associated receptor function.	Dystroglycan ligand binding depends on alpha-dystroglycan glycosylation and neurexin splice isoform.	Searched NRXN1/2, alpha/beta neurexin, DAG1/dystroglycan, synaptic binding.
nrxn2 lrrtm1	Nrxn2 Lrrtm1	promote_candidate	PMID:20064388; https://pubmed.ncbi.nlm.nih.gov/20064388/; https://europepmc.org/article/MED/20064388; PMID:30262834; https://pubmed.ncbi.nlm.nih.gov/30262834/; https://europepmc.org/article/MED/30262834	mouse;rat;human	direct_primary_binding_adhesion	LRRTM1/2 and related LRRTM proteins directly bind neurexin ectodomains in affinity, structural and synaptogenesis assays; the submitted NRXN1/2-LRRTM pairs are within the characterized neurexin-LRRTM system.	Binding is splice-site-4 and heparan-sulfate dependent, and evidence strength differs among LRRTM paralogs.	Searched neurexin-1/2, LRRTM1/2/3, Nrxn beta, S4 splice site and structural binding.
